"example_id","design_block","G","theta_true","theta_CV","sigma","mean_nsamp","N_h","n_h","requested_rate","realized_rate","inclusion_probability"
562,"Negative binomial","2","2","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
563,"Negative binomial","4","2","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
564,"Negative binomial","8","2","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
565,"Negative binomial","2","2","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
566,"Negative binomial","4","2","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
567,"Negative binomial","8","2","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
568,"Negative binomial","2","0.5","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
569,"Negative binomial","4","0.5","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
570,"Negative binomial","8","0.5","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
571,"Negative binomial","2","0.5","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
572,"Negative binomial","4","0.5","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
573,"Negative binomial","8","0.5","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
574,"Negative binomial","2","0.5","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
575,"Negative binomial","4","0.5","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
576,"Negative binomial","8","0.5","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
577,"Negative binomial","2","1","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
578,"Negative binomial","4","1","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
579,"Negative binomial","8","1","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
580,"Negative binomial","2","1","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
581,"Negative binomial","4","1","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
582,"Negative binomial","8","1","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
583,"Negative binomial","2","1","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
584,"Negative binomial","4","1","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
585,"Negative binomial","8","1","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
586,"Negative binomial","2","2","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
587,"Negative binomial","4","2","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
588,"Negative binomial","8","2","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
589,"Negative binomial","2","2","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
590,"Negative binomial","4","2","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
591,"Negative binomial","8","2","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
592,"Negative binomial","2","2","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
593,"Negative binomial","4","2","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
594,"Negative binomial","8","2","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
595,"Negative binomial","2","0.5","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
596,"Negative binomial","4","0.5","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
597,"Negative binomial","8","0.5","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
598,"Negative binomial","2","0.5","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
599,"Negative binomial","4","0.5","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
600,"Negative binomial","8","0.5","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
601,"Negative binomial","2","0.5","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
602,"Negative binomial","4","0.5","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
603,"Negative binomial","8","0.5","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
604,"Negative binomial","2","1","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
605,"Negative binomial","4","1","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
606,"Negative binomial","8","1","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
607,"Negative binomial","2","1","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
608,"Negative binomial","4","1","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
609,"Negative binomial","8","1","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
610,"Negative binomial","2","1","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
611,"Negative binomial","4","1","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
612,"Negative binomial","8","1","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
613,"Negative binomial","2","2","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
614,"Negative binomial","4","2","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
615,"Negative binomial","8","2","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
616,"Negative binomial","2","2","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
617,"Negative binomial","4","2","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
618,"Negative binomial","8","2","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
619,"Negative binomial","2","2","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
620,"Negative binomial","4","2","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
621,"Negative binomial","8","2","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
622,"Negative binomial","2","0.5","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
623,"Negative binomial","4","0.5","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
624,"Negative binomial","8","0.5","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
625,"Negative binomial","2","0.5","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
626,"Negative binomial","4","0.5","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
627,"Negative binomial","8","0.5","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
628,"Negative binomial","2","0.5","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
629,"Negative binomial","4","0.5","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
630,"Negative binomial","8","0.5","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
631,"Negative binomial","2","1","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
632,"Negative binomial","4","1","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
633,"Negative binomial","8","1","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
634,"Negative binomial","2","1","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
635,"Negative binomial","4","1","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
636,"Negative binomial","8","1","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
637,"Negative binomial","2","1","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
638,"Negative binomial","4","1","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
639,"Negative binomial","8","1","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
640,"Negative binomial","2","2","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
641,"Negative binomial","4","2","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
642,"Negative binomial","8","2","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
643,"Negative binomial","2","2","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
644,"Negative binomial","4","2","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
645,"Negative binomial","8","2","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
646,"Negative binomial","2","2","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
647,"Negative binomial","4","2","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
648,"Negative binomial","8","2","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
649,"Negative binomial","2","0.5","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
650,"Negative binomial","4","0.5","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
651,"Negative binomial","8","0.5","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
652,"Negative binomial","2","0.5","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
653,"Negative binomial","4","0.5","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
654,"Negative binomial","8","0.5","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
655,"Negative binomial","2","0.5","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
656,"Negative binomial","4","0.5","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
657,"Negative binomial","8","0.5","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
658,"Negative binomial","2","1","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
659,"Negative binomial","4","1","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
660,"Negative binomial","8","1","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
661,"Negative binomial","2","1","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
662,"Negative binomial","4","1","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
663,"Negative binomial","8","1","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
664,"Negative binomial","2","1","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
665,"Negative binomial","4","1","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
666,"Negative binomial","8","1","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
667,"Negative binomial","2","2","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
668,"Negative binomial","4","2","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
669,"Negative binomial","8","2","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
670,"Negative binomial","2","2","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
671,"Negative binomial","4","2","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
672,"Negative binomial","8","2","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
673,"Negative binomial","2","2","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
674,"Negative binomial","4","2","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
675,"Negative binomial","8","2","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
676,"Negative binomial","2","0.5","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
677,"Negative binomial","4","0.5","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
678,"Negative binomial","8","0.5","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
679,"Negative binomial","2","0.5","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
680,"Negative binomial","4","0.5","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
681,"Negative binomial","8","0.5","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
682,"Negative binomial","2","0.5","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
683,"Negative binomial","4","0.5","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
684,"Negative binomial","8","0.5","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
685,"Negative binomial","2","1","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
686,"Negative binomial","4","1","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
687,"Negative binomial","8","1","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
688,"Negative binomial","2","1","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
689,"Negative binomial","4","1","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
690,"Negative binomial","8","1","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
691,"Negative binomial","2","1","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
692,"Negative binomial","4","1","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
693,"Negative binomial","8","1","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
694,"Negative binomial","2","2","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
695,"Negative binomial","4","2","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
696,"Negative binomial","8","2","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
697,"Negative binomial","2","2","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
698,"Negative binomial","4","2","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
699,"Negative binomial","8","2","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
700,"Negative binomial","2","2","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
701,"Negative binomial","4","2","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
702,"Negative binomial","8","2","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
703,"Negative binomial","2","0.5","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
704,"Negative binomial","4","0.5","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
705,"Negative binomial","8","0.5","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
706,"Negative binomial","2","0.5","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
707,"Negative binomial","4","0.5","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
708,"Negative binomial","8","0.5","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
709,"Negative binomial","2","0.5","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
710,"Negative binomial","4","0.5","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
711,"Negative binomial","8","0.5","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
712,"Negative binomial","2","1","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
713,"Negative binomial","4","1","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
714,"Negative binomial","8","1","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
715,"Negative binomial","2","1","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
716,"Negative binomial","4","1","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
717,"Negative binomial","8","1","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
718,"Negative binomial","2","1","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
719,"Negative binomial","4","1","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
720,"Negative binomial","8","1","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
721,"Negative binomial","2","2","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
722,"Negative binomial","4","2","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
723,"Negative binomial","8","2","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
724,"Negative binomial","2","2","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
725,"Negative binomial","4","2","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
726,"Negative binomial","8","2","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
727,"Negative binomial","2","2","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
728,"Negative binomial","4","2","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
729,"Negative binomial","8","2","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
