"example_id","design_block","G","theta_true","theta_CV","sigma","mean_nsamp","N_h","n_h","requested_rate","realized_rate","inclusion_probability"
281,"Lognormal","4","1","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
282,"Lognormal","8","1","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
283,"Lognormal","2","1","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
284,"Lognormal","4","1","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
285,"Lognormal","8","1","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
286,"Lognormal","2","1","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
287,"Lognormal","4","1","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
288,"Lognormal","8","1","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
289,"Lognormal","2","2","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
290,"Lognormal","4","2","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
291,"Lognormal","8","2","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
292,"Lognormal","2","2","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
293,"Lognormal","4","2","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
294,"Lognormal","8","2","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
295,"Lognormal","2","2","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
296,"Lognormal","4","2","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
297,"Lognormal","8","2","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
298,"Lognormal","2","0.5","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
299,"Lognormal","4","0.5","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
300,"Lognormal","8","0.5","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
301,"Lognormal","2","0.5","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
302,"Lognormal","4","0.5","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
303,"Lognormal","8","0.5","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
304,"Lognormal","2","0.5","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
305,"Lognormal","4","0.5","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
306,"Lognormal","8","0.5","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
307,"Lognormal","2","1","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
308,"Lognormal","4","1","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
309,"Lognormal","8","1","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
310,"Lognormal","2","1","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
311,"Lognormal","4","1","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
312,"Lognormal","8","1","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
313,"Lognormal","2","1","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
314,"Lognormal","4","1","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
315,"Lognormal","8","1","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
316,"Lognormal","2","2","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
317,"Lognormal","4","2","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
318,"Lognormal","8","2","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
319,"Lognormal","2","2","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
320,"Lognormal","4","2","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
321,"Lognormal","8","2","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
322,"Lognormal","2","2","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
323,"Lognormal","4","2","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
324,"Lognormal","8","2","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
325,"Lognormal","2","0.5","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
326,"Lognormal","4","0.5","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
327,"Lognormal","8","0.5","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
328,"Lognormal","2","0.5","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
329,"Lognormal","4","0.5","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
330,"Lognormal","8","0.5","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
331,"Lognormal","2","0.5","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
332,"Lognormal","4","0.5","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
333,"Lognormal","8","0.5","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
334,"Lognormal","2","1","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
335,"Lognormal","4","1","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
336,"Lognormal","8","1","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
337,"Lognormal","2","1","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
338,"Lognormal","4","1","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
339,"Lognormal","8","1","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
340,"Lognormal","2","1","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
341,"Lognormal","4","1","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
342,"Lognormal","8","1","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
343,"Lognormal","2","2","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
344,"Lognormal","4","2","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
345,"Lognormal","8","2","0","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
346,"Lognormal","2","2","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
347,"Lognormal","4","2","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
348,"Lognormal","8","2","0.2","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
349,"Lognormal","2","2","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
350,"Lognormal","4","2","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
351,"Lognormal","8","2","0.6","0.25","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
352,"Lognormal","2","0.5","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
353,"Lognormal","4","0.5","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
354,"Lognormal","8","0.5","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
355,"Lognormal","2","0.5","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
356,"Lognormal","4","0.5","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
357,"Lognormal","8","0.5","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
358,"Lognormal","2","0.5","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
359,"Lognormal","4","0.5","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
360,"Lognormal","8","0.5","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
361,"Lognormal","2","1","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
362,"Lognormal","4","1","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
363,"Lognormal","8","1","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
364,"Lognormal","2","1","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
365,"Lognormal","4","1","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
366,"Lognormal","8","1","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
367,"Lognormal","2","1","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
368,"Lognormal","4","1","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
369,"Lognormal","8","1","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
370,"Lognormal","2","2","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
371,"Lognormal","4","2","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
372,"Lognormal","8","2","0","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
373,"Lognormal","2","2","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
374,"Lognormal","4","2","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
375,"Lognormal","8","2","0.2","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
376,"Lognormal","2","2","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
377,"Lognormal","4","2","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
378,"Lognormal","8","2","0.6","0.5","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
379,"Lognormal","2","0.5","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
380,"Lognormal","4","0.5","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
381,"Lognormal","8","0.5","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
382,"Lognormal","2","0.5","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
383,"Lognormal","4","0.5","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
384,"Lognormal","8","0.5","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
385,"Lognormal","2","0.5","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
386,"Lognormal","4","0.5","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
387,"Lognormal","8","0.5","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
388,"Lognormal","2","1","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
389,"Lognormal","4","1","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
390,"Lognormal","8","1","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
391,"Lognormal","2","1","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
392,"Lognormal","4","1","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
393,"Lognormal","8","1","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
394,"Lognormal","2","1","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
395,"Lognormal","4","1","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
396,"Lognormal","8","1","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
397,"Lognormal","2","2","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
398,"Lognormal","4","2","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
399,"Lognormal","8","2","0","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
400,"Lognormal","2","2","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
401,"Lognormal","4","2","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
402,"Lognormal","8","2","0.2","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
403,"Lognormal","2","2","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
404,"Lognormal","4","2","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
405,"Lognormal","8","2","0.6","1","50",43758,876,0.02,0.0200191964897847,0.0200191964897847
406,"Lognormal","2","0.5","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
407,"Lognormal","4","0.5","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
408,"Lognormal","8","0.5","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
409,"Lognormal","2","0.5","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
410,"Lognormal","4","0.5","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
411,"Lognormal","8","0.5","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
412,"Lognormal","2","0.5","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
413,"Lognormal","4","0.5","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
414,"Lognormal","8","0.5","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
415,"Lognormal","2","1","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
416,"Lognormal","4","1","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
417,"Lognormal","8","1","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
418,"Lognormal","2","1","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
419,"Lognormal","4","1","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
420,"Lognormal","8","1","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
421,"Lognormal","2","1","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
422,"Lognormal","4","1","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
423,"Lognormal","8","1","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
424,"Lognormal","2","2","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
425,"Lognormal","4","2","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
426,"Lognormal","8","2","0","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
427,"Lognormal","2","2","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
428,"Lognormal","4","2","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
429,"Lognormal","8","2","0.2","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
430,"Lognormal","2","2","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
431,"Lognormal","4","2","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
432,"Lognormal","8","2","0.6","0.25","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
433,"Lognormal","2","0.5","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
434,"Lognormal","4","0.5","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
435,"Lognormal","8","0.5","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
436,"Lognormal","2","0.5","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
437,"Lognormal","4","0.5","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
438,"Lognormal","8","0.5","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
439,"Lognormal","2","0.5","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
440,"Lognormal","4","0.5","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
441,"Lognormal","8","0.5","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
442,"Lognormal","2","1","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
443,"Lognormal","4","1","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
444,"Lognormal","8","1","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
445,"Lognormal","2","1","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
446,"Lognormal","4","1","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
447,"Lognormal","8","1","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
448,"Lognormal","2","1","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
449,"Lognormal","4","1","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
450,"Lognormal","8","1","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
451,"Lognormal","2","2","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
452,"Lognormal","4","2","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
453,"Lognormal","8","2","0","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
454,"Lognormal","2","2","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
455,"Lognormal","4","2","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
456,"Lognormal","8","2","0.2","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
457,"Lognormal","2","2","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
458,"Lognormal","4","2","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
459,"Lognormal","8","2","0.6","0.5","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
460,"Lognormal","2","0.5","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
461,"Lognormal","4","0.5","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
462,"Lognormal","8","0.5","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
463,"Lognormal","2","0.5","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
464,"Lognormal","4","0.5","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
465,"Lognormal","8","0.5","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
466,"Lognormal","2","0.5","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
467,"Lognormal","4","0.5","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
468,"Lognormal","8","0.5","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
469,"Lognormal","2","1","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
470,"Lognormal","4","1","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
471,"Lognormal","8","1","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
472,"Lognormal","2","1","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
473,"Lognormal","4","1","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
474,"Lognormal","8","1","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
475,"Lognormal","2","1","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
476,"Lognormal","4","1","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
477,"Lognormal","8","1","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
478,"Lognormal","2","2","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
479,"Lognormal","4","2","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
480,"Lognormal","8","2","0","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
481,"Lognormal","2","2","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
482,"Lognormal","4","2","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
483,"Lognormal","8","2","0.2","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
484,"Lognormal","2","2","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
485,"Lognormal","4","2","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
486,"Lognormal","8","2","0.6","1","100",43758,876,0.02,0.0200191964897847,0.0200191964897847
487,"Negative binomial","2","0.5","0","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
488,"Negative binomial","4","0.5","0","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
489,"Negative binomial","8","0.5","0","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
490,"Negative binomial","2","0.5","0.2","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
491,"Negative binomial","4","0.5","0.2","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
492,"Negative binomial","8","0.5","0.2","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
493,"Negative binomial","2","0.5","0.6","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
494,"Negative binomial","4","0.5","0.6","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
495,"Negative binomial","8","0.5","0.6","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
496,"Negative binomial","2","1","0","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
497,"Negative binomial","4","1","0","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
498,"Negative binomial","8","1","0","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
499,"Negative binomial","2","1","0.2","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
500,"Negative binomial","4","1","0.2","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
501,"Negative binomial","8","1","0.2","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
502,"Negative binomial","2","1","0.6","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
503,"Negative binomial","4","1","0.6","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
504,"Negative binomial","8","1","0.6","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
505,"Negative binomial","2","2","0","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
506,"Negative binomial","4","2","0","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
507,"Negative binomial","8","2","0","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
508,"Negative binomial","2","2","0.2","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
509,"Negative binomial","4","2","0.2","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
510,"Negative binomial","8","2","0.2","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
511,"Negative binomial","2","2","0.6","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
512,"Negative binomial","4","2","0.6","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
513,"Negative binomial","8","2","0.6","0.25","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
514,"Negative binomial","2","0.5","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
515,"Negative binomial","4","0.5","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
516,"Negative binomial","8","0.5","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
517,"Negative binomial","2","0.5","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
518,"Negative binomial","4","0.5","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
519,"Negative binomial","8","0.5","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
520,"Negative binomial","2","0.5","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
521,"Negative binomial","4","0.5","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
522,"Negative binomial","8","0.5","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
523,"Negative binomial","2","1","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
524,"Negative binomial","4","1","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
525,"Negative binomial","8","1","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
526,"Negative binomial","2","1","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
527,"Negative binomial","4","1","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
528,"Negative binomial","8","1","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
529,"Negative binomial","2","1","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
530,"Negative binomial","4","1","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
531,"Negative binomial","8","1","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
532,"Negative binomial","2","2","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
533,"Negative binomial","4","2","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
534,"Negative binomial","8","2","0","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
535,"Negative binomial","2","2","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
536,"Negative binomial","4","2","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
537,"Negative binomial","8","2","0.2","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
538,"Negative binomial","2","2","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
539,"Negative binomial","4","2","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
540,"Negative binomial","8","2","0.6","0.5","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
541,"Negative binomial","2","0.5","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
542,"Negative binomial","4","0.5","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
543,"Negative binomial","8","0.5","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
544,"Negative binomial","2","0.5","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
545,"Negative binomial","4","0.5","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
546,"Negative binomial","8","0.5","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
547,"Negative binomial","2","0.5","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
548,"Negative binomial","4","0.5","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
549,"Negative binomial","8","0.5","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
550,"Negative binomial","2","1","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
551,"Negative binomial","4","1","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
552,"Negative binomial","8","1","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
553,"Negative binomial","2","1","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
554,"Negative binomial","4","1","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
555,"Negative binomial","8","1","0.2","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
556,"Negative binomial","2","1","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
557,"Negative binomial","4","1","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
558,"Negative binomial","8","1","0.6","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
559,"Negative binomial","2","2","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
560,"Negative binomial","4","2","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
561,"Negative binomial","8","2","0","1","25",43758,876,0.02,0.0200191964897847,0.0200191964897847
