"GEN","Nsamp","rep","FIT","conv","rmse_p","theta_hat","p1_hat","p2_hat","p3_hat"
"MN",25,49,"MN",TRUE,0.0282842712474619,NA,0.18,0.34,0.48
"MN",25,49,"DM",TRUE,0.0282752072658568,7128.41923931624,0.179998022872784,0.33998718042157,0.480014796705646
"DMstrong",25,49,"MN",TRUE,0.101980390271856,NA,0.16,0.2,0.64
"DMstrong",25,49,"DM",FALSE,0.101976153387223,24501.236378107,0.160007001473708,0.200000149980601,0.639992848545691
"MN",125,49,"MN",TRUE,0.0474411916657525,NA,0.204,0.24,0.556
"MN",125,49,"DM",TRUE,0.0474618777695907,5078.67809007201,0.203995622037443,0.239976582431034,0.556027795531523
"DMstrong",125,49,"MN",TRUE,0.117892606497043,NA,0.036,0.408,0.556
"DMstrong",125,49,"DM",TRUE,0.117891179082911,2937.56859975169,0.0360016689401072,0.407997352303564,0.556000978756328
"MN",250,49,"MN",TRUE,0.0208486610281492,NA,0.222,0.272,0.506
"MN",250,49,"DM",TRUE,0.0208502193533852,9470.98850174988,0.222003115905443,0.271998599740211,0.505998284354346
"DMstrong",250,49,"MN",TRUE,0.0627587975240656,NA,0.146,0.266,0.588
"DMstrong",250,49,"DM",TRUE,0.0630544759851558,0.060859790076184,0.170624800195018,0.241772418767442,0.587602781037539
"MN",25,50,"MN",TRUE,0.058878405775519,NA,0.28,0.28,0.44
"MN",25,50,"DM",TRUE,0.0589007312414172,5801.94793817,0.280021565418711,0.280023088911345,0.439955345669944
"DMstrong",25,50,"MN",TRUE,0.107082522694727,NA,0.34,0.18,0.48
"DMstrong",25,50,"DM",TRUE,0.107096598024185,4023.01589089908,0.340025083687744,0.179994919550742,0.479979996761514
"MN",125,50,"MN",TRUE,0.0363684845252956,NA,0.16,0.348,0.492
"MN",125,50,"DM",TRUE,0.0361967581298939,6.71991133985531,0.160087038498358,0.347714805210294,0.492198156291348
"DMstrong",125,50,"MN",TRUE,0.0534665004153691,NA,0.184,0.372,0.444
"DMstrong",125,50,"DM",TRUE,0.0456802713217769,0.110127970029553,0.173229120440631,0.364302242387076,0.462468637172293
"MN",250,50,"MN",TRUE,0.0197989898732233,NA,0.226,0.296,0.478
"MN",250,50,"DM",TRUE,0.0198086405989177,3463.39461951027,0.226010196468955,0.296004653332599,0.477985150198447
"DMstrong",250,50,"MN",TRUE,0.0485249076935409,NA,0.242,0.232,0.526
"DMstrong",250,50,"DM",TRUE,0.0736768381719211,0.0460222923710726,0.267122797055767,0.197421847628757,0.535455355315477
"MN",25,51,"MN",TRUE,0.058878405775519,NA,0.14,0.38,0.48
"MN",25,51,"DM",TRUE,0.05888166227068,28097.3382100644,0.139994151453138,0.380003412598706,0.480002435948156
"DMstrong",25,51,"MN",TRUE,0.0711805216802087,NA,0.14,0.4,0.46
"DMstrong",25,51,"DM",TRUE,0.0422405885206587,0.267239418994435,0.186135297032766,0.357253604315598,0.456611098651636
"MN",125,51,"MN",TRUE,0.0198662192343351,NA,0.228,0.284,0.488
"MN",125,51,"DM",TRUE,0.0198663205291486,18617.0931716219,0.228000151467086,0.28400000541423,0.487999843118684
"DMstrong",125,51,"MN",TRUE,0.18146073955542,NA,0.212,0.516,0.272
"DMstrong",125,51,"DM",TRUE,0.180650625019675,0.137380858569779,0.230247056461617,0.504571280905763,0.265181662632619
"MN",250,51,"MN",TRUE,0.0240554914035583,NA,0.184,0.334,0.482
"MN",250,51,"DM",TRUE,0.0240548660796871,9359.11353520574,0.184000201628897,0.333999124409211,0.482000673961892
"DMstrong",250,51,"MN",TRUE,0.0141421356237309,NA,0.21,0.28,0.51
"DMstrong",250,51,"DM",TRUE,0.0444205965087898,0.0176948442642186,0.182649602017295,0.2563874675558,0.560962930426904
"MN",25,52,"MN",TRUE,0.0748331477354788,NA,0.18,0.4,0.42
"MN",25,52,"DM",TRUE,0.0739767319631042,5.52714195010331,0.178594429800509,0.399388671695288,0.422016898504203
"DMstrong",25,52,"MN",TRUE,0.090921211313239,NA,0.18,0.42,0.4
"DMstrong",25,52,"DM",TRUE,0.079689136784775,0.343129808530235,0.216459691646037,0.388322454488481,0.395217853865483
"MN",125,52,"MN",TRUE,0.00864098759787716,NA,0.188,0.308,0.504
"MN",125,52,"DM",TRUE,0.00864715654663198,3658.65333275556,0.187988025908509,0.307992021620457,0.504019952471034
"DMstrong",125,52,"MN",TRUE,0.292355947433946,NA,0.024,0.064,0.912
"DMstrong",125,52,"DM",TRUE,0.292326348945755,0.802511448889353,0.0193458979136611,0.0682942685792296,0.912359833507109
"MN",250,52,"MN",TRUE,0.032782108941718,NA,0.196,0.262,0.542
"MN",250,52,"DM",TRUE,0.0327821956114915,3752.81552349721,0.196000162456068,0.261999800042371,0.542000037501562
"DMstrong",250,52,"MN",TRUE,0.126269552941317,NA,0.174,0.466,0.36
"DMstrong",250,52,"DM",TRUE,0.106817247094406,0.0272335817457879,0.20121324070686,0.430213035854961,0.36857372343818
"MN",25,53,"MN",TRUE,0.0282842712474619,NA,0.18,0.34,0.48
"MN",25,53,"DM",TRUE,0.0282654734464658,10254.9076307818,0.180007167974035,0.339973415269337,0.480019416756628
"DMstrong",25,53,"MN",TRUE,0.208486610281492,NA,0.14,0.08,0.78
"DMstrong",25,53,"DM",TRUE,0.205686772290915,1.66829753151154,0.135447307518238,0.0866439280563137,0.777908764425448
"MN",125,53,"MN",TRUE,0.0502792203599061,NA,0.216,0.232,0.552
"MN",125,53,"DM",TRUE,0.0502920127942139,1103.8697335077,0.215997287356081,0.231984734255441,0.552017978388478
"DMstrong",125,53,"MN",TRUE,0.160033329861834,NA,0.264,0.456,0.28
"DMstrong",125,53,"DM",TRUE,0.145691259619553,0.115191199906454,0.259898321103631,0.440778863044261,0.299322815852108
"MN",250,53,"MN",TRUE,0.00864098759787716,NA,0.196,0.292,0.512
"MN",250,53,"DM",TRUE,0.00864878768433061,27.7448776089932,0.195942696737825,0.292035853709985,0.512021449552191
"DMstrong",250,53,"MN",TRUE,0.3105650763796,NA,0.114,0.716,0.17
"DMstrong",250,53,"DM",TRUE,0.309082639867302,0.174110416782929,0.103703595592218,0.717395232353911,0.178901172053871
"MN",25,54,"MN",TRUE,0.0282842712474619,NA,0.18,0.28,0.54
"MN",25,54,"DM",FALSE,0.0283015394884096,6708.89755562417,0.179955522761098,0.280020073609483,0.540024403629419
"DMstrong",25,54,"MN",TRUE,0.107082522694727,NA,0.34,0.28,0.38
"DMstrong",25,54,"DM",TRUE,0.109752430448304,1.44055044013481,0.346860123644279,0.270072490359944,0.383067385995777
"MN",125,54,"MN",TRUE,0.0198662192343351,NA,0.188,0.284,0.528
"MN",125,54,"DM",TRUE,0.0198629038060402,9475.63449792187,0.188003816534675,0.284001021288812,0.527995162176513
"DMstrong",125,54,"MN",TRUE,0.110610427477099,NA,0.356,0.212,0.432
"DMstrong",125,54,"DM",TRUE,0.108292343128047,0.134558286605931,0.35292557006623,0.230690877328412,0.416383552605358
"MN",250,54,"MN",TRUE,0.00864098759787714,NA,0.212,0.292,0.496
"MN",250,54,"DM",TRUE,0.00864110610126624,8742.98640057096,0.212000138486817,0.291999785961102,0.496000075552082
"DMstrong",250,54,"MN",TRUE,0.0500399840127872,NA,0.156,0.274,0.57
"DMstrong",250,54,"DM",TRUE,0.0489388351512019,0.343685097204163,0.155266372103548,0.276631802410553,0.568101825485899
"MN",25,55,"MN",TRUE,0.0432049379893857,NA,0.26,0.26,0.48
"MN",25,55,"DM",TRUE,0.0431943216501191,11921.4224569054,0.259986577976128,0.260015115480875,0.479998306542997
"DMstrong",25,55,"MN",TRUE,0.165730705262081,NA,0.16,0.12,0.72
"DMstrong",25,55,"DM",TRUE,0.179710943399856,0.493273895469793,0.177759061834446,0.091864818599975,0.730376119565579
"MN",125,55,"MN",TRUE,0.0117756811551038,NA,0.188,0.316,0.496
"MN",125,55,"DM",TRUE,0.0117766007661107,3836.89309045983,0.187996513920909,0.31600022941841,0.496003256660681
"DMstrong",125,55,"MN",TRUE,0.135764501987817,NA,0.104,0.492,0.404
"DMstrong",125,55,"DM",TRUE,0.152107419435088,0.0261702701028292,0.180781451089081,0.495157074507418,0.324061474403501
"MN",250,55,"MN",TRUE,0.0192527054375916,NA,0.174,0.306,0.52
"MN",250,55,"DM",TRUE,0.0192526445083322,14341.6395993669,0.174000077560753,0.305999996526058,0.519999925913189
"DMstrong",250,55,"MN",TRUE,0.157911367545215,NA,0.11,0.522,0.368
"DMstrong",250,55,"DM",TRUE,0.159226732884728,0.453742047309633,0.108189692214119,0.52397221776471,0.367838090021171
"MN",25,56,"MN",TRUE,0.058878405775519,NA,0.26,0.32,0.42
"MN",25,56,"DM",TRUE,0.0589039296517623,9384.60309524763,0.259999994603336,0.320045081160948,0.419954924235716
"DMstrong",25,56,"MN",TRUE,0.0748331477354788,NA,0.18,0.22,0.6
"DMstrong",25,56,"DM",TRUE,0.0734471848665225,2.57384332546443,0.183446927979831,0.219472086221535,0.597080985798634
"MN",125,56,"MN",TRUE,0.0572247032903332,NA,0.268,0.228,0.504
"MN",125,56,"DM",TRUE,0.0572249742614541,12138.4770684224,0.268000939026158,0.228000178683151,0.503998882290691
"DMstrong",125,56,"MN",TRUE,0.0424578222082417,NA,0.252,0.3,0.448
"DMstrong",125,56,"DM",TRUE,0.0379995747601089,0.263873044328398,0.241092887681312,0.309444929242815,0.449462183075873
"MN",250,56,"MN",TRUE,0.0337441352929167,NA,0.166,0.346,0.488
"MN",250,56,"DM",TRUE,0.0337455573316946,1305.58367496045,0.16600050196114,0.346002672307767,0.487996825731093
"DMstrong",250,56,"MN",TRUE,0.189511653115756,NA,0.236,0.512,0.252
"DMstrong",250,56,"DM",TRUE,0.172693244591031,0.0482851146990764,0.218262162496519,0.501781946222259,0.279955891281222
"MN",25,57,"MN",TRUE,0.0282842712474619,NA,0.18,0.28,0.54
"MN",25,57,"DM",FALSE,0.0283021601478189,7891.0731452731,0.179954562030805,0.280020157160371,0.540025280808824
"DMstrong",25,57,"MN",TRUE,0.0711805216802087,NA,0.26,0.2,0.54
"DMstrong",25,57,"DM",FALSE,0.0712033149328093,5400.07209798232,0.260007625506329,0.19996632399586,0.540026050497811
"MN",125,57,"MN",TRUE,0.0513290041464538,NA,0.188,0.368,0.444
"MN",125,57,"DM",TRUE,0.0513283159938233,13023.2776781249,0.188000720297332,0.367998889839584,0.444000389863084
"DMstrong",125,57,"MN",TRUE,0.0401331118487798,NA,0.18,0.356,0.464
"DMstrong",125,57,"DM",TRUE,0.0535007859121194,0.0409389338046703,0.246355017847663,0.328609655316729,0.425035326835608
"MN",250,57,"MN",TRUE,0.0142361043360417,NA,0.22,0.292,0.488
"MN",250,57,"DM",TRUE,0.0142361290972423,25410.2939450484,0.22000003459876,0.291999987587198,0.487999977814042
"DMstrong",250,57,"MN",TRUE,0.116836067490594,NA,0.06,0.294,0.646
"DMstrong",250,57,"DM",TRUE,0.0922475599844903,0.0222557581650485,0.123662792268533,0.246550420509697,0.62978678722177
"MN",25,58,"MN",TRUE,0.0864098759787715,NA,0.12,0.26,0.62
"MN",25,58,"DM",FALSE,0.0863866395864379,9117.93654837428,0.120004739410609,0.260031725303992,0.619963535285399
"DMstrong",25,58,"MN",TRUE,0.101980390271856,NA,0.16,0.2,0.64
"DMstrong",25,58,"DM",TRUE,0.101055679929396,0.279059346400288,0.109698397117374,0.249220665109658,0.641080937772969
"MN",125,58,"MN",TRUE,0.0203960780543712,NA,0.172,0.308,0.52
"MN",125,58,"DM",TRUE,0.0203945886151624,1400.40269430914,0.172001526475054,0.308001489070443,0.519996984454502
"DMstrong",125,58,"MN",TRUE,0.0794648769373405,NA,0.312,0.236,0.452
"DMstrong",125,58,"DM",TRUE,0.0717770315081244,0.239373982040738,0.301495415204814,0.247865246082833,0.450639338712353
"MN",250,58,"MN",TRUE,0.0214165045389453,NA,0.196,0.276,0.528
"MN",250,58,"DM",TRUE,0.0212405199380084,2.75338994740767,0.196309203538217,0.276028290589568,0.527662505872215
"DMstrong",250,58,"MN",TRUE,0.127781062759706,NA,0.162,0.472,0.366
"DMstrong",250,58,"DM",TRUE,0.13341156331882,0.0411257910080411,0.198313621509434,0.464231790244396,0.33745458824617
"MN",25,59,"MN",TRUE,0.0864098759787715,NA,0.28,0.18,0.54
"MN",25,59,"DM",FALSE,0.0864065358288725,15237.0907786153,0.279969474307238,0.179997786410371,0.54003273928239
"DMstrong",25,59,"MN",TRUE,0.058878405775519,NA,0.12,0.32,0.56
"DMstrong",25,59,"DM",TRUE,0.0588764216246305,8940.3591469111,0.120004406456965,0.319993339886736,0.560002253656299
"MN",125,59,"MN",TRUE,0.0228619042659763,NA,0.228,0.3,0.472
"MN",125,59,"DM",TRUE,0.0228614200080314,2582.50039645325,0.227998032356892,0.300002748898939,0.47199921874417
"DMstrong",125,59,"MN",TRUE,0.0574108003776293,NA,0.28,0.272,0.448
"DMstrong",125,59,"DM",TRUE,0.0961146285648715,0.0290051754740662,0.31284407524836,0.309203367115538,0.377952557636103
"MN",250,59,"MN",TRUE,0.0155777619273972,NA,0.188,0.29,0.522
"MN",250,59,"DM",TRUE,0.0152307507282396,1.78772698008837,0.188768318249803,0.289698848526813,0.521532833223384
"DMstrong",250,59,"MN",TRUE,0.0783836717690617,NA,0.2,0.204,0.596
"DMstrong",250,59,"DM",TRUE,0.0726786786022086,0.0398448811675599,0.158262475929287,0.239525232493175,0.602212291577538
"MN",25,60,"MN",TRUE,0.0653197264742181,NA,0.12,0.38,0.5
"MN",25,60,"DM",FALSE,0.0653336869455879,12355.2223770117,0.119990166429323,0.380024360482753,0.499985473087924
"DMstrong",25,60,"MN",TRUE,0.0748331477354788,NA,0.18,0.22,0.6
"DMstrong",25,60,"DM",TRUE,0.081221406939612,0.970048396133967,0.181401985641694,0.211136077239581,0.607461937118725
"MN",125,60,"MN",TRUE,0.0142361043360418,NA,0.188,0.292,0.52
"MN",125,60,"DM",TRUE,0.0156285425893166,0.804440614852823,0.187968860155303,0.289958927349036,0.522072212495662
"DMstrong",125,60,"MN",TRUE,0.16162508056198,NA,0.072,0.528,0.4
"DMstrong",125,60,"DM",TRUE,0.167084100171589,0.234326364285361,0.0559068595803559,0.534230169745127,0.409862970674517
"MN",250,60,"MN",TRUE,0.0240554914035583,NA,0.194,0.332,0.474
"MN",250,60,"DM",TRUE,0.0240556134121154,21057.2651151904,0.194000293506977,0.33200005059839,0.473999655894633
"DMstrong",250,60,"MN",TRUE,0.116252598537266,NA,0.272,0.392,0.336
"DMstrong",250,60,"DM",TRUE,0.118913877040696,0.145610570907192,0.266780520838264,0.400273634319508,0.332945844842228
"MN",25,61,"MN",TRUE,0.149666295470958,NA,0.24,0.46,0.3
"MN",25,61,"DM",TRUE,0.149664655550635,13701.1327350468,0.240001162405299,0.459997179717602,0.300001657877099
"DMstrong",25,61,"MN",TRUE,0.12328828005938,NA,0.34,0.14,0.52
"DMstrong",25,61,"DM",TRUE,0.0576437301459636,0.148779710105055,0.273815431467628,0.233131293033469,0.493053275498902
"MN",125,61,"MN",TRUE,0.0259229627936314,NA,0.188,0.276,0.536
"MN",125,61,"DM",TRUE,0.0259234687253464,5285.30670871382,0.188001522505821,0.275998126276095,0.536000351218084
"DMstrong",125,61,"MN",TRUE,0.103846039885977,NA,0.22,0.416,0.364
"DMstrong",125,61,"DM",TRUE,0.113054923430982,0.169062089652142,0.228938487276909,0.421707283463579,0.349354229259511
"MN",250,61,"MN",TRUE,0.0058878405775519,NA,0.198,0.308,0.494
"MN",250,61,"DM",TRUE,0.00588576016819069,1273.8929799339,0.198000895998646,0.307997119187208,0.494001984814146
"DMstrong",250,61,"MN",TRUE,0.0342150064542836,NA,0.236,0.254,0.51
"DMstrong",250,61,"DM",TRUE,0.0474687968777582,0.0262767833790197,0.26596228915239,0.256217822007267,0.477819888840343
"MN",25,62,"MN",TRUE,0.032659863237109,NA,0.24,0.3,0.46
"MN",25,62,"DM",TRUE,0.0326472379273283,12930.7148065384,0.239984077698984,0.300000919019381,0.460015003281634
"DMstrong",25,62,"MN",TRUE,0.212289111041209,NA,0.5,0.16,0.34
"DMstrong",25,62,"DM",TRUE,0.212288294848265,13583.916637552,0.499998396984613,0.160010873903678,0.339990729111709
"MN",125,62,"MN",TRUE,0.0321662348848395,NA,0.212,0.256,0.532
"MN",125,62,"DM",TRUE,0.0321392455874195,30.676449777972,0.211897792034005,0.256061255747852,0.532040952218143
"DMstrong",125,62,"MN",TRUE,0.188070908613392,NA,0.096,0.564,0.34
"DMstrong",125,62,"DM",TRUE,0.183116331790418,0.19847799058,0.102768129805646,0.556478531579682,0.340753338614672
"MN",250,62,"MN",TRUE,0.0146969384566991,NA,0.2,0.318,0.482
"MN",250,62,"DM",TRUE,0.0146984179410743,43.6642626455039,0.199964053076612,0.318019758534841,0.482016188388548
"DMstrong",250,62,"MN",TRUE,0.0988871410582117,NA,0.174,0.194,0.632
"DMstrong",250,62,"DM",TRUE,0.0944096593991417,0.0805760434244201,0.15524357724393,0.213440510611253,0.631315912144817
"MN",25,63,"MN",TRUE,0.0163299316185545,NA,0.18,0.32,0.5
"MN",25,63,"DM",FALSE,0.0163475386781368,10174.1950646989,0.179986350205513,0.320029469143025,0.499984180651462
"DMstrong",25,63,"MN",TRUE,0.226862660362314,NA,0.06,0.12,0.82
"DMstrong",25,63,"DM",TRUE,0.228669224845529,1.26475290549744,0.056715741573402,0.120571148109274,0.822713110317324
"MN",125,63,"MN",TRUE,0.0169705627484772,NA,0.176,0.312,0.512
"MN",125,63,"DM",TRUE,0.0169702203960158,12301.9366051985,0.176000484159546,0.311999801187105,0.511999714653349
"DMstrong",125,63,"MN",TRUE,0.232022987366913,NA,0.508,0.244,0.248
"DMstrong",125,63,"DM",TRUE,0.228468186739496,0.0675602134967067,0.516615298377225,0.197483328156972,0.285901373465803
"MN",250,63,"MN",TRUE,0.0243857882108958,NA,0.222,0.266,0.512
"MN",250,63,"DM",TRUE,0.0243860297707459,17406.611868753,0.222001088877229,0.265999852561947,0.511999058560824
"DMstrong",250,63,"MN",TRUE,0.13735598518691,NA,0.33,0.11,0.56
"DMstrong",250,63,"DM",TRUE,0.0778100015982,0.0172518436117999,0.274171365352313,0.192518643135737,0.53330999151195
"MN",25,64,"MN",TRUE,0.101980390271856,NA,0.16,0.2,0.64
"MN",25,64,"DM",TRUE,0.101977640821869,20439.6335457188,0.159999825006811,0.200003636124994,0.639996538868195
"DMstrong",25,64,"MN",TRUE,0.114309521329882,NA,0.04,0.4,0.56
"DMstrong",25,64,"DM",TRUE,0.114308918071432,8757.81659890509,0.039996295765922,0.399974435813753,0.560029268420325
"MN",125,64,"MN",TRUE,0.0198662192343351,NA,0.216,0.312,0.472
"MN",125,64,"DM",TRUE,0.0198664004655083,11533.3966058135,0.215999569556653,0.312000743506829,0.471999686936518
"DMstrong",125,64,"MN",TRUE,0.0594194132137525,NA,0.16,0.256,0.584
"DMstrong",125,64,"DM",TRUE,0.0585285695594202,0.683222456001861,0.164750247421634,0.25276748357732,0.582482269001046
"MN",250,64,"MN",TRUE,0.00993310961716757,NA,0.192,0.294,0.514
"MN",250,64,"DM",TRUE,0.00993351795661454,11154.3242484192,0.191999842368734,0.293999564983946,0.514000592647319
"DMstrong",250,64,"MN",TRUE,0.158627446132965,NA,0.128,0.152,0.72
"DMstrong",250,64,"DM",TRUE,0.158656435901118,1.77280971953053,0.127134043368022,0.152651283764142,0.720214672867836
"MN",25,65,"MN",TRUE,0.101980390271856,NA,0.06,0.4,0.54
"MN",25,65,"DM",TRUE,0.101974205247017,21108.418130192,0.0600084794905569,0.399993900909295,0.539997619600148
"DMstrong",25,65,"MN",TRUE,0.130639452948436,NA,0.36,0.14,0.5
"DMstrong",25,65,"DM",TRUE,0.0852256382126066,0.195717449652972,0.315921762078627,0.213460754407081,0.470617483514291
"MN",125,65,"MN",TRUE,0.0290287214094363,NA,0.24,0.272,0.488
"MN",125,65,"DM",TRUE,0.0290285648822319,2156.38849497254,0.239998482445609,0.271995921475965,0.488005596078426
"DMstrong",125,65,"MN",TRUE,0.120044436217039,NA,0.044,0.436,0.52
"DMstrong",125,65,"DM",TRUE,0.0534535171196324,0.0207385163755544,0.156099253554063,0.375246349476391,0.468654396969545
"MN",250,65,"MN",TRUE,0.0160831174424198,NA,0.178,0.306,0.516
"MN",250,65,"DM",TRUE,0.0160833259553668,19351.7604626672,0.177999895886789,0.305999389606914,0.516000714506297
"DMstrong",250,65,"MN",TRUE,0.144582156575423,NA,0.11,0.504,0.386
"DMstrong",250,65,"DM",TRUE,0.144157898429178,0.960632345652689,0.109728797195951,0.503440945523784,0.386830257280266
"MN",25,66,"MN",TRUE,0.0326598632371091,NA,0.2,0.34,0.46
"MN",25,66,"DM",TRUE,0.0308775087602088,4.12045183886958,0.200684097540055,0.337470380783916,0.461845521676029
"DMstrong",25,66,"MN",TRUE,0.155777619273972,NA,0.02,0.28,0.7
"DMstrong",25,66,"DM",TRUE,0.155776533188071,12444.8269754312,0.0200006567887465,0.280001172657781,0.699998170553472
"MN",125,66,"MN",TRUE,0.0331461410524162,NA,0.164,0.292,0.544
"MN",125,66,"DM",TRUE,0.0331492142975025,10446.0271439313,0.163996082175045,0.292000150537807,0.544003767287147
"DMstrong",125,66,"MN",TRUE,0.183040979018361,NA,0.164,0.096,0.74
"DMstrong",125,66,"DM",TRUE,0.178737405279837,0.159566052421269,0.143570675366273,0.114831465789375,0.741597858844353
"MN",250,66,"MN",TRUE,0.00565685424949239,NA,0.192,0.304,0.504
"MN",250,66,"DM",TRUE,0.00565685747739747,7774.12479199294,0.191999995435066,0.304000015066917,0.503999989498017
"DMstrong",250,66,"MN",TRUE,0.0467332857821917,NA,0.254,0.24,0.506
"DMstrong",250,66,"DM",TRUE,0.0352882880500085,0.0629252051657902,0.232144717109411,0.250868107544806,0.516987175345783
"MN",25,67,"MN",TRUE,0.058878405775519,NA,0.14,0.28,0.58
"MN",25,67,"DM",FALSE,0.0588982245939989,11657.7006306365,0.139997122723091,0.279969025850774,0.580033851426135
"DMstrong",25,67,"MN",TRUE,0.113137084989848,NA,0.04,0.38,0.58
"DMstrong",25,67,"DM",TRUE,0.101957390810528,1.07366377403981,0.055829723707183,0.370044822833564,0.574125453459253
"MN",125,67,"MN",TRUE,0.0228619042659763,NA,0.22,0.268,0.512
"MN",125,67,"DM",TRUE,0.0228631512207796,3961.41249829935,0.220000923776199,0.267998224249079,0.512000851974721
"DMstrong",125,67,"MN",TRUE,0.196040812077486,NA,0.192,0.544,0.264
"DMstrong",125,67,"DM",TRUE,0.198512962057733,0.362055265521881,0.200675966934136,0.542789043946443,0.256534989119421
"MN",250,67,"MN",TRUE,0.0149666295470958,NA,0.22,0.284,0.496
"MN",250,67,"DM",TRUE,0.0149662998206993,1534.48871497371,0.219998852534617,0.283998939083816,0.496002208381567
"DMstrong",250,67,"MN",TRUE,0.0905685743879557,NA,0.268,0.172,0.56
"DMstrong",250,67,"DM",TRUE,0.571547138141002,2.03230100911801e+32,0.999999269704746,7.30295254180753e-07,3.6221952574976e-17
"MN",25,68,"MN",TRUE,0.032659863237109,NA,0.24,0.3,0.46
"MN",25,68,"DM",TRUE,0.0326472379273283,12930.7148065384,0.239984077698984,0.300000919019381,0.460015003281634
"DMstrong",25,68,"MN",TRUE,0.203960780543711,NA,0.28,0.5,0.22
"DMstrong",25,68,"DM",TRUE,0.200371751654271,1.44942067359637,0.270086974206593,0.502736075362498,0.227176950430908
"MN",125,68,"MN",TRUE,0.0130639452948436,NA,0.184,0.316,0.5
"MN",125,68,"DM",TRUE,0.0130651146747397,11385.9240969665,0.183998941058694,0.316001805416638,0.499999253524668
"DMstrong",125,68,"MN",TRUE,0.0326598632371091,NA,0.16,0.3,0.54
"DMstrong",125,68,"DM",TRUE,0.0328040114134207,12.752896102236,0.159738311783363,0.300170831741652,0.540090856474985
"MN",250,68,"MN",TRUE,0.0146969384566991,NA,0.2,0.318,0.482
"MN",250,68,"DM",TRUE,0.0146948925614092,9218.37957432517,0.200000544825293,0.317997221881405,0.482002233293302
"DMstrong",250,68,"MN",TRUE,0.0555937646383717,NA,0.266,0.304,0.43
"DMstrong",250,68,"DM",TRUE,0.0588474083056808,0.0718930507428878,0.258946279544101,0.321404441659998,0.4196492787959
"MN",25,69,"MN",TRUE,0.0432049379893858,NA,0.18,0.26,0.56
"MN",25,69,"DM",FALSE,0.0432226838195254,4351.48664345679,0.179997913173719,0.25997866855159,0.56002341827469
"DMstrong",25,69,"MN",TRUE,0.133666251038423,NA,0.24,0.44,0.32
"DMstrong",25,69,"DM",TRUE,0.11952343934216,0.289364901755394,0.264610541807976,0.402964412483415,0.332425045708609
"MN",125,69,"MN",TRUE,0.0149666295470958,NA,0.18,0.304,0.516
"MN",125,69,"DM",TRUE,0.0148130819449884,3.60522634721168,0.180432535655789,0.303304777826152,0.516262686518059
"DMstrong",125,69,"MN",TRUE,0.119510111148248,NA,0.34,0.148,0.512
"DMstrong",125,69,"DM",TRUE,0.123092781369278,0.40123216178431,0.341659549193618,0.14155071656222,0.516789734244162
"MN",250,69,"MN",TRUE,0.0262805377925694,NA,0.21,0.326,0.464
"MN",250,69,"DM",TRUE,0.0262802482011903,4886.26056568594,0.21000134160005,0.325998636336161,0.464000022063789
"DMstrong",250,69,"MN",TRUE,0.183876770329117,NA,0.334,0.426,0.24
"DMstrong",250,69,"DM",TRUE,0.177887566761533,0.131744279091454,0.323876795462427,0.427684607919415,0.248438596618158
"MN",25,70,"MN",TRUE,0.0711805216802087,NA,0.14,0.4,0.46
"MN",25,70,"DM",TRUE,0.0718287101343762,7.32359299890596,0.137911189445816,0.4006704069024,0.461418403651785
"DMstrong",25,70,"MN",TRUE,0.107082522694727,NA,0.32,0.16,0.52
"DMstrong",25,70,"DM",TRUE,0.0706991967396659,0.248430789485919,0.288888680323743,0.215911410416825,0.495199909259432
"MN",125,70,"MN",TRUE,0.0474411916657525,NA,0.204,0.24,0.556
"MN",125,70,"DM",TRUE,0.0474405866847982,7409.62213371672,0.203999136108359,0.240001129533749,0.555999734357892
"DMstrong",125,70,"MN",TRUE,0.068585712797929,NA,0.2,0.384,0.416
"DMstrong",125,70,"DM",TRUE,0.096146628284094,0.0332518007743181,0.282119696026472,0.35279390971116,0.365086394262369
"MN",250,70,"MN",TRUE,0.0295296461204668,NA,0.204,0.334,0.462
"MN",250,70,"DM",TRUE,0.0295285621297134,15678.3429179664,0.203998250681112,0.333999686664714,0.462002062654174
"DMstrong",250,70,"MN",TRUE,0.0243857882108959,NA,0.188,0.334,0.478
"DMstrong",250,70,"DM",TRUE,0.00905862528531361,0.0504679509188132,0.196507523639069,0.312420506058912,0.491071970302019
"MN",25,71,"MN",TRUE,0.0565685424949238,NA,0.16,0.38,0.46
"MN",25,71,"DM",TRUE,0.0565658225137157,17674.5844237374,0.160002226689996,0.379996153364919,0.460001619945085
"DMstrong",25,71,"MN",TRUE,0.330252428706689,NA,0.04,0.76,0.2
"DMstrong",25,71,"DM",TRUE,0.330253612024235,151342.431148009,0.0399998171459507,0.760001576289366,0.199998606564684
"MN",125,71,"MN",TRUE,0.0493153120237518,NA,0.192,0.244,0.564
"MN",125,71,"DM",TRUE,0.0493142025003461,8398.5599098778,0.19200099254289,0.244000772390771,0.563998235066339
"DMstrong",125,71,"MN",TRUE,0.0652380257212003,NA,0.292,0.26,0.448
"DMstrong",125,71,"DM",TRUE,0.0662144405997044,1.09072973324475,0.293523113335427,0.257312589860614,0.449164296803959
"MN",250,71,"MN",TRUE,0.00711805216802088,NA,0.19,0.304,0.506
"MN",250,71,"DM",TRUE,0.0070824300450093,17.0470543071151,0.190046408811749,0.304009459118771,0.505944132069481
"DMstrong",250,71,"MN",TRUE,0.0584009132348687,NA,0.134,0.29,0.576
