"mesh_id","sim_id","p1","p2","p3","rmse_i","L1_norm_i","Linf_norm_i","p_hat_i_1","p_hat_i_2","p_hat_i_3","rmse_ii","L1_norm_ii","Linf_norm_ii","p_hat_ii_1","p_hat_ii_2","p_hat_ii_3","rmse_iii","L1_norm_iii","Linf_norm_iii","p_hat_iii_1","p_hat_iii_2","p_hat_iii_3","rmse_iv","L1_norm_iv","Linf_norm_iv","p_hat_iv_1","p_hat_iv_2","p_hat_iv_3","rmse_v","L1_norm_v","Linf_norm_v","p_hat_v_1","p_hat_v_2","p_hat_v_3","N1","X1_1","X1_2","X1_3","N2","X2_1","X2_2","X2_3","N3","X3_1","X3_2","X3_3","N4","X4_1","X4_2","X4_3"
3,1,0.826086956521739,0.130434782608696,0.0434782608695652,0.074359018326412,0.196453533881025,0.0982267669405126,0.744454008140307,0.228661549549208,0.0268844423104846,0.0204377012538586,0.054355150921648,0.027177575460824,0.853264531982563,0.125365618864492,0.0213698491529449,0.0682953073128855,0.185446289863091,0.0927231449315457,0.756311984111813,0.223157927540241,0.0205300883479459,0.0875115164097282,0.239130434782609,0.119565217391304,0.738636363636364,0.25,0.0113636363636364,0.0771568702368248,0.203336286920644,0.101668143460322,0.740938669208064,0.232102926069017,0.0269584047229184,21,19,1,1,22,14,8,0,23,11,12,0,22,21,1,0
3,2,0.826086956521739,0.130434782608696,0.0434782608695652,0.0111842469174107,0.0294979945167195,0.0147489972583597,0.823660323954721,0.145183779867055,0.031155896178224,0.0165197474373262,0.0451296767873867,0.0225648383936934,0.820046114786825,0.113910785949916,0.0660430992632586,0.0126252473046099,0.0352266880858577,0.0176133440429289,0.83235928681942,0.141775796353943,0.0258649168266364,0.0233948655518626,0.0656610470275066,0.0328305235137533,0.806122448979592,0.163265306122449,0.0306122448979592,0.018356540739014,0.0517060857420799,0.0258530428710399,0.81112106935498,0.156287825479736,0.0325911051652842,27,25,2,0,28,16,12,0,26,21,2,3,17,17,0,0
3,3,0.826086956521739,0.130434782608696,0.0434782608695652,0.0611233460962526,0.169936343961838,0.0849681719809189,0.74111878454082,0.186681225580034,0.0721999898791454,0.0753339056637669,0.203850939424013,0.101925469712006,0.724161486809733,0.208252591134792,0.0675859220554751,0.0505303316215754,0.138420753467873,0.0692103767339365,0.756876579787803,0.18044822963586,0.0626751905763373,0.0663238871391237,0.185507246376812,0.0927536231884059,0.733333333333333,0.188888888888889,0.0777777777777778,0.0607506246505732,0.168642442057093,0.0843212210285464,0.741765735493193,0.186857453154518,0.0713768113522893,21,12,9,0,22,13,3,6,21,21,0,0,26,20,5,1
3,4,0.826086956521739,0.130434782608696,0.0434782608695652,0.115974668330651,0.32381454613349,0.161907273066745,0.664179683454994,0.234075678511034,0.101744638033972,0.234924787457296,0.664376800120125,0.332188400060062,0.493898556461677,0.291771484143163,0.21432995939516,0.107005572723936,0.297876768191605,0.148938384095803,0.677148572425937,0.228105422847704,0.0947460047263593,0.107052935695692,0.302776322682033,0.151388161341016,0.674698795180723,0.204819277108434,0.120481927710843,0.111727325800279,0.310216401486936,0.155108200743468,0.670978755778271,0.234076764119295,0.0949444801024345,17,16,1,0,24,12,7,5,15,6,4,5,27,22,5,0
3,5,0.826086956521739,0.130434782608696,0.0434782608695652,0.0177502675305835,0.0434791369017314,0.0217395684508657,0.847826486318644,0.130434821262657,0.0217386924186995,0.0147771193537602,0.0371760258158326,0.0185880129079163,0.825063936507999,0.149022795516612,0.0259132679753894,0.0137122412776476,0.0379586175488143,0.0189793087744071,0.813150895292777,0.149414091383103,0.0374350133241199,0.0177499256723419,0.0434782608695652,0.0217391304347826,0.847826086956522,0.130434782608696,0.0217391304347826,0.0177498133469962,0.0434787115627349,0.0217393557813675,0.847825586451978,0.130435508459824,0.0217389050881977,25,18,6,1,22,20,2,0,24,22,2,0,21,18,2,1
4,1,0.782608695652174,0.173913043478261,0.0434782608695652,0.0964105289704432,0.272119214302436,0.136059607151218,0.646549088500956,0.234305922219016,0.119144989280028,0.122966764413706,0.331833621369683,0.165916810684842,0.616691884967332,0.211761065595845,0.171547049436823,0.103794503577914,0.293467222027894,0.146733611013947,0.635875084638227,0.243832529942246,0.120292385419527,0.0988234202048316,0.279503105590062,0.139751552795031,0.642857142857143,0.244897959183673,0.112244897959184,0.0983726675630753,0.27820866816782,0.13910433408391,0.643504361568264,0.241659451810708,0.114836186621028,29,15,13,1,25,13,6,6,27,23,3,1,17,12,2,3
4,2,0.782608695652174,0.173913043478261,0.0434782608695652,0.0474398480770485,0.123349175087259,0.0616745875436294,0.836315023440592,0.112238455934631,0.0514465206247764,0.0332587095780921,0.089132032848498,0.044566016424249,0.747302044353148,0.164653678353037,0.0880442772938142,0.0394776620367608,0.105595009813673,0.0527975049068365,0.824725154889423,0.121115538571424,0.0541593065391527,0.0537799945698679,0.139492753623188,0.0697463768115942,0.84375,0.104166666666667,0.0520833333333333,0.0515166512028487,0.132045338592585,0.0660226692962928,0.842297799715664,0.107890374181968,0.0498118261023683,27,25,2,0,26,25,1,0,23,18,2,3,20,13,5,2
4,3,0.782608695652174,0.173913043478261,0.0434782608695652,0.0545358714934297,0.147473833734422,0.0737369168672108,0.708871778784963,0.230361906338495,0.060766314876542,0.104816449641731,0.29525460010854,0.14762730005427,0.634981395597904,0.259318388043345,0.105700216358751,0.0666878992983889,0.178235362786439,0.0891176813932197,0.693491014258954,0.245200951060389,0.0613080346806566,0.0618721454380911,0.168990976210008,0.0844954881050042,0.69811320754717,0.235849056603774,0.0660377358490566,0.062053019402604,0.165727770393414,0.0828638851967068,0.699744810455467,0.240365941754809,0.0598892477897243,21,19,2,0,32,18,10,4,33,23,10,0,20,14,3,3
4,4,0.782608695652174,0.173913043478261,0.0434782608695652,0.0815319627462694,0.229611946866517,0.114805973433258,0.667802722218915,0.222048734369243,0.110148543411842,0.145154709284207,0.4105580844507,0.20527904222535,0.577329653426824,0.276082928182315,0.146587418390861,0.0847669111298204,0.238412244873544,0.119206122436772,0.663402573215402,0.222535707894694,0.114061718889904,0.0800126014019841,0.226086956521739,0.11304347826087,0.669565217391304,0.226086956521739,0.104347826086957,0.0817250194806698,0.230148150365061,0.115074075182531,0.667534620469643,0.222126126471946,0.11033925305841,29,27,1,1,31,16,9,6,26,15,7,4,29,19,9,1
4,5,0.782608695652174,0.173913043478261,0.0434782608695652,0.0164694347433014,0.0460408408917774,0.0230204204458887,0.759588275206285,0.188490598321015,0.0519211264726999,0.00175057292694869,0.00494052862180466,0.00247026431090232,0.783702039110755,0.175289964330583,0.0410079965586629,0.0207953581902941,0.057832426880028,0.028916213440014,0.75369248221216,0.1930144069877,0.0532931108001398,0.0151854892058406,0.0424901185770752,0.0212450592885376,0.761363636363636,0.181818181818182,0.0568181818181818,0.0127546985752153,0.0354162504466464,0.0177081252233232,0.764900570428851,0.185740358420827,0.0493590711503224,19,12,7,0,23,18,4,1,19,14,1,4,27,23,4,0
5,1,0.739130434782609,0.217391304347826,0.0434782608695652,0.060110351636206,0.159862888150843,0.0799314440754214,0.81906187885803,0.152363564299671,0.0285745568422987,0.0629587134144603,0.15726945766613,0.0786347288330652,0.817765163615674,0.14190580536205,0.0403290310222766,0.0434202608294877,0.110359058812569,0.0551795294062845,0.794309964188893,0.166469303861826,0.0392207319492805,0.0600980195260742,0.159834368530021,0.0799171842650104,0.819047619047619,0.152380952380952,0.0285714285714286,0.0600979591554625,0.159834175011338,0.0799170875056689,0.819047522288278,0.152380986497417,0.0285714912143053,41,32,9,0,17,16,1,0,17,13,3,1,30,25,3,2
5,2,0.739130434782609,0.217391304347826,0.0434782608695652,0.0437162886900587,0.117992990033775,0.0589964950168874,0.752621464324128,0.158394809330939,0.0889837263449331,0.0940700962104976,0.261986750368264,0.130993375184132,0.78451925712298,0.0863979291636941,0.129082813713326,0.0408457249609207,0.109241960072244,0.054620980036122,0.750162986470066,0.162770324311704,0.0870666892182301,0.0365966235219668,0.0951599671862182,0.0475799835931091,0.745283018867924,0.169811320754717,0.0849056603773585,0.0410335536445381,0.110943162048233,0.0554715810241164,0.752107954357242,0.16191972332371,0.0859723223190486,26,20,1,5,25,16,9,0,33,25,7,1,22,18,1,3
5,3,0.739130434782609,0.217391304347826,0.0434782608695652,0.0506944080546123,0.142212924999409,0.0711064624997045,0.810236897282313,0.189761945578958,1.15713872862956e-06,0.0471433178353075,0.131022197376401,0.0655110986882004,0.804641533470809,0.195357722466831,7.44062360070037e-07,0.0553605557829985,0.156251166550815,0.0781255832754073,0.817256018058016,0.182742313035442,1.66890654236163e-06,0.0553255326249904,0.15614773258532,0.0780738662926602,0.817204301075269,0.182795698924731,0,0.0553618399861978,0.156254954728466,0.078127477364233,0.817257912146842,0.182740382284605,1.70556855363611e-06,22,18,4,0,23,14,9,0,18,15,3,0,30,29,1,0
5,4,0.739130434782609,0.217391304347826,0.0434782608695652,0.0489621453402554,0.134757974719512,0.0673789873597558,0.806509422142364,0.169881841013103,0.0236087368445322,0.034022590715937,0.0960287724783449,0.0480143862391725,0.7178193600011,0.265405690586999,0.0167749494119013,0.0589475926915575,0.161809038667127,0.0809045193335634,0.820034954116172,0.159530078894748,0.0204349669890804,0.0505458744926959,0.140786749482402,0.0703933747412009,0.80952380952381,0.171428571428571,0.019047619047619,0.0533802654661216,0.146417226262972,0.0732086131314861,0.812339047914095,0.164832270132457,0.0228286819534481,30,29,1,0,22,14,8,0,24,21,1,2,29,21,8,0
5,5,0.739130434782609,0.217391304347826,0.0434782608695652,0.0647670273891511,0.169883942062524,0.084941971031262,0.654188463751347,0.289540529757928,0.0562710064907255,0.0918145009727239,0.23833720714112,0.11916860357056,0.619961831212049,0.321629685740545,0.058408483047406,0.0372365916463892,0.0912340502188549,0.0456170251094275,0.69353681961052,0.263008329457254,0.0434548509322267,0.0529014880896531,0.136645962732919,0.0683229813664596,0.678571428571429,0.285714285714286,0.0357142857142857,0.0456728341260023,0.122406138658355,0.0612030693291775,0.677927365453431,0.265871594398848,0.0562010401477213,26,15,10,1,21,8,13,0,33,32,1,0,32,21,8,3
6,1,0.695652173913043,0.260869565217391,0.0434782608695652,0.0333870828502856,0.0944136529005808,0.0472068264502904,0.742859000363334,0.23809235066501,0.0190486489716558,0.0156761282660214,0.0412781103560172,0.0206390551780085,0.712981234092632,0.264179560215811,0.0228392056915567,0.0158997481386485,0.0449380033542818,0.0224690016771409,0.718121175590184,0.248886092394589,0.0329927320152266,0.0333858020157894,0.0944099378881988,0.0472049689440994,0.742857142857143,0.238095238095238,0.019047619047619,0.0333842432949638,0.0944054835600592,0.0472027417800296,0.742854915693073,0.238097306443972,0.0190477778629546,26,22,4,0,25,18,6,1,25,20,5,0,29,18,10,1
6,2,0.695652173913043,0.260869565217391,0.0434782608695652,0.00313027667057294,0.00822577073769892,0.00411288536884946,0.699765059281893,0.260231247530464,0.0400036931876428,0.0423400035160326,0.116063596290342,0.0580317981451708,0.637620375767873,0.302662265518574,0.0597173587135532,0.0114650946659266,0.0305981895401936,0.0152990947700968,0.680353079142947,0.273169474734541,0.0464774461225119,0.00325361511893385,0.008695652173913,0.0043478260869565,0.7,0.26,0.04,0.00325353780607842,0.00869183267411455,0.00434591633705728,0.699998090250101,0.260005431245173,0.0399964785047266,27,15,10,2,26,20,6,0,29,23,6,0,18,12,4,2
6,3,0.695652173913043,0.260869565217391,0.0434782608695652,0.0650889136271223,0.183552900555145,0.0917764502775723,0.603875723635471,0.312894760013484,0.0832295163510448,0.13601073929202,0.350540938117292,0.175270469058646,0.520381704854397,0.41712388463652,0.0624944105090829,0.0475503126757571,0.134218962175504,0.0671094810877518,0.628542692825292,0.298137325346848,0.0733199818278598,0.0533966061242727,0.143779595350839,0.0718897976754197,0.623762376237624,0.316831683168317,0.0594059405940594,0.0551338523553424,0.155927447282845,0.0779637236414227,0.617688450271621,0.29892629986633,0.0833852498620488,21,6,14,1,28,22,2,4,26,14,11,1,26,21,5,0
6,4,0.695652173913043,0.260869565217391,0.0434782608695652,0.0598270168185747,0.168869527731379,0.0844347638656895,0.742558468334298,0.176434801351702,0.081006730314,0.0931073011411403,0.26317291078487,0.131586455392435,0.757297166246908,0.129283109824956,0.113419723928135,0.0794517136383673,0.221335886241349,0.110667943120675,0.767818167757973,0.150201622096717,0.0819802101453099,0.0656745552872736,0.185290532303941,0.0926452661519707,0.747663551401869,0.168224299065421,0.0841121495327103,0.0756241177605515,0.212604706777935,0.106302353388967,0.758970357471298,0.154567211828424,0.0864624307002776,37,28,4,5,14,8,6,0,26,18,8,0,30,26,0,4
6,5,0.695652173913043,0.260869565217391,0.0434782608695652,0.0754059976669202,0.190506056195992,0.095253028097996,0.689549655394788,0.17171905563765,0.138731288967561,0.0910329481503978,0.247192218115021,0.123596109057511,0.665055046338667,0.167870583734257,0.167074369927076,0.0796408091460309,0.214085299151057,0.107042649575529,0.672468797326166,0.17701029222874,0.150520910445094,0.0719705056564843,0.183876811594203,0.0919384057971014,0.6875,0.177083333333333,0.135416666666667,0.0757719402297253,0.193194254504828,0.0965971272524143,0.687526071553247,0.172398540324774,0.140075388121979,20,17,1,2,27,21,2,4,25,13,6,6,24,15,8,1
7,1,0.652173913043478,0.304347826086957,0.0434782608695652,0.131524723018154,0.363063749415717,0.181531874707859,0.47064203833562,0.430224488245297,0.0991334734190829,0.142478849913295,0.400538797042851,0.200269398521425,0.451904514522053,0.385261182501168,0.162834302976779,0.125651786517017,0.347321248666195,0.173660624333098,0.478513288710381,0.42379788456699,0.0976888267226297,0.124115522340875,0.344347826086957,0.172173913043478,0.48,0.42,0.1,0.124282330851004,0.342646887757871,0.171323443878936,0.480850469164543,0.424000058845378,0.0951494719900799,22,6,15,1,22,11,7,4,32,21,11,0,24,10,9,5
7,2,0.652173913043478,0.304347826086957,0.0434782608695652,0.0382217758482973,0.107141093436326,0.0535705467181632,0.619143352122239,0.35791837280512,0.0229382750726415,0.0876292734688168,0.226563362673498,0.113281681336749,0.538892231706729,0.404506247778964,0.0566015205143064,0.0436941204622177,0.12135144463468,0.0606757223173401,0.611706551136896,0.365023548404297,0.0232699004588077,0.040246934416476,0.109750949767835,0.0548754748839173,0.611650485436893,0.359223300970874,0.029126213592233,0.0429509254791723,0.119644654966504,0.0598223274832519,0.613144643679463,0.364170153570208,0.0226852027503283,30,14,16,0,25,20,5,0,23,17,6,0,25,12,10,3
7,3,0.652173913043478,0.304347826086957,0.0434782608695652,0.112152613336499,0.280879966002217,0.140439983001109,0.792613896044587,0.170293898484235,0.0370922054711781,0.0455569820555208,0.113221860569828,0.0566109302849142,0.708784843328392,0.249404796299472,0.0418103603721354,0.113410336986574,0.283704290474503,0.141852145237251,0.79402605828073,0.168604059342386,0.0373698823768846,0.110144970101877,0.284937888198758,0.142468944099379,0.794642857142857,0.178571428571429,0.0267857142857143,0.113704539785294,0.285006169747463,0.142503084873732,0.79467699791721,0.168577010151539,0.0367459919312509,28,28,0,0,29,21,6,2,30,24,6,0,25,16,8,1
7,4,0.652173913043478,0.304347826086957,0.0434782608695652,0.0627794099591442,0.175532806401765,0.0877664032008823,0.619895681245349,0.248859654684204,0.131244664070448,0.0943311945535856,0.261655171896431,0.130827585948215,0.521346327095263,0.347163644260623,0.131490028644114,0.060310827930661,0.168027247303372,0.0840136236516858,0.622909833625066,0.249598281853683,0.127491884521251,0.0670218619213665,0.188272836059035,0.0941364180295174,0.614678899082569,0.247706422018349,0.137614678899083,0.0608293674642767,0.170405977399252,0.0852029886996262,0.61985132703281,0.251467423397998,0.128681249569191,28,24,4,0,28,15,11,2,28,13,10,5,25,15,2,8
7,5,0.652173913043478,0.304347826086957,0.0434782608695652,0.0394367550162783,0.103981551630084,0.0519907758150421,0.643660112361763,0.356338601901999,1.28573623848696e-06,0.0312536324391249,0.0869561851747536,0.0434780925873768,0.680799606538999,0.319200225178813,1.68282188372863e-07,0.041536965382481,0.111895350217662,0.055947675108831,0.639704025863585,0.360295501195788,4.72940627366231e-07,0.0374474206143741,0.0958498023715415,0.0479249011857708,0.647727272727273,0.352272727272727,0,0.0375462689122033,0.0962825327383674,0.0481412663691837,0.647504241642254,0.35248909245614,6.66590160546771e-06,16,9,7,0,26,19,7,0,25,19,6,0,21,10,11,0
8,1,0.608695652173913,0.347826086956522,0.0434782608695652,0.0324068845401272,0.0844967929637026,0.0422483964818513,0.650944048655764,0.311319626384264,0.0377363249599717,0.0567397125427505,0.140943606378417,0.0704718031892084,0.677163860122381,0.277354283767313,0.0454818561103057,0.0253668773021366,0.0709517206947282,0.0354758603473641,0.631050420611301,0.312350226609158,0.056599352779541,0.0324062054390544,0.084495488105004,0.042247744052502,0.650943396226415,0.311320754716981,0.0377358490566038,0.0324063477157581,0.0844954635593167,0.0422477317796583,0.650943383953571,0.311320285947291,0.0377363300991371,30,17,13,0,17,13,3,1,32,22,8,2,27,17,9,1
8,2,0.608695652173913,0.347826086956522,0.0434782608695652,0.0484705615336651,0.129658193453151,0.0648290967265753,0.66039709158515,0.282996990229946,0.0566059181849033,0.05893613645147,0.160289001462856,0.0801445007314279,0.668588258783197,0.267681586225094,0.0637301549917088,0.0399584540580552,0.112885039445317,0.0564425197226587,0.639304075955571,0.291383567233863,0.0693123568105658,0.0484535980449409,0.129614438063987,0.0648072190319934,0.660377358490566,0.283018867924528,0.0566037735849057,0.0484526377296494,0.129611905546417,0.0648059527732084,0.660376297462863,0.283020134183313,0.0566035683538235,19,13,4,2,24,15,9,0,32,22,9,1,31,20,8,3
8,3,0.608695652173913,0.347826086956522,0.0434782608695652,0.148644699242486,0.365190457088566,0.182595228544283,0.42610042362963,0.529329614582387,0.0445699617879831,0.165798338939339,0.421251497616835,0.210625748808417,0.398069903365496,0.542364682129667,0.0595654145048374,0.164127477524173,0.405381782670189,0.202690891335095,0.406004760838818,0.547120729889849,0.0468745092713328,0.167152939574987,0.413258717176065,0.206629358588033,0.405940594059406,0.554455445544555,0.0396039603960396,0.164883051646569,0.405788346701377,0.202894173350688,0.405801478823225,0.548797526911268,0.0454009942655073,17,13,4,0,24,10,13,1,30,11,16,3,30,7,23,0
8,4,0.608695652173913,0.347826086956522,0.0434782608695652,0.0251816701297299,0.069706818328123,0.0348534091640614,0.643549061337975,0.336732207021967,0.019718731640058,0.11072274685942,0.294840080175676,0.147420040087838,0.756115692261751,0.228401858579548,0.0154824491587005,0.0276436531169835,0.0774459129216894,0.0387229564608447,0.647418608634758,0.333118297443323,0.0194630939219193,0.0298859590395323,0.0793119923554706,0.0396559961777353,0.648351648351648,0.340659340659341,0.010989010989011,0.0278871005565719,0.0781276475106197,0.0390638237553098,0.647759475929223,0.332989792332125,0.0192507317386519,20,11,9,0,22,9,13,0,20,17,2,1,29,22,7,0
8,5,0.608695652173913,0.347826086956522,0.0434782608695652,0.0239387244154544,0.0676298572884476,0.0338149286442237,0.590371593150359,0.332335217335852,0.0772931895137889,0.114772094433648,0.314301976327894,0.157150988163947,0.451544664009966,0.461567270003031,0.0868880659870034,0.0292957781936029,0.0744059823112741,0.0372029911556371,0.574304380892863,0.345014367081935,0.0806812520252023,0.0186661612512968,0.0507246376811595,0.0253623188405797,0.583333333333333,0.354166666666667,0.0625,0.0278806543925929,0.070680182153941,0.0353400910769705,0.575882792958889,0.345298855094576,0.0788183519465357,25,9,13,3,22,16,5,1,20,18,2,0,29,13,14,2
9,1,0.565217391304348,0.391304347826087,0.0434782608695652,0.0386869243824296,0.108701281614179,0.0543506408070895,0.543475583590748,0.445654988633176,0.0108694277760754,0.0304536187766364,0.0819754449985635,0.0409877224992818,0.556175136847226,0.432292070325369,0.0115327928274057,0.0385692760507321,0.108940427786018,0.0544702138930091,0.535506313547486,0.445774561719096,0.0187191247334179,0.0386850661305482,0.108695652173913,0.0543478260869565,0.543478260869565,0.445652173913043,0.0108695652173913,0.0386848272595404,0.108694989354018,0.0543474946770089,0.543478361704611,0.445651842503096,0.0108697957922929,17,10,7,0,25,14,10,1,21,9,12,0,29,17,12,0
9,2,0.565217391304348,0.391304347826087,0.0434782608695652,0.0896038145238369,0.224826789373148,0.112413394686574,0.452803996617774,0.498163655044025,0.049032348338201,0.0630988141632995,0.174639676531209,0.0873198382656045,0.477897553038743,0.450889872353141,0.0712125746081156,0.0862343568558947,0.220289015916285,0.110144507958143,0.455072883346205,0.491716286172373,0.0532108304814213,0.0852767981321253,0.21664167916042,0.10832083958021,0.456896551724138,0.491379310344828,0.0517241379310345,0.0861582039219805,0.218563606993517,0.109281803496759,0.455935587807589,0.492613972751389,0.0514504394410216,33,12,17,4,24,6,18,0,24,15,9,0,35,20,13,2
