"example_id","inp_file","design_block","dist_code","factor1","level1_code","factor2","level2_code","factor3","level3_code","factor4","level4_code","K","G","h","theta_true","theta_CV","Nmin","Nmax","nsims","random.seed","od_mult","sigma","mean_nsamp","ln_sd","nb_size","p_lbound","p_ubound"
219,"hake_ex219.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
220,"hake_ex220.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
221,"hake_ex221.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
222,"hake_ex222.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
223,"hake_ex223.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
224,"hake_ex224.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
225,"hake_ex225.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
226,"hake_ex226.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
227,"hake_ex227.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
228,"hake_ex228.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
229,"hake_ex229.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
230,"hake_ex230.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
231,"hake_ex231.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
232,"hake_ex232.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
233,"hake_ex233.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
234,"hake_ex234.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
235,"hake_ex235.inp","Negative binomial",3,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
236,"hake_ex236.inp","Negative binomial",3,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
237,"hake_ex237.inp","Negative binomial",3,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
238,"hake_ex238.inp","Negative binomial",3,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
239,"hake_ex239.inp","Negative binomial",3,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
240,"hake_ex240.inp","Negative binomial",3,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
241,"hake_ex241.inp","Negative binomial",3,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
242,"hake_ex242.inp","Negative binomial",3,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
243,"hake_ex243.inp","Negative binomial",3,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
