"example_id","inp_file","design_block","dist_code","factor1","level1_code","factor2","level2_code","factor3","level3_code","factor4","level4_code","K","G","h","theta_true","theta_CV","Nmin","Nmax","nsims","random.seed","od_mult","sigma","mean_nsamp","ln_sd","nb_size","p_lbound","p_ubound"
103,"hake_ex103.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
104,"hake_ex104.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
105,"hake_ex105.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
106,"hake_ex106.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
107,"hake_ex107.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
108,"hake_ex108.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
109,"hake_ex109.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
110,"hake_ex110.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
111,"hake_ex111.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
112,"hake_ex112.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
113,"hake_ex113.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
114,"hake_ex114.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
115,"hake_ex115.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
116,"hake_ex116.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
117,"hake_ex117.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
118,"hake_ex118.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
119,"hake_ex119.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
120,"hake_ex120.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
121,"hake_ex121.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
122,"hake_ex122.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
123,"hake_ex123.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
124,"hake_ex124.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
125,"hake_ex125.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
126,"hake_ex126.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
127,"hake_ex127.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
128,"hake_ex128.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
129,"hake_ex129.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
130,"hake_ex130.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
131,"hake_ex131.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
132,"hake_ex132.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
133,"hake_ex133.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
134,"hake_ex134.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
135,"hake_ex135.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
136,"hake_ex136.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
137,"hake_ex137.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
138,"hake_ex138.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
139,"hake_ex139.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
140,"hake_ex140.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
141,"hake_ex141.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
142,"hake_ex142.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
143,"hake_ex143.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
144,"hake_ex144.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
145,"hake_ex145.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
146,"hake_ex146.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
147,"hake_ex147.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
148,"hake_ex148.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
149,"hake_ex149.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
150,"hake_ex150.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
151,"hake_ex151.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
152,"hake_ex152.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
153,"hake_ex153.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.5,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
154,"hake_ex154.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
155,"hake_ex155.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
156,"hake_ex156.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
157,"hake_ex157.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
158,"hake_ex158.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
159,"hake_ex159.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
160,"hake_ex160.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
161,"hake_ex161.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
162,"hake_ex162.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,1,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
163,"hake_ex163.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.25,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
164,"hake_ex164.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.25,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
165,"hake_ex165.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.25,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
166,"hake_ex166.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.25,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
167,"hake_ex167.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.25,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
168,"hake_ex168.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.25,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
169,"hake_ex169.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.25,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
170,"hake_ex170.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.25,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
171,"hake_ex171.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.25,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
172,"hake_ex172.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.5,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
173,"hake_ex173.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.5,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
174,"hake_ex174.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.5,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
175,"hake_ex175.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.5,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
176,"hake_ex176.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.5,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
177,"hake_ex177.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.5,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
178,"hake_ex178.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.5,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
179,"hake_ex179.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.5,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
180,"hake_ex180.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.5,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
181,"hake_ex181.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
182,"hake_ex182.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
183,"hake_ex183.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
184,"hake_ex184.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
185,"hake_ex185.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
186,"hake_ex186.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
187,"hake_ex187.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
188,"hake_ex188.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
189,"hake_ex189.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,1,25,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
190,"hake_ex190.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
191,"hake_ex191.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
192,"hake_ex192.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
193,"hake_ex193.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
194,"hake_ex194.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
195,"hake_ex195.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
196,"hake_ex196.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
197,"hake_ex197.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
198,"hake_ex198.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.25,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
199,"hake_ex199.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
200,"hake_ex200.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
201,"hake_ex201.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
202,"hake_ex202.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
203,"hake_ex203.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
204,"hake_ex204.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
205,"hake_ex205.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
206,"hake_ex206.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
207,"hake_ex207.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,0.5,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
208,"hake_ex208.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
209,"hake_ex209.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
210,"hake_ex210.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
211,"hake_ex211.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
212,"hake_ex212.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
213,"hake_ex213.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
214,"hake_ex214.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
215,"hake_ex215.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
216,"hake_ex216.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,2057960418,1,1,50,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
217,"hake_ex217.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
218,"hake_ex218.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,2057960418,1,0.25,100,1,25,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
