"example_id","inp_file","design_block","dist_code","factor1","level1_code","factor2","level2_code","factor3","level3_code","factor4","level4_code","K","G","h","theta_true","theta_CV","Nmin","Nmax","nsims","random.seed","od_mult","sigma","mean_nsamp","ln_sd","nb_size","p_lbound","p_ubound"
11,"hake_ex11.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
12,"hake_ex12.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
13,"hake_ex13.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
14,"hake_ex14.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
15,"hake_ex15.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
16,"hake_ex16.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
17,"hake_ex17.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
18,"hake_ex18.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
19,"hake_ex19.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
20,"hake_ex20.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
21,"hake_ex21.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
22,"hake_ex22.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
23,"hake_ex23.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
24,"hake_ex24.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
25,"hake_ex25.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
26,"hake_ex26.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
27,"hake_ex27.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
28,"hake_ex28.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
29,"hake_ex29.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
30,"hake_ex30.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
31,"hake_ex31.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
32,"hake_ex32.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
33,"hake_ex33.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
34,"hake_ex34.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
35,"hake_ex35.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
36,"hake_ex36.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
37,"hake_ex37.inp","Poisson",1,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
38,"hake_ex38.inp","Poisson",1,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
39,"hake_ex39.inp","Poisson",1,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
40,"hake_ex40.inp","Poisson",1,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
41,"hake_ex41.inp","Poisson",1,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
42,"hake_ex42.inp","Poisson",1,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
43,"hake_ex43.inp","Poisson",1,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
44,"hake_ex44.inp","Poisson",1,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
45,"hake_ex45.inp","Poisson",1,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
46,"hake_ex46.inp","Poisson",1,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
47,"hake_ex47.inp","Poisson",1,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
48,"hake_ex48.inp","Poisson",1,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
49,"hake_ex49.inp","Poisson",1,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
50,"hake_ex50.inp","Poisson",1,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
51,"hake_ex51.inp","Poisson",1,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
52,"hake_ex52.inp","Poisson",1,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
53,"hake_ex53.inp","Poisson",1,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
54,"hake_ex54.inp","Poisson",1,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
55,"hake_ex55.inp","Poisson",1,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
56,"hake_ex56.inp","Poisson",1,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
57,"hake_ex57.inp","Poisson",1,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
58,"hake_ex58.inp","Poisson",1,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
59,"hake_ex59.inp","Poisson",1,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
60,"hake_ex60.inp","Poisson",1,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
61,"hake_ex61.inp","Poisson",1,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
62,"hake_ex62.inp","Poisson",1,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
63,"hake_ex63.inp","Poisson",1,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
64,"hake_ex64.inp","Poisson",1,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
65,"hake_ex65.inp","Poisson",1,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
66,"hake_ex66.inp","Poisson",1,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
67,"hake_ex67.inp","Poisson",1,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
68,"hake_ex68.inp","Poisson",1,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
69,"hake_ex69.inp","Poisson",1,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
70,"hake_ex70.inp","Poisson",1,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
71,"hake_ex71.inp","Poisson",1,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
72,"hake_ex72.inp","Poisson",1,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
73,"hake_ex73.inp","Poisson",1,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
74,"hake_ex74.inp","Poisson",1,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
75,"hake_ex75.inp","Poisson",1,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
76,"hake_ex76.inp","Poisson",1,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
77,"hake_ex77.inp","Poisson",1,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
78,"hake_ex78.inp","Poisson",1,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
79,"hake_ex79.inp","Poisson",1,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
80,"hake_ex80.inp","Poisson",1,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
81,"hake_ex81.inp","Poisson",1,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
82,"hake_ex82.inp","Lognormal",2,"mean_nsamp",-1,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
83,"hake_ex83.inp","Lognormal",2,"mean_nsamp",-1,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
84,"hake_ex84.inp","Lognormal",2,"mean_nsamp",-1,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
85,"hake_ex85.inp","Lognormal",2,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
86,"hake_ex86.inp","Lognormal",2,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
87,"hake_ex87.inp","Lognormal",2,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
88,"hake_ex88.inp","Lognormal",2,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
89,"hake_ex89.inp","Lognormal",2,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
90,"hake_ex90.inp","Lognormal",2,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
91,"hake_ex91.inp","Lognormal",2,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
92,"hake_ex92.inp","Lognormal",2,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
93,"hake_ex93.inp","Lognormal",2,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
94,"hake_ex94.inp","Lognormal",2,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
95,"hake_ex95.inp","Lognormal",2,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
96,"hake_ex96.inp","Lognormal",2,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
97,"hake_ex97.inp","Lognormal",2,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
98,"hake_ex98.inp","Lognormal",2,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
99,"hake_ex99.inp","Lognormal",2,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
100,"hake_ex100.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
101,"hake_ex101.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
102,"hake_ex102.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
103,"hake_ex103.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
104,"hake_ex104.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
105,"hake_ex105.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
106,"hake_ex106.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
107,"hake_ex107.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
108,"hake_ex108.inp","Lognormal",2,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
109,"hake_ex109.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
110,"hake_ex110.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
111,"hake_ex111.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
112,"hake_ex112.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
113,"hake_ex113.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
114,"hake_ex114.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
115,"hake_ex115.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
116,"hake_ex116.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
117,"hake_ex117.inp","Lognormal",2,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
