"example_id","inp_file","design_block","dist_code","factor1","level1_code","factor2","level2_code","factor3","level3_code","factor4","level4_code","K","G","h","theta_true","theta_CV","Nmin","Nmax","nsims","random.seed","od_mult","sigma","mean_nsamp","ln_sd","nb_size","p_lbound","p_ubound"
118,"hake_ex118.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
119,"hake_ex119.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
120,"hake_ex120.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
121,"hake_ex121.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
122,"hake_ex122.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
123,"hake_ex123.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
124,"hake_ex124.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
125,"hake_ex125.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
126,"hake_ex126.inp","Lognormal",2,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
127,"hake_ex127.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
128,"hake_ex128.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
129,"hake_ex129.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
130,"hake_ex130.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
131,"hake_ex131.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
132,"hake_ex132.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
133,"hake_ex133.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
134,"hake_ex134.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
135,"hake_ex135.inp","Lognormal",2,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
136,"hake_ex136.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
137,"hake_ex137.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
138,"hake_ex138.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
139,"hake_ex139.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
140,"hake_ex140.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
141,"hake_ex141.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
142,"hake_ex142.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
143,"hake_ex143.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
144,"hake_ex144.inp","Lognormal",2,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
145,"hake_ex145.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
146,"hake_ex146.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
147,"hake_ex147.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
148,"hake_ex148.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
149,"hake_ex149.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
150,"hake_ex150.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
151,"hake_ex151.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
152,"hake_ex152.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
153,"hake_ex153.inp","Lognormal",2,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
154,"hake_ex154.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
155,"hake_ex155.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
156,"hake_ex156.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
157,"hake_ex157.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
158,"hake_ex158.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
159,"hake_ex159.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
160,"hake_ex160.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
161,"hake_ex161.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
162,"hake_ex162.inp","Lognormal",2,"mean_nsamp",1,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,1,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
163,"hake_ex163.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
164,"hake_ex164.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
165,"hake_ex165.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
166,"hake_ex166.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
167,"hake_ex167.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
168,"hake_ex168.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
169,"hake_ex169.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
170,"hake_ex170.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
171,"hake_ex171.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.25,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
172,"hake_ex172.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
173,"hake_ex173.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
174,"hake_ex174.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
175,"hake_ex175.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
176,"hake_ex176.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
177,"hake_ex177.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
178,"hake_ex178.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
179,"hake_ex179.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
180,"hake_ex180.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.5,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
181,"hake_ex181.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
182,"hake_ex182.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
183,"hake_ex183.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
184,"hake_ex184.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
185,"hake_ex185.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
186,"hake_ex186.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
187,"hake_ex187.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
188,"hake_ex188.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
189,"hake_ex189.inp","Negative binomial",3,"mean_nsamp",-1,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,1,25,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
190,"hake_ex190.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
191,"hake_ex191.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
192,"hake_ex192.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
193,"hake_ex193.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
194,"hake_ex194.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
195,"hake_ex195.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
196,"hake_ex196.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
197,"hake_ex197.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
198,"hake_ex198.inp","Negative binomial",3,"mean_nsamp",0,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.25,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
199,"hake_ex199.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
200,"hake_ex200.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
201,"hake_ex201.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
202,"hake_ex202.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
203,"hake_ex203.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
204,"hake_ex204.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
205,"hake_ex205.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
206,"hake_ex206.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
207,"hake_ex207.inp","Negative binomial",3,"mean_nsamp",0,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.5,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
208,"hake_ex208.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
209,"hake_ex209.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
210,"hake_ex210.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
211,"hake_ex211.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
212,"hake_ex212.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
213,"hake_ex213.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
214,"hake_ex214.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
215,"hake_ex215.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
216,"hake_ex216.inp","Negative binomial",3,"mean_nsamp",0,"sigma",1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,1,50,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
217,"hake_ex217.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
218,"hake_ex218.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
219,"hake_ex219.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
220,"hake_ex220.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
221,"hake_ex221.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
222,"hake_ex222.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
223,"hake_ex223.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
224,"hake_ex224.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
225,"hake_ex225.inp","Negative binomial",3,"mean_nsamp",1,"sigma",-1,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.25,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
226,"hake_ex226.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",-1,3,2,0.1,0.5,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
227,"hake_ex227.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",0,3,4,0.1,0.5,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
228,"hake_ex228.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",-1,"G",1,3,8,0.1,0.5,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
229,"hake_ex229.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",-1,3,2,0.1,1,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
230,"hake_ex230.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",0,3,4,0.1,1,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
231,"hake_ex231.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",0,"G",1,3,8,0.1,1,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
232,"hake_ex232.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",-1,3,2,0.1,2,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
233,"hake_ex233.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",0,3,4,0.1,2,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
234,"hake_ex234.inp","Negative binomial",3,"mean_nsamp",1,"sigma",0,"theta_true",1,"G",1,3,8,0.1,2,0,50,100,5,847682131,1,0.5,100,1,25,"0.0, 0.0, 0.0","1.0, 1.0, 1.0"
