"P.1","P.2","P.3"
0.648648648648649,0.27027027027027,0.0810810810810811
0.621621621621622,0.297297297297297,0.0810810810810811
0.594594594594595,0.324324324324324,0.0810810810810811
0.567567567567568,0.351351351351351,0.0810810810810811
0.540540540540541,0.378378378378378,0.0810810810810811
0.513513513513513,0.405405405405405,0.0810810810810811
0.486486486486487,0.432432432432432,0.0810810810810811
0.459459459459459,0.459459459459459,0.0810810810810811
0.432432432432432,0.486486486486487,0.0810810810810811
0.405405405405405,0.513513513513513,0.0810810810810811
0.378378378378378,0.540540540540541,0.0810810810810811
0.864864864864865,0.027027027027027,0.108108108108108
0.837837837837838,0.0540540540540541,0.108108108108108
0.810810810810811,0.0810810810810811,0.108108108108108
0.783783783783784,0.108108108108108,0.108108108108108
0.756756756756757,0.135135135135135,0.108108108108108
0.72972972972973,0.162162162162162,0.108108108108108
0.702702702702703,0.189189189189189,0.108108108108108
0.675675675675676,0.216216216216216,0.108108108108108
0.648648648648649,0.243243243243243,0.108108108108108
0.621621621621622,0.27027027027027,0.108108108108108
0.594594594594595,0.297297297297297,0.108108108108108
0.567567567567568,0.324324324324324,0.108108108108108
0.540540540540541,0.351351351351351,0.108108108108108
0.513513513513513,0.378378378378378,0.108108108108108
0.486486486486487,0.405405405405405,0.108108108108108
0.459459459459459,0.432432432432432,0.108108108108108
0.432432432432432,0.459459459459459,0.108108108108108
0.405405405405405,0.486486486486487,0.108108108108108
0.378378378378378,0.513513513513513,0.108108108108108
0.837837837837838,0.027027027027027,0.135135135135135
0.810810810810811,0.0540540540540541,0.135135135135135
0.783783783783784,0.0810810810810811,0.135135135135135
0.756756756756757,0.108108108108108,0.135135135135135
0.72972972972973,0.135135135135135,0.135135135135135
0.702702702702703,0.162162162162162,0.135135135135135
0.675675675675676,0.189189189189189,0.135135135135135
0.648648648648649,0.216216216216216,0.135135135135135
0.621621621621622,0.243243243243243,0.135135135135135
0.594594594594595,0.27027027027027,0.135135135135135
0.567567567567568,0.297297297297297,0.135135135135135
0.540540540540541,0.324324324324324,0.135135135135135
0.513513513513513,0.351351351351351,0.135135135135135
0.486486486486487,0.378378378378378,0.135135135135135
0.459459459459459,0.405405405405405,0.135135135135135
0.432432432432432,0.432432432432432,0.135135135135135
0.405405405405405,0.459459459459459,0.135135135135135
0.378378378378378,0.486486486486487,0.135135135135135
0.810810810810811,0.027027027027027,0.162162162162162
0.783783783783784,0.0540540540540541,0.162162162162162
0.756756756756757,0.0810810810810811,0.162162162162162
0.72972972972973,0.108108108108108,0.162162162162162
0.702702702702703,0.135135135135135,0.162162162162162
0.675675675675676,0.162162162162162,0.162162162162162
0.648648648648649,0.189189189189189,0.162162162162162
0.621621621621622,0.216216216216216,0.162162162162162
0.594594594594595,0.243243243243243,0.162162162162162
0.567567567567568,0.27027027027027,0.162162162162162
0.540540540540541,0.297297297297297,0.162162162162162
0.513513513513513,0.324324324324324,0.162162162162162
0.486486486486487,0.351351351351351,0.162162162162162
0.459459459459459,0.378378378378378,0.162162162162162
0.432432432432432,0.405405405405405,0.162162162162162
0.405405405405405,0.432432432432432,0.162162162162162
0.378378378378378,0.459459459459459,0.162162162162162
0.783783783783784,0.027027027027027,0.189189189189189
0.756756756756757,0.0540540540540541,0.189189189189189
0.72972972972973,0.0810810810810811,0.189189189189189
0.702702702702703,0.108108108108108,0.189189189189189
0.675675675675676,0.135135135135135,0.189189189189189
0.648648648648649,0.162162162162162,0.189189189189189
0.621621621621622,0.189189189189189,0.189189189189189
0.594594594594595,0.216216216216216,0.189189189189189
0.567567567567568,0.243243243243243,0.189189189189189
0.540540540540541,0.27027027027027,0.189189189189189
0.513513513513513,0.297297297297297,0.189189189189189
0.486486486486487,0.324324324324324,0.189189189189189
0.459459459459459,0.351351351351351,0.189189189189189
0.432432432432432,0.378378378378378,0.189189189189189
0.405405405405405,0.405405405405405,0.189189189189189
0.378378378378378,0.432432432432432,0.189189189189189
