"p1","p2","p3","loglik","delta_loglik","relative_likelihood","gradient_norm","max_abs_gradient","boundary_distance","l1_distance_from_observed","l2_distance_from_observed"
0.91304347826087,0.0434782608695652,0.0434782608695652,-30.2073073456995,-4.77246010489762,0.00845954317627988,87.2601639679176,61.1295286090117,0.0434782608695652,1.15509327879847,0.707363374847658
0.869565217391304,0.0869565217391304,0.0434782608695652,-29.0103387488052,-3.57549150800332,0.0280016593516678,68.3623022795745,61.1092199721814,0.0434782608695652,1.06813675705934,0.65461296276806
0.826086956521739,0.130434782608696,0.0434782608695652,-28.495701436419,-3.06085419561714,0.0468476610571713,65.7342576967713,61.1092199721814,0.0434782608695652,0.981180235320206,0.603518644819739
0.782608695652174,0.173913043478261,0.0434782608695652,-28.1862599789165,-2.7514127381146,0.0638376116451043,64.8734474440782,61.1092199721814,0.0434782608695652,0.894223713581076,0.554538380041543
0.739130434782609,0.217391304347826,0.0434782608695652,-27.9750676737167,-2.54022043291479,0.0788490169562346,64.4741833827061,61.1092199721814,0.0434782608695652,0.807267191841945,0.508283692347208
0.695652173913043,0.260869565217391,0.0434782608695652,-27.8228978714906,-2.38805063068867,0.0918084781827098,64.2536560016729,61.1092199721814,0.0434782608695652,0.720310670102815,0.465567659471844
0.652173913043478,0.304347826086957,0.0434782608695652,-27.7115805193316,-2.27673327852972,0.102618887085834,64.120087854573,61.1092199721814,0.0434782608695652,0.633354148363685,0.42745247204694
0.608695652173913,0.347826086956522,0.0434782608695652,-27.6315257742535,-2.19667853345163,0.111171799221521,64.0360825695398,61.1092199721814,0.0434782608695652,0.570799335664309,0.395271328134176
0.565217391304348,0.391304347826087,0.0434782608695652,-27.5773120558588,-2.14246481505688,0.117365202694741,63.984199627741,61.1092199721814,0.0434782608695652,0.570799335664309,0.370573429300914
0.521739130434783,0.434782608695652,0.0434782608695652,-27.5458435656037,-2.11099632480182,0.121117234194751,63.9557785284653,61.1092199721814,0.0434782608695652,0.570799335664309,0.354924424118278
0.478260869565217,0.478260869565217,0.0434782608695652,-27.5355098926229,-2.10066265182104,0.122375309157629,63.9467106027412,61.1092199721814,0.0434782608695652,0.570799335664309,0.349541791264666
0.434782608695652,0.521739130434783,0.0434782608695652,-27.5458102937555,-2.11096305295359,0.121121264056025,63.9557756778647,61.1092199721814,0.0434782608695652,0.570799335664309,0.354892966284623
0.391304347826087,0.565217391304348,0.0434782608695652,-27.5772455125116,-2.14239827170968,0.117373012828027,63.9841937889531,61.1092199721814,0.0434782608695652,0.570799335664309,0.37051316828023
0.347826086956522,0.608695652173913,0.0434782608695652,-27.6314259596402,-2.19657871883828,0.111182896345494,64.0360734376181,61.1092199721814,0.0434782608695652,0.570799335664309,0.395186582379485
0.304347826086957,0.652173913043478,0.0434782608695652,-27.71144743287,-2.27660019206814,0.10263254517924,64.120074883545,61.1092199721814,0.0434782608695652,0.633097361213668,0.427347983017901
0.260869565217391,0.695652173913043,0.0434782608695652,-27.8227315134136,-2.3878842726117,0.0918237525350603,64.2536382466767,61.1092199721814,0.0434782608695652,0.720053882952798,0.465447740309401
0.217391304347826,0.739130434782609,0.0434782608695652,-27.9748680440243,-2.54002080322243,0.0788647591324832,64.4741591496928,61.1092199721814,0.0434782608695652,0.807010404691929,0.508151882808432
0.173913043478261,0.782608695652174,0.0434782608695652,-28.1860270774923,-2.75117983669043,0.0638524812472805,64.8734134218952,61.1092199721814,0.0434782608695652,0.893966926431059,0.554397429392804
0.130434782608696,0.826086956521739,0.0434782608695652,-28.4954352633795,-3.06058802257758,0.0468601323011921,65.7342063862549,61.1092199721814,0.0434782608695652,0.98092344817019,0.603370632452319
0.0869565217391304,0.869565217391304,0.0434782608695652,-29.0100393042667,-3.57519206346478,0.0280100455511689,68.3622120309983,61.1092199721814,0.0434782608695652,1.06787996990932,0.654459446541527
0.0434782608695652,0.91304347826087,0.0434782608695652,-30.2069746294292,-4.77212738862727,0.0084623582722225,87.2599483913202,61.1291459830918,0.0434782608695652,1.15483649164845,0.70720552239214
0.869565217391304,0.0434782608695652,0.0869565217391304,-29.0112217328278,-3.57637449202593,0.0279769452465394,68.3720914109823,61.1295286090117,0.0434782608695652,1.06813675705934,0.655060953719487
0.826086956521739,0.0869565217391304,0.0869565217391304,-27.8180866070325,-2.38323936623055,0.0922512573604735,41.6411810794642,28.1753156699356,0.0869565217391304,0.981180235320206,0.600866672709076
0.782608695652174,0.130434782608696,0.0869565217391304,-27.3075954312226,-1.87274819042068,0.153700682124712,37.1723291219967,28.1550070448723,0.0869565217391304,0.894223713581076,0.548213553581118
0.739130434782609,0.173913043478261,0.0869565217391304,-27.0026625803439,-1.56781533954199,0.208500187275052,35.631382705001,28.1550070448723,0.0869565217391304,0.807267191841945,0.497591076045949
0.695652173913043,0.217391304347826,0.0869565217391304,-26.7964032288874,-1.36155598808546,0.256261726382091,34.9032793151852,28.1550070448723,0.0869565217391304,0.720310670102815,0.449685550428366
0.652173913043478,0.260869565217391,0.0869565217391304,-26.6496687425533,-1.21482150175143,0.296762981239043,34.49922748843,28.1550070448723,0.0869565217391304,0.633354148363685,0.405461152566465
0.608695652173913,0.304347826086957,0.0869565217391304,-26.5443891141331,-1.10954187333118,0.329709975413412,34.2559841162229,28.1550070448723,0.0869565217391304,0.546397626624554,0.366253784813152
0.565217391304348,0.347826086956522,0.0869565217391304,-26.4711053270148,-1.03625808621291,0.354779756517561,34.1061816775808,28.1550070448723,0.0869565217391304,0.483842813925178,0.333835828233517
0.521739130434783,0.391304347826087,0.0869565217391304,-26.4245708005037,-0.989723559701815,0.371679423992423,34.0184589909025,28.1550070448723,0.0869565217391304,0.483842813925178,0.310342266228315
