"example_id","inp_file","design_block","dist_code","factor1","level1_code","factor2","level2_code","factor3","level3_code","factor4","level4_code","factor5","level5_code","K","G","h","theta_true","theta_CV","Nmin","Nmax","nsims","random.seed","od_mult","sigma","mean_nsamp","ln_sd","nb_size","N_range_label","p_lbound","p_ubound"
14,"hake_ex14.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"theta_CV",0,"G",0,3,2,0.03,1,0.2,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
15,"hake_ex15.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"theta_CV",0,"G",1,3,3,0.03,1,0.2,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
16,"hake_ex16.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"theta_CV",1,"G",-1,3,1,0.03,1,0.6,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
17,"hake_ex17.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"theta_CV",1,"G",0,3,2,0.03,1,0.6,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
18,"hake_ex18.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",0,"theta_CV",1,"G",1,3,3,0.03,1,0.6,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
19,"hake_ex19.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"theta_CV",-1,"G",-1,3,1,0.03,2,0,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
20,"hake_ex20.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"theta_CV",-1,"G",0,3,2,0.03,2,0,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
21,"hake_ex21.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"theta_CV",-1,"G",1,3,3,0.03,2,0,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
22,"hake_ex22.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"theta_CV",0,"G",-1,3,1,0.03,2,0.2,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
23,"hake_ex23.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"theta_CV",0,"G",0,3,2,0.03,2,0.2,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
24,"hake_ex24.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"theta_CV",0,"G",1,3,3,0.03,2,0.2,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
25,"hake_ex25.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"theta_CV",1,"G",-1,3,1,0.03,2,0.6,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
26,"hake_ex26.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"theta_CV",1,"G",0,3,2,0.03,2,0.6,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
27,"hake_ex27.inp","Poisson",1,"mean_nsamp",-1,"sigma",-1,"theta_true",1,"theta_CV",1,"G",1,3,3,0.03,2,0.6,50,100,5,2146764845,1,0.25,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
28,"hake_ex28.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"theta_CV",-1,"G",-1,3,1,0.03,0.5,0,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
29,"hake_ex29.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"theta_CV",-1,"G",0,3,2,0.03,0.5,0,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
30,"hake_ex30.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"theta_CV",-1,"G",1,3,3,0.03,0.5,0,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
31,"hake_ex31.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"theta_CV",0,"G",-1,3,1,0.03,0.5,0.2,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
32,"hake_ex32.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"theta_CV",0,"G",0,3,2,0.03,0.5,0.2,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
33,"hake_ex33.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"theta_CV",0,"G",1,3,3,0.03,0.5,0.2,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
34,"hake_ex34.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"theta_CV",1,"G",-1,3,1,0.03,0.5,0.6,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
35,"hake_ex35.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"theta_CV",1,"G",0,3,2,0.03,0.5,0.6,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
36,"hake_ex36.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",-1,"theta_CV",1,"G",1,3,3,0.03,0.5,0.6,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
37,"hake_ex37.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"theta_CV",-1,"G",-1,3,1,0.03,1,0,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
38,"hake_ex38.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"theta_CV",-1,"G",0,3,2,0.03,1,0,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
39,"hake_ex39.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"theta_CV",-1,"G",1,3,3,0.03,1,0,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
40,"hake_ex40.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"theta_CV",0,"G",-1,3,1,0.03,1,0.2,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
41,"hake_ex41.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"theta_CV",0,"G",0,3,2,0.03,1,0.2,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
42,"hake_ex42.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"theta_CV",0,"G",1,3,3,0.03,1,0.2,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
43,"hake_ex43.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"theta_CV",1,"G",-1,3,1,0.03,1,0.6,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
44,"hake_ex44.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"theta_CV",1,"G",0,3,2,0.03,1,0.6,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
45,"hake_ex45.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",0,"theta_CV",1,"G",1,3,3,0.03,1,0.6,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
46,"hake_ex46.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"theta_CV",-1,"G",-1,3,1,0.03,2,0,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
47,"hake_ex47.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"theta_CV",-1,"G",0,3,2,0.03,2,0,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
48,"hake_ex48.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"theta_CV",-1,"G",1,3,3,0.03,2,0,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
49,"hake_ex49.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"theta_CV",0,"G",-1,3,1,0.03,2,0.2,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
50,"hake_ex50.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"theta_CV",0,"G",0,3,2,0.03,2,0.2,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
51,"hake_ex51.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"theta_CV",0,"G",1,3,3,0.03,2,0.2,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
52,"hake_ex52.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"theta_CV",1,"G",-1,3,1,0.03,2,0.6,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
53,"hake_ex53.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"theta_CV",1,"G",0,3,2,0.03,2,0.6,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
54,"hake_ex54.inp","Poisson",1,"mean_nsamp",-1,"sigma",0,"theta_true",1,"theta_CV",1,"G",1,3,3,0.03,2,0.6,50,100,5,2146764845,1,0.5,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
55,"hake_ex55.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"theta_CV",-1,"G",-1,3,1,0.03,0.5,0,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
56,"hake_ex56.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"theta_CV",-1,"G",0,3,2,0.03,0.5,0,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
57,"hake_ex57.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"theta_CV",-1,"G",1,3,3,0.03,0.5,0,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
58,"hake_ex58.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"theta_CV",0,"G",-1,3,1,0.03,0.5,0.2,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
59,"hake_ex59.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"theta_CV",0,"G",0,3,2,0.03,0.5,0.2,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
60,"hake_ex60.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"theta_CV",0,"G",1,3,3,0.03,0.5,0.2,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
61,"hake_ex61.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"theta_CV",1,"G",-1,3,1,0.03,0.5,0.6,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
62,"hake_ex62.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"theta_CV",1,"G",0,3,2,0.03,0.5,0.6,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
63,"hake_ex63.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",-1,"theta_CV",1,"G",1,3,3,0.03,0.5,0.6,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
64,"hake_ex64.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"theta_CV",-1,"G",-1,3,1,0.03,1,0,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
65,"hake_ex65.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"theta_CV",-1,"G",0,3,2,0.03,1,0,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
66,"hake_ex66.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"theta_CV",-1,"G",1,3,3,0.03,1,0,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
67,"hake_ex67.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"theta_CV",0,"G",-1,3,1,0.03,1,0.2,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
68,"hake_ex68.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"theta_CV",0,"G",0,3,2,0.03,1,0.2,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
69,"hake_ex69.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"theta_CV",0,"G",1,3,3,0.03,1,0.2,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
70,"hake_ex70.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"theta_CV",1,"G",-1,3,1,0.03,1,0.6,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
71,"hake_ex71.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"theta_CV",1,"G",0,3,2,0.03,1,0.6,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
72,"hake_ex72.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",0,"theta_CV",1,"G",1,3,3,0.03,1,0.6,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
73,"hake_ex73.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"theta_CV",-1,"G",-1,3,1,0.03,2,0,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
74,"hake_ex74.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"theta_CV",-1,"G",0,3,2,0.03,2,0,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
75,"hake_ex75.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"theta_CV",-1,"G",1,3,3,0.03,2,0,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
76,"hake_ex76.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"theta_CV",0,"G",-1,3,1,0.03,2,0.2,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
77,"hake_ex77.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"theta_CV",0,"G",0,3,2,0.03,2,0.2,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
78,"hake_ex78.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"theta_CV",0,"G",1,3,3,0.03,2,0.2,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
79,"hake_ex79.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"theta_CV",1,"G",-1,3,1,0.03,2,0.6,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
80,"hake_ex80.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"theta_CV",1,"G",0,3,2,0.03,2,0.6,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
81,"hake_ex81.inp","Poisson",1,"mean_nsamp",-1,"sigma",1,"theta_true",1,"theta_CV",1,"G",1,3,3,0.03,2,0.6,50,100,5,2146764845,1,1,100,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
82,"hake_ex82.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"theta_CV",-1,"G",-1,3,1,0.03,0.5,0,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
83,"hake_ex83.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"theta_CV",-1,"G",0,3,2,0.03,0.5,0,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
84,"hake_ex84.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"theta_CV",-1,"G",1,3,3,0.03,0.5,0,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
85,"hake_ex85.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"theta_CV",0,"G",-1,3,1,0.03,0.5,0.2,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
86,"hake_ex86.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"theta_CV",0,"G",0,3,2,0.03,0.5,0.2,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
87,"hake_ex87.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"theta_CV",0,"G",1,3,3,0.03,0.5,0.2,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
88,"hake_ex88.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"theta_CV",1,"G",-1,3,1,0.03,0.5,0.6,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
89,"hake_ex89.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"theta_CV",1,"G",0,3,2,0.03,0.5,0.6,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
90,"hake_ex90.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",-1,"theta_CV",1,"G",1,3,3,0.03,0.5,0.6,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
91,"hake_ex91.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"theta_CV",-1,"G",-1,3,1,0.03,1,0,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
92,"hake_ex92.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"theta_CV",-1,"G",0,3,2,0.03,1,0,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
93,"hake_ex93.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"theta_CV",-1,"G",1,3,3,0.03,1,0,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
94,"hake_ex94.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"theta_CV",0,"G",-1,3,1,0.03,1,0.2,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
95,"hake_ex95.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"theta_CV",0,"G",0,3,2,0.03,1,0.2,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
96,"hake_ex96.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"theta_CV",0,"G",1,3,3,0.03,1,0.2,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
97,"hake_ex97.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"theta_CV",1,"G",-1,3,1,0.03,1,0.6,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
98,"hake_ex98.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"theta_CV",1,"G",0,3,2,0.03,1,0.6,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
99,"hake_ex99.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",0,"theta_CV",1,"G",1,3,3,0.03,1,0.6,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
100,"hake_ex100.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",1,"theta_CV",-1,"G",-1,3,1,0.03,2,0,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
101,"hake_ex101.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",1,"theta_CV",-1,"G",0,3,2,0.03,2,0,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
102,"hake_ex102.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",1,"theta_CV",-1,"G",1,3,3,0.03,2,0,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
103,"hake_ex103.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",1,"theta_CV",0,"G",-1,3,1,0.03,2,0.2,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
104,"hake_ex104.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",1,"theta_CV",0,"G",0,3,2,0.03,2,0.2,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
105,"hake_ex105.inp","Poisson",1,"mean_nsamp",0,"sigma",-1,"theta_true",1,"theta_CV",0,"G",1,3,3,0.03,2,0.2,50,100,5,2146764845,1,0.25,200,1,25,,"0.36, 0.01, 0.0","0.97, 0.59, 0.21"
