"p1","p2","p3","rmse_i","rmse_ii","rmse_iii","rmse_iv","N1"
0.928571428571429,0.0357142857142857,0.0357142857142857,0.0237463249533609,0.773168232432294,0.0237462720886375,0.0237462544041514,447
0.892857142857143,0.0714285714285714,0.0357142857142857,0.0175107833381539,0.0174971762633318,0.0175062585560473,0.0174963553055941,70
0.857142857142857,0.107142857142857,0.0357142857142857,0.0214817268862734,0.0214826518546021,0.0214816207108164,0.0214816369324125,333
0.821428571428571,0.142857142857143,0.0357142857142857,0.0133739188735672,0.013381397585352,0.0133810705221696,0.0133814558580725,220
0.785714285714286,0.178571428571429,0.0357142857142857,0.0450741554815154,0.0450716584382887,0.0450731966722521,0.045074130447935,246
0.75,0.214285714285714,0.0357142857142857,0.0764324800418013,0.0764328172202678,0.076433034639747,0.0764326791439844,562
0.714285714285714,0.25,0.0357142857142857,0.0433393861925071,0.0433397207623861,0.0433408202767848,0.0433399223016262,89
0.678571428571429,0.285714285714286,0.0357142857142857,0.084742883084995,0.0847454744719547,0.0847442883566719,0.0847430628451062,134
0.642857142857143,0.321428571428571,0.0357142857142857,0.277587956841233,0.0346938391199829,0.0346939174910772,0.0346939052629251,171
0.607142857142857,0.357142857142857,0.0357142857142857,0.0277899087821512,0.307174686123939,0.0277898999940159,0.0277897075027365,352
0.571428571428571,0.392857142857143,0.0357142857142857,0.0239100140284008,0.0239078962200391,0.0238876813048081,0.0239076813201063,155
0.535714285714286,0.428571428571429,0.0357142857142857,0.0645962080534879,0.0645962277248646,0.0646206360579934,0.064595740749487,87
0.5,0.464285714285714,0.0357142857142857,0.0194267465134047,0.0194247822492446,0.0194256150758453,0.0194260104721579,91
0.464285714285714,0.5,0.0357142857142857,0.0333535409730423,0.0333551483194546,0.0333524145158568,0.0333535735344674,163
0.428571428571429,0.535714285714286,0.0357142857142857,0.365381172695781,0.0341382621771163,0.034136762320127,0.0341375737848309,927
0.392857142857143,0.571428571428571,0.0357142857142857,0.0811671239305253,0.08116444097405,0.0811671040889497,0.0811671218756201,117
0.892857142857143,0.0357142857142857,0.0714285714285714,0.077151673688996,0.0771516749810459,0.0771516748242907,0.0771516749810459,72
0.857142857142857,0.0714285714285714,0.0714285714285714,0.060969630108529,0.647277812676331,0.0609698253595864,0.0609697890698211,302
0.821428571428571,0.107142857142857,0.0714285714285714,0.0670356191939052,0.0670346630897179,0.0670434925027826,0.0670334903038055,807
0.785714285714286,0.142857142857143,0.0714285714285714,0.0369095242066448,0.036910184835612,0.0369111576468986,0.0369101194118013,365
0.75,0.178571428571429,0.0714285714285714,0.0872836670517137,0.0872819289364375,0.0872839501124568,0.0872831797303152,196
0.714285714285714,0.214285714285714,0.0714285714285714,0.0862562162676595,0.614451804788759,0.0862562332932794,0.0862557825709825,370
0.678571428571429,0.25,0.0714285714285714,0.0797484724422643,0.0797486914571826,0.0797458110979982,0.0797492346413086,52
0.642857142857143,0.285714285714286,0.0714285714285714,0.207461989927604,0.207462763528363,0.207462793377664,0.20746202648787,332
0.607142857142857,0.321428571428571,0.0714285714285714,0.0295021416358209,0.0295015958505529,0.029501934508153,0.0295021620019588,680
0.571428571428571,0.357142857142857,0.0714285714285714,0.0724937267762939,0.0724915601103729,0.0724916813391198,0.0724916445385781,590
0.535714285714286,0.392857142857143,0.0714285714285714,0.0593572467806209,0.0593592500573327,0.0593591699562513,0.059357594377486,219
0.5,0.428571428571429,0.0714285714285714,0.0355985250572846,0.035599739101708,0.0355982464251466,0.0355982291606097,282
0.464285714285714,0.464285714285714,0.0714285714285714,0.205535977262977,0.205535602037704,0.205535652813757,0.205535628990327,943
0.428571428571429,0.5,0.0714285714285714,0.100317841402059,0.100316854718324,0.100317646881687,0.100317630362343,867
0.392857142857143,0.535714285714286,0.0714285714285714,0.0158524630120129,0.0158523835942321,0.0158519596506391,0.0158525899015213,81
0.357142857142857,0.571428571428571,0.0714285714285714,0.0820087619605273,0.489848634300016,0.082008814934076,0.0820088146200433,234
0.857142857142857,0.0357142857142857,0.107142857142857,0.0532178905611209,0.747444626302012,0.0532155658455016,0.0532177093209708,154
0.821428571428571,0.0714285714285714,0.107142857142857,0.0644029102486273,0.0644035932813829,0.064404686134464,0.0644033067677253,285
0.785714285714286,0.107142857142857,0.107142857142857,0.0140970472221896,0.0140998407038173,0.0140849424178967,0.0140992786506523,79
0.75,0.142857142857143,0.107142857142857,0.0562520582239785,0.0562551009268355,0.0562540033593052,0.0562542594793038,843
0.714285714285714,0.178571428571429,0.107142857142857,0.0503229196284589,0.0503201173891799,0.0503053630175801,0.0503199566736958,81
0.678571428571429,0.214285714285714,0.107142857142857,0.0349149516036066,0.0349004996907515,0.0349100954378296,0.0349127332956283,132
0.642857142857143,0.25,0.107142857142857,0.0364258191052769,0.541568177778331,0.0364258780963997,0.0364258789933118,925
0.607142857142857,0.285714285714286,0.107142857142857,0.394657566992419,0.0155121082377566,0.0155112720099039,0.0155124946462873,473
0.571428571428571,0.321428571428571,0.107142857142857,0.0193939812961398,0.0194229062725763,0.0194217402909621,0.0194240613345336,122
0.535714285714286,0.357142857142857,0.107142857142857,0.0503069457730274,0.487077917749495,0.0503056865724764,0.0503036740799047,157
0.5,0.392857142857143,0.107142857142857,0.0839503780439424,0.0839600012780113,0.0839524796332215,0.0839514352162586,86
0.464285714285714,0.428571428571429,0.107142857142857,0.038048199906208,0.0380484336616618,0.038048993584394,0.0380485165556925,927
0.428571428571429,0.464285714285714,0.107142857142857,0.0996639925086056,0.0996670586472243,0.099664992497177,0.0996650813455844,231
