"p1","p2","p3","p4","p5","rmse_i","rmse_ii","rmse_iii","rmse_iv","N1"
0.12,0.28,0.52,0.04,0.04,0.0542643124482356,0.0542643320324838,0.0542597170112696,0.0542661952286904,76
0.08,0.32,0.52,0.04,0.04,0.491578470509612,0.0523980882698372,0.0523977854833944,0.052398249808968,239
0.04,0.36,0.52,0.04,0.04,0.03372367201596,0.0337242440933825,0.0337262894989335,0.0337238442061164,216
0.32,0.04,0.56,0.04,0.04,0.0477046562886921,0.0477018903969225,0.0477023072707108,0.0477027835199955,225
0.28,0.08,0.56,0.04,0.04,0.0547073765682462,0.498317168076718,0.0547081234563773,0.0547074276250478,908
0.24,0.12,0.56,0.04,0.04,0.0396558180050482,0.0396561192195865,0.0396548276224486,0.039656930999619,99
0.2,0.16,0.56,0.04,0.04,0.0506317270479632,0.199674358934352,0.0506948886366462,0.0506310899201824,719
0.16,0.2,0.56,0.04,0.04,0.0501508377063237,0.0501510558227302,0.443260436232244,0.0501513935675897,658
0.12,0.24,0.56,0.04,0.04,0.104874681926078,0.104878191136687,0.104872310648569,0.104878925275811,86
0.08,0.28,0.56,0.04,0.04,0.0285329507375301,0.0285322353993302,0.0285319742266231,0.028532057441546,269
0.04,0.32,0.56,0.04,0.04,0.042520222886335,0.0425195122250442,0.0425499070864115,0.042520103288603,56
0.28,0.04,0.6,0.04,0.04,0.0786441447624503,0.0786424734740387,0.0786445803131541,0.0786443358494315,71
0.24,0.08,0.6,0.04,0.04,0.0479584603956735,0.0479601204264858,0.0479593572263938,0.0479584207387022,308
0.2,0.12,0.6,0.04,0.04,0.0185378207801393,0.018537618688562,0.077205201289918,0.0185377804321678,692
0.16,0.16,0.6,0.04,0.04,0.372208218171301,0.0272534159332347,0.0272543535891594,0.0272535574045105,928
0.12,0.2,0.6,0.04,0.04,0.0338014046629154,0.033801569942506,0.318471024523033,0.0338014202318257,788
0.08,0.24,0.6,0.04,0.04,0.0447368183204156,0.0447363869449115,0.0447371114367907,0.0447370729814572,358
0.04,0.28,0.6,0.04,0.04,0.0291531355496991,0.522149126299469,0.0291526331908711,0.0291530383589028,929
0.24,0.04,0.64,0.04,0.04,0.44542013253444,0.0258915054768311,0.0258919627218646,0.0258914204018711,101
0.2,0.08,0.64,0.04,0.04,0.0731910270866263,0.0731910418147121,0.0731893465033265,0.0731913941612694,89
0.16,0.12,0.64,0.04,0.04,0.116316049179062,0.116316369148342,0.116315906903214,0.116316503927313,76
0.12,0.16,0.64,0.04,0.04,0.0626588055895358,0.0626592899740248,0.0626604033002159,0.0626589225446263,101
0.08,0.2,0.64,0.04,0.04,0.0403153500127104,0.040318434077339,0.0403143117211978,0.0403170823352544,85
0.04,0.24,0.64,0.04,0.04,0.0655199686276002,0.0655198985647779,0.0655189025902065,0.0655198988312493,56
0.2,0.04,0.68,0.04,0.04,0.0533587458531435,0.0533596498650973,0.0533592704026122,0.0533591811787483,190
0.16,0.08,0.68,0.04,0.04,0.0177584244050367,0.0177580017846358,0.0177577768290276,0.0177581875086948,432
0.12,0.12,0.68,0.04,0.04,0.0124575085473898,0.012457547743173,0.0124578128357257,0.0124575019769498,854
0.08,0.16,0.68,0.04,0.04,0.0959278419692245,0.0959294591181125,0.0959296961716125,0.0959286347799898,401
0.04,0.2,0.68,0.04,0.04,0.0460337749636029,0.0460344188029993,0.0460362099324586,0.0460345863343261,449
0.16,0.04,0.72,0.04,0.04,0.0240880477189796,0.0240880221654026,0.0240881585442576,0.0240880084319377,323
0.12,0.08,0.72,0.04,0.04,0.0462976694963657,0.0462981480364346,0.0462982862369799,0.0462978624073732,105
0.08,0.12,0.72,0.04,0.04,0.028421203276393,0.0284222813600823,0.0284219628013214,0.0284223497947247,358
0.04,0.16,0.72,0.04,0.04,0.0695795811942605,0.0695793055816294,0.0695794152642851,0.069579521905282,134
0.12,0.04,0.76,0.04,0.04,0.0445744840778311,0.0445738980716121,0.0445744274580187,0.0445744060757896,446
0.08,0.08,0.76,0.04,0.04,0.121326007104825,0.0337135740292785,0.0337137343302434,0.0337135252972373,193
0.04,0.12,0.76,0.04,0.04,0.0145327836045295,0.01453240219333,0.0145325970580113,0.0145327811628877,161
0.08,0.04,0.8,0.04,0.04,0.101192885125388,0.021556992333043,0.0215568334699483,0.0215568748128813,677
0.04,0.08,0.8,0.04,0.04,0.0305672241443523,0.0305668013450571,0.030566795569624,0.0305668493332636,299
0.04,0.04,0.84,0.04,0.04,0.0190490468976599,0.0190490401579074,0.01904887183549,0.019049136775532,828
0.8,0.04,0.04,0.08,0.04,0.0950840974809153,0.0950830397509683,0.0950828534628237,0.0950828814923026,151
0.76,0.08,0.04,0.08,0.04,0.0821930227629908,0.082194374786054,0.0821930973436995,0.082192987728361,109
0.72,0.12,0.04,0.08,0.04,0.0479974163138556,0.0479944891283368,0.0479945131182203,0.0479954445552223,376
0.68,0.16,0.04,0.08,0.04,0.0383615921259805,0.0383629770245537,0.0383628757774328,0.0383633721936795,97
0.64,0.2,0.04,0.08,0.04,0.0244544102376301,0.0244543502791903,0.0244546210130488,0.0244543961837411,98
0.6,0.24,0.04,0.08,0.04,0.036350428449468,0.0363495901503067,0.0363482093069181,0.0363482152754161,539
0.56,0.28,0.04,0.08,0.04,0.0404458474001865,0.0404462488895891,0.0404472198919624,0.0404461448321254,381
0.52,0.32,0.04,0.08,0.04,0.102621046454911,0.102620803982753,0.102622402348843,0.102621554799549,107
0.48,0.36,0.04,0.08,0.04,0.0329758493060553,0.286216701119794,0.032975649181863,0.0329757760536914,690
