"mesh_id","sim_id","p1","p2","p3","rmse_i","L1_norm_i","Linf_norm_i","p_hat_i_1","p_hat_i_2","p_hat_i_3","rmse_ii","L1_norm_ii","Linf_norm_ii","p_hat_ii_1","p_hat_ii_2","p_hat_ii_3","rmse_iii","L1_norm_iii","Linf_norm_iii","p_hat_iii_1","p_hat_iii_2","p_hat_iii_3","rmse_iv","L1_norm_iv","Linf_norm_iv","p_hat_iv_1","p_hat_iv_2","p_hat_iv_3","rmse_v","L1_norm_v","Linf_norm_v","p_hat_v_1","p_hat_v_2","p_hat_v_3","N1","X1_1","X1_2","X1_3","N2","X2_1","X2_2","X2_3","N3","X3_1","X3_2","X3_3","N4","X4_1","X4_2","X4_3","N5","X5_1","X5_2","X5_3","N6","X6_1","X6_2","X6_3","N7","X7_1","X7_2","X7_3","N8","X8_1","X8_2","X8_3"
4,1,0.782608695652174,0.173913043478261,0.0434782608695652,0.0362298644666296,0.101885215990457,0.0509426079952284,0.752389482968739,0.224855651473489,0.0227548655577721,0.0182378142351165,0.0460731001225727,0.0230365500612863,0.781136057638033,0.196949593539547,0.0219143488224201,0.0389580839940312,0.107939639770649,0.0539698198853247,0.74602991428614,0.227882863363586,0.0260872223502747,0.04073937936324,0.115228100235597,0.0576140501177982,0.753694581280788,0.231527093596059,0.0147783251231527,0.0363453412472372,0.102203312700384,0.0511016563501922,0.752268161403911,0.225014699828453,0.0227171387676356,22,20,2,0,22,10,12,0,32,25,6,1,24,16,8,0,30,20,10,0,25,22,3,0,23,21,1,1,25,19,5,1
4,2,0.782608695652174,0.173913043478261,0.0434782608695652,0.045618146930227,0.122986758568671,0.0614933792843357,0.734966852202884,0.160061507643215,0.104971640153901,0.0299873992825558,0.0844790626962981,0.0422395313481491,0.764765004948806,0.14951720283348,0.0857177922177143,0.0300350399610283,0.0831659442911727,0.0415829721455864,0.76932039282687,0.145618374157979,0.0850612330151516,0.0357865245923879,0.0901042691324021,0.0450521345662011,0.737556561085973,0.176470588235294,0.085972850678733,0.0460022018302414,0.123939971470205,0.0619699857351022,0.734474518814567,0.160077234580765,0.105448246604667,28,10,18,0,29,16,10,3,30,29,1,0,25,19,5,1,28,26,1,1,28,16,2,10,28,26,0,2,25,21,2,2
4,3,0.782608695652174,0.173913043478261,0.0434782608695652,0.0135275528259104,0.0361820542382432,0.0180910271191216,0.764517668533052,0.177570785558063,0.0579115459088844,0.0529158507502104,0.146914895867041,0.0734574479335204,0.709151247718654,0.198267059438429,0.0925816928429174,0.0203466880637456,0.0575490766689205,0.0287745383344603,0.753834157317714,0.188332413643242,0.0578334290390438,0.0155830944240639,0.0394441954280592,0.0197220977140297,0.762886597938144,0.175257731958763,0.0618556701030928,0.0131307721033347,0.0366963877008397,0.0183481938504199,0.764260501801754,0.180610529641738,0.0551289685565079,16,13,1,2,26,25,1,0,25,19,6,0,21,15,4,2,30,25,5,0,17,11,2,4,32,20,8,4,27,20,7,0
4,4,0.782608695652174,0.173913043478261,0.0434782608695652,0.0942838913205038,0.265277011102333,0.132638505551167,0.649970190101007,0.228423469992539,0.121606339906454,0.109765032306784,0.271428375349965,0.135714187674982,0.646894507977192,0.176510747770999,0.176594744251809,0.0922567326520785,0.259736198862216,0.129868099431108,0.652740596221066,0.227999759785576,0.119259643993358,0.0995528600069162,0.280193236714976,0.140096618357488,0.642512077294686,0.231884057971014,0.1256038647343,0.0949669822922319,0.267505548532258,0.133752774266129,0.648855921386045,0.230266212442674,0.120877866171281,19,11,2,6,24,21,3,0,32,25,4,3,31,13,17,1,17,11,4,2,24,14,10,0,30,21,2,7,30,17,6,7
4,5,0.782608695652174,0.173913043478261,0.0434782608695652,0.0504129441554431,0.142522271669553,0.0712611358347766,0.853869831486951,0.136388987434984,0.00974118107806516,0.0306792592867348,0.0795820967298522,0.0397910483649261,0.8223997440171,0.16899516190367,0.00860509407923016,0.041766337332458,0.117951896225928,0.0589759481129639,0.841584643765138,0.147256775512769,0.0111585807220933,0.0481259085669905,0.135317368053941,0.0676586840269704,0.850267379679144,0.133689839572193,0.0160427807486631,0.0487501752666636,0.137870585730342,0.0689352928651709,0.851543988517345,0.138543492954063,0.00991251852859181,20,20,0,0,22,20,2,0,20,19,1,0,29,25,4,0,25,19,3,3,22,17,5,0,20,16,4,0,29,23,6,0
5,1,0.739130434782609,0.217391304347826,0.0434782608695652,0.0167533021768232,0.0451523845473404,0.0225761922736702,0.721617681421586,0.239967496621496,0.0384148219569176,0.0459472026992744,0.122394855445842,0.0611974277229211,0.677933007059688,0.266907583694985,0.0551594092453272,0.0273728934282235,0.069333230832338,0.0346666154161691,0.706877935620565,0.252057919763995,0.0410641446154402,0.023571947915325,0.0647993311036789,0.0323996655518394,0.706730769230769,0.240384615384615,0.0528846153846154,0.0252432603901561,0.0646604042516494,0.0323302021258248,0.709854200451923,0.249721506473651,0.0404242930744266,17,15,2,0,25,16,8,1,21,18,3,0,29,22,7,0,33,19,14,0,24,21,3,0,24,16,4,4,35,20,9,6
5,2,0.739130434782609,0.217391304347826,0.0434782608695652,0.0141528850941207,0.0375151607668142,0.0187575803834071,0.742461819055152,0.23281750045869,0.0247206804861581,0.020405983601786,0.055831605770002,0.0279158028850011,0.731507926942629,0.245307107232827,0.0231849658245439,0.0152664564607052,0.042963926051757,0.0214819630258785,0.726521034763017,0.238873267373705,0.0346056978632786,0.0162656745798832,0.0415019762845851,0.0207509881422925,0.740909090909091,0.236363636363636,0.0227272727272727,0.01467886318471,0.0371008739053013,0.0185504369526506,0.740336297445584,0.234735878637502,0.0249278239169146,33,24,9,0,30,19,10,1,25,19,6,0,25,23,1,1,27,21,6,0,24,20,4,0,26,21,4,1,30,16,12,2
5,3,0.739130434782609,0.217391304347826,0.0434782608695652,0.0239824467913597,0.0591826431166142,0.0295913215583071,0.7682788617577,0.217834198931042,0.0138869393112581,0.0280204719283878,0.0725166847429358,0.0362583423714679,0.734847552882796,0.253649646719294,0.0115028003979101,0.0222018034232008,0.0548734782238822,0.0274367391119411,0.766069966278482,0.217888511963894,0.0160415217576241,0.0265209587832074,0.0688569742278183,0.0344284871139091,0.769230769230769,0.221719457013575,0.00904977375565611,0.0245364194446233,0.0609740713001441,0.030487035650072,0.769617470432681,0.216499069103004,0.013883460464315,28,19,9,0,28,28,0,0,23,15,8,0,27,23,4,0,30,19,11,0,26,18,7,1,31,26,4,1,28,22,6,0
5,4,0.739130434782609,0.217391304347826,0.0434782608695652,0.0527284816203048,0.14802186588138,0.0740109329406897,0.665119501841919,0.246508455731235,0.0883720424268458,0.0577621524184736,0.16269926876318,0.0813496343815903,0.657780800401018,0.251633616776971,0.0905855828220108,0.070937328981591,0.198105341594173,0.0990526707970864,0.640077763985522,0.253148715658528,0.10677352035595,0.0527305877567536,0.148028311425682,0.0740141557128412,0.665116279069767,0.246511627906977,0.0883720930232558,0.0527310116381023,0.148029941205155,0.0740149706025773,0.665115464180031,0.246513519990362,0.0883710158296062,18,13,2,3,23,14,8,1,24,14,7,3,31,24,6,1,31,20,8,3,26,18,7,1,32,19,10,3,30,21,5,4
5,5,0.739130434782609,0.217391304347826,0.0434782608695652,0.0266520894663357,0.0720866658485774,0.0360433329242887,0.711561023918565,0.208917382287581,0.0795215937938539,0.168227398780381,0.446313023602882,0.223156511801441,0.515973922981168,0.400394800752725,0.0836312762661073,0.0125966338260515,0.0309930309739315,0.0154965154869658,0.738991794732749,0.20203342891072,0.058974776356531,0.0227614548627257,0.0595416577425572,0.0297708288712786,0.70935960591133,0.221674876847291,0.0689655172413793,0.0261029683298272,0.0698092528094642,0.0349046264047321,0.711271502287624,0.210345610438079,0.0783828872742973,21,21,0,0,24,24,0,0,24,11,5,8,26,20,6,0,29,20,7,2,26,12,13,1,24,9,12,3,29,27,2,0
6,1,0.695652173913043,0.260869565217391,0.0434782608695652,0.0240222786159029,0.0664926538690935,0.0332463269345468,0.706224212371608,0.227623238282845,0.0661525493455471,0.0356063774360349,0.0898263544245729,0.0449131772122865,0.692914258074086,0.218694303844062,0.0883914380818517,0.022325364564659,0.0553016738395475,0.0276508369197737,0.696278870175518,0.233218728297618,0.070502401526864,0.0253808796018017,0.07103490508267,0.035517452541335,0.708920187793427,0.225352112676056,0.0657276995305164,0.0247874185939943,0.0694554825754754,0.0347277412877377,0.708879358731301,0.226141823929654,0.0649788173390455,26,23,3,0,33,19,12,2,34,25,6,3,21,12,9,0,17,9,5,3,28,23,5,0,29,22,5,2,25,18,3,4
