comparison,term,rows_analyzed,residual_response_rank,manova_responses,dropped_responses,Df,Pillai,approx F,num Df,den Df,Pr(>F)
v_vs_i,design_block,48114,2,rmse;L1,Linf,2,0.0119571576066823,144.64661210003,4,96198,1.57801494248769e-123
v_vs_i,G,48114,2,rmse;L1,Linf,2,0.0218524099081671,265.672558872145,4,96198,1.68446484806407e-227
v_vs_i,theta_true,48114,2,rmse;L1,Linf,2,0.00265064715767582,31.9156679965926,4,96198,1.28232783122911e-26
v_vs_i,theta_CV,48114,2,rmse;L1,Linf,2,8.10646621091214e-05,0.974821807496878,4,96198,0.419812733674355
v_vs_i,sigma,48114,2,rmse;L1,Linf,2,0.0726304317437117,906.274332120266,4,96198,0
v_vs_i,mean_nsamp,48114,2,rmse;L1,Linf,2,0.0223177358134234,271.393639496324,4,96198,2.09508390298082e-232
v_vs_i,p1,48114,2,rmse;L1,Linf,1,1.14766285450327e-06,0.0276001756636454,2,48098,0.972777244474505
v_vs_i,p2,48114,2,rmse;L1,Linf,1,9.11000092668345e-05,2.1910637287841,2,48098,0.111808921489585
v_vs_i,Residuals,48114,2,rmse;L1,Linf,48099,,,,,
iii_vs_ii,design_block,48114,2,rmse;L1,Linf,2,0.00851722708574996,102.855548430879,4,96198,1.46159237609495e-87
iii_vs_ii,G,48114,2,rmse;L1,Linf,2,0.00529915637937506,63.8903130528875,4,96198,4.87382437459818e-54
iii_vs_ii,theta_true,48114,2,rmse;L1,Linf,2,0.00224930523641541,27.0777862447817,4,96198,1.71740940083513e-22
iii_vs_ii,theta_CV,48114,2,rmse;L1,Linf,2,8.45653875441762e-05,1.01692064201593,4,96198,0.396929314108696
iii_vs_ii,sigma,48114,2,rmse;L1,Linf,2,0.0183457329614003,222.645146630213,4,96198,1.40665865428624e-190
iii_vs_ii,mean_nsamp,48114,2,rmse;L1,Linf,2,0.00981780322737582,118.639016618512,4,96198,3.79977416178799e-101
iii_vs_ii,p1,48114,2,rmse;L1,Linf,1,4.13829573571622e-05,0.995259928281565,2,48098,0.369634967520353
iii_vs_ii,p2,48114,2,rmse;L1,Linf,1,0.000179332911655782,4.31355075402619,2,48098,0.0133911136816842
iii_vs_ii,Residuals,48114,2,rmse;L1,Linf,48099,,,,,
iv_vs_ii,design_block,48114,2,rmse;L1,Linf,2,0.00975264204817261,117.847745909785,4,96198,1.82307422336667e-100
iv_vs_ii,G,48114,2,rmse;L1,Linf,2,0.00421682207765708,50.8133667416651,4,96198,8.33651083147955e-43
iv_vs_ii,theta_true,48114,2,rmse;L1,Linf,2,0.00172964442000053,20.8165443492901,4,96198,3.59898359951658e-17
iv_vs_ii,theta_CV,48114,2,rmse;L1,Linf,2,7.79662999928009e-05,0.937561814951296,4,96198,0.440864886638108
iv_vs_ii,sigma,48114,2,rmse;L1,Linf,2,0.0229817290942158,279.561955488717,4,96198,2.08617414241e-239
iv_vs_ii,mean_nsamp,48114,2,rmse;L1,Linf,2,0.0137269148183548,166.203449257248,4,96198,4.50879995951181e-142
iv_vs_ii,p1,48114,2,rmse;L1,Linf,1,5.43003670894956e-05,1.30594044118063,2,48098,0.270927239246889
iv_vs_ii,p2,48114,2,rmse;L1,Linf,1,0.000209454615211938,5.03822932161579,2,48098,0.00648864440451035
iv_vs_ii,Residuals,48114,2,rmse;L1,Linf,48099,,,,,
v_vs_ii,design_block,48114,2,rmse;L1,Linf,2,0.00410154302455807,49.421381445721,4,96198,1.30501106421384e-41
v_vs_ii,G,48114,2,rmse;L1,Linf,2,0.00507911166365763,61.2305463686838,4,96198,9.4155840376286e-52
v_vs_ii,theta_true,48114,2,rmse;L1,Linf,2,0.00196954441497865,23.7066248292798,4,96198,1.26874602864596e-19
v_vs_ii,theta_CV,48114,2,rmse;L1,Linf,2,4.95631145115078e-05,0.595998831001409,4,96198,0.665522344767155
v_vs_ii,sigma,48114,2,rmse;L1,Linf,2,0.0314129303177444,383.760149251885,4,96198,0
v_vs_ii,mean_nsamp,48114,2,rmse;L1,Linf,2,0.00977172075968136,118.079418758767,4,96198,1.15186941987592e-100
v_vs_ii,p1,48114,2,rmse;L1,Linf,1,4.1340775925474e-05,0.994245423108977,2,48098,0.3700101388629
v_vs_ii,p2,48114,2,rmse;L1,Linf,1,0.000171943772737359,4.13578691336587,2,48098,0.0159957641633508
v_vs_ii,Residuals,48114,2,rmse;L1,Linf,48099,,,,,
iv_vs_iii,design_block,48114,2,rmse;L1,Linf,2,0.000868794486876267,10.4515766421483,4,96198,1.83727632125646e-08
iv_vs_iii,G,48114,2,rmse;L1,Linf,2,0.00649291611724315,78.3299881019248,4,96198,1.86343241647846e-66
iv_vs_iii,theta_true,48114,2,rmse;L1,Linf,2,0.00297885223845077,35.8733842097378,4,96198,5.31087245206324e-30
iv_vs_iii,theta_CV,48114,2,rmse;L1,Linf,2,0.000250220884933109,3.00922007095396,4,96198,0.0170837093311026
iv_vs_iii,sigma,48114,2,rmse;L1,Linf,2,0.00868340851163911,104.871135957632,4,96198,2.69146772746034e-89
iv_vs_iii,mean_nsamp,48114,2,rmse;L1,Linf,2,0.0103752494603064,125.410362847545,4,96198,5.64700932827702e-107
iv_vs_iii,p1,48114,2,rmse;L1,Linf,1,7.72844731995371e-06,0.185862866028936,2,48098,0.830388057903438
iv_vs_iii,p2,48114,2,rmse;L1,Linf,1,3.458261739279e-05,0.831706128254024,2,48098,0.435312224972775
iv_vs_iii,Residuals,48114,2,rmse;L1,Linf,48099,,,,,
v_vs_iii,design_block,48114,2,rmse;L1,Linf,2,0.0109217235739962,132.052113889039,4,96198,1.08589568690901e-112
v_vs_iii,G,48114,2,rmse;L1,Linf,2,0.00780470585080014,94.2173058585493,4,96198,3.97688439262953e-80
v_vs_iii,theta_true,48114,2,rmse;L1,Linf,2,0.000267473261802913,3.2167292994036,4,96198,0.0119484598024684
v_vs_iii,theta_CV,48114,2,rmse;L1,Linf,2,0.000265215545327694,3.18957359092883,4,96198,0.0125230946075672
v_vs_iii,sigma,48114,2,rmse;L1,Linf,2,0.0267431875933314,325.93846172582,4,96198,4.01540658353314e-279
v_vs_iii,mean_nsamp,48114,2,rmse;L1,Linf,2,0.000776402248702688,9.33966860994309,4,96198,1.52437614435287e-07
v_vs_iii,p1,48114,2,rmse;L1,Linf,1,9.69592786879778e-06,0.233179630209593,2,48098,0.792012186921064
v_vs_iii,p2,48114,2,rmse;L1,Linf,1,7.07539360371843e-06,0.170157344706013,2,48098,0.84353258862497
v_vs_iii,Residuals,48114,2,rmse;L1,Linf,48099,,,,,
v_vs_iv,design_block,48114,2,rmse;L1,Linf,2,0.0150780063647436,182.68653137587,4,96198,3.02546734669345e-156
v_vs_iv,G,48114,2,rmse;L1,Linf,2,0.00386106040831183,46.51809072403,4,96198,4.04009171801414e-39
v_vs_iv,theta_true,48114,2,rmse;L1,Linf,2,0.000357824451557382,4.30351952612173,4,96198,0.00175737635117393
v_vs_iv,theta_CV,48114,2,rmse;L1,Linf,2,8.7221819435193e-05,1.04886631526752,4,96198,0.380204510124297
v_vs_iv,sigma,48114,2,rmse;L1,Linf,2,0.010976370561426,132.716484565609,4,96198,2.91099598243028e-113
v_vs_iv,mean_nsamp,48114,2,rmse;L1,Linf,2,0.00305950776553807,36.846181593011,4,96198,7.81493378101368e-31
v_vs_iv,p1,48114,2,rmse;L1,Linf,1,8.47300003569719e-06,0.203768904392416,2,48098,0.815651546862781
v_vs_iv,p2,48114,2,rmse;L1,Linf,1,3.62968033343531e-05,0.872933508083725,2,48098,0.417730970234288
v_vs_iv,Residuals,48114,2,rmse;L1,Linf,48099,,,,,
