"GEN","Nsamp","rep","theta","nll_cond","theta_hat","hit_upper"
"DMpure",125,1,2.57191380905935,258.652359574995,10000,TRUE
"DMpure",125,1,4.64158883361278,258.458266903854,10000,TRUE
"DMpure",125,1,8.37677640068292,258.34366975222,10000,TRUE
"DMpure",125,1,15.1177507061566,258.277904553609,10000,TRUE
"DMpure",125,1,27.2833337648677,258.240760011146,10000,TRUE
"DMpure",125,1,49.2388263170673,258.219962172399,10000,TRUE
"DMpure",125,1,88.862381627434,258.208371953478,10000,TRUE
"DMpure",125,1,160.371874375133,258.201929554591,10000,TRUE
"DMpure",125,1,289.426612471675,258.198353607557,10000,TRUE
"DMpure",125,1,522.334507426684,258.196370266523,10000,TRUE
"DMpure",125,1,942.668455117885,258.195270709984,10000,TRUE
"DMpure",125,1,1701.25427985259,258.194661263609,10000,TRUE
"DMpure",125,1,3070.29062975785,258.194323514355,10000,TRUE
"DMpure",125,1,5541.0203300095,258.194136348087,10000,TRUE
"DMpure",125,1,10000,258.19403263554,10000,TRUE
"DMstrong",125,1,1e-06,292.587882302097,0.557040868921672,FALSE
"DMstrong",125,1,1.80472176682717e-06,290.226466812506,0.557040868921672,FALSE
"DMstrong",125,1,3.25702065565979e-06,287.865220462003,0.557040868921672,FALSE
"DMstrong",125,1,5.87801607227492e-06,285.504279245227,0.557040868921672,FALSE
"DMstrong",125,1,1.06081835513945e-05,283.143888334836,0.557040868921672,FALSE
"DMstrong",125,1,1.91448197616996e-05,280.784489354577,0.557040868921672,FALSE
"DMstrong",125,1,3.45510729459222e-05,278.426876570602,0.557040868921672,FALSE
"DMstrong",125,1,6.23550734127392e-05,276.072474536475,0.557040868921672,FALSE
"DMstrong",125,1,0.000112533558260077,273.723825582247,0.557040868921672,FALSE
"DMstrong",125,1,0.000203091762090474,271.385426599412,0.557040868921672,FALSE
"DMstrong",125,1,0.000366524123707963,269.065106156457,0.557040868921672,FALSE
"DMstrong",125,1,0.000661474064123015,266.776114519091,0.557040868921672,FALSE
"DMstrong",125,1,0.00119377664171444,264.539803196269,0.557040868921672,FALSE
"DMstrong",125,1,0.00215443469003188,262.387807094688,0.557040868921672,FALSE
"DMstrong",125,1,0.00388815518030809,260.360882227667,0.557040868921672,FALSE
"DMstrong",125,1,0.00701703828670383,258.500781659769,0.557040868921672,FALSE
"DMstrong",125,1,0.012663801734674,256.836207167766,0.557040868921672,FALSE
"DMstrong",125,1,0.0228546386413499,255.373535735465,0.557040868921672,FALSE
"DMstrong",125,1,0.0412462638290135,254.104284550142,0.557040868921672,FALSE
"DMstrong",125,1,0.0744380301325169,253.026579608288,0.557040868921672,FALSE
"DMstrong",125,1,0.13433993325989,252.163903477286,0.557040868921672,FALSE
"DMstrong",125,1,0.242446201708233,251.5652870795,0.557040868921672,FALSE
"DMstrong",125,1,0.437547937507418,251.278471700378,0.557040868921672,FALSE
"DMstrong",125,1,0.789652286849972,251.300941260062,0.557040868921672,FALSE
"DMstrong",125,1,1.425102670303,251.546856789786,0.557040868921672,FALSE
"DMstrong",125,1,2.57191380905935,251.878907885483,0.557040868921672,FALSE
"DMstrong",125,1,4.64158883361278,252.183338771701,0.557040868921672,FALSE
"DMstrong",125,1,8.37677640068292,252.410445206573,0.557040868921672,FALSE
"DMstrong",125,1,15.1177507061566,252.560154177727,0.557040868921672,FALSE
"DMstrong",125,1,27.2833337648677,252.651803971557,0.557040868921672,FALSE
"DMstrong",125,1,49.2388263170673,252.705536127298,0.557040868921672,FALSE
"DMstrong",125,1,88.862381627434,252.736267338045,0.557040868921672,FALSE
"DMstrong",125,1,160.371874375133,252.753599261487,0.557040868921672,FALSE
"DMstrong",125,1,289.426612471675,252.763297836071,0.557040868921672,FALSE
"DMstrong",125,1,522.334507426684,252.768701269917,0.557040868921672,FALSE
"DMstrong",125,1,942.668455117885,252.77170441128,0.557040868921672,FALSE
"DMstrong",125,1,1701.25427985259,252.773371255666,0.557040868921672,FALSE
"DMstrong",125,1,3070.29062975785,252.774295719108,0.557040868921672,FALSE
"DMstrong",125,1,5541.0203300095,252.77480822918,0.557040868921672,FALSE
"DMstrong",125,1,10000,252.775092295837,0.557040868921672,FALSE
"MN",250,1,1e-06,563.752006649954,3550.15220122674,FALSE
"MN",250,1,1.80472176682717e-06,561.390802338519,3550.15220122674,FALSE
"MN",250,1,3.25702065565979e-06,559.029936944938,3550.15220122674,FALSE
"MN",250,1,5.87801607227492e-06,556.669682725873,3550.15220122674,FALSE
"MN",250,1,1.06081835513945e-05,554.31052995288,3550.15220122674,FALSE
"MN",250,1,1.91448197616996e-05,551.953359938386,3550.15220122674,FALSE
"MN",250,1,3.45510729459222e-05,549.599751911263,3550.15220122674,FALSE
"MN",250,1,6.23550734127392e-05,547.25251959682,3550.15220122674,FALSE
"MN",250,1,0.000112533558260077,544.916625168077,3550.15220122674,FALSE
"MN",250,1,0.000203091762090474,542.600661164899,3550.15220122674,FALSE
"MN",250,1,0.000366524123707963,540.319032066682,3550.15220122674,FALSE
"MN",250,1,0.000661474064123015,538.094552875316,3550.15220122674,FALSE
"MN",250,1,0.00119377664171444,535.959988843439,3550.15220122674,FALSE
"MN",250,1,0.00215443469003188,533.955147905341,3550.15220122674,FALSE
"MN",250,1,0.00388815518030809,532.115992907772,3550.15220122674,FALSE
"MN",250,1,0.00701703828670383,530.458621128205,3550.15220122674,FALSE
"MN",250,1,0.012663801734674,528.970839595627,3550.15220122674,FALSE
"MN",250,1,0.0228546386413499,527.621237277572,3550.15220122674,FALSE
"MN",250,1,0.0412462638290135,526.378559634391,3550.15220122674,FALSE
"MN",250,1,0.0744380301325169,525.226800817816,3550.15220122674,FALSE
"MN",250,1,0.13433993325989,524.17066373949,3550.15220122674,FALSE
"MN",250,1,0.242446201708233,523.233800665332,3550.15220122674,FALSE
"MN",250,1,0.437547937507418,522.45023495372,3550.15220122674,FALSE
"MN",250,1,0.789652286849972,521.847263180082,3550.15220122674,FALSE
"MN",250,1,1.425102670303,521.426314237776,3550.15220122674,FALSE
"MN",250,1,2.57191380905935,521.158349378969,3550.15220122674,FALSE
"MN",250,1,4.64158883361278,520.999203561419,3550.15220122674,FALSE
"MN",250,1,8.37677640068292,520.908483702799,3550.15220122674,FALSE
"MN",250,1,15.1177507061566,520.857753890792,3550.15220122674,FALSE
"MN",250,1,27.2833337648677,520.829590232825,3550.15220122674,FALSE
"MN",250,1,49.2388263170673,520.813987586032,3550.15220122674,FALSE
"MN",250,1,88.862381627434,520.80534688077,3550.15220122674,FALSE
"MN",250,1,160.371874375133,520.80056122371,3550.15220122674,FALSE
"MN",250,1,289.426612471675,520.797910276611,3550.15220122674,FALSE
"MN",250,1,522.334507426684,520.796441648068,3550.15220122674,FALSE
"MN",250,1,942.668455117885,520.795627964369,3550.15220122674,FALSE
"MN",250,1,1701.25427985259,520.795177124324,3550.15220122674,FALSE
"MN",250,1,3070.29062975785,520.794927330222,3550.15220122674,FALSE
