"GEN","Nsamp","rep","FIT","conv","rmse_p","theta_hat","hit_upper","p1_hat","p2_hat","p3_hat"
"MN",125,114,"MN",TRUE,0.00864098759787714,NA,NA,0.212,0.292,0.496
"MN",125,114,"DM",TRUE,0.00864094773219364,10000,TRUE,0.211999971508052,0.292000144395155,0.495999884096793
"DMpure",125,114,"MN",TRUE,0.00864098759787715,NA,NA,0.204,0.288,0.508
"DMpure",125,114,"DM",TRUE,0.0085035007936712,12.0128143300665,FALSE,0.203754222239455,0.288228766880088,0.508017010880457
"DMstrong",125,114,"MN",TRUE,0.0791959594928933,NA,NA,0.184,0.404,0.412
"DMstrong",125,114,"DM",TRUE,0.0791953826174097,10000,TRUE,0.184000183195289,0.403999217454758,0.412000599349953
"MN",250,114,"MN",TRUE,0.012328828005938,NA,NA,0.184,0.302,0.514
"MN",250,114,"DM",TRUE,0.0123257874423126,369.649308078015,FALSE,0.184007049623054,0.30199175139882,0.514001198978125
"DMpure",250,114,"MN",TRUE,0.0216024689946929,NA,NA,0.17,0.32,0.51
"DMpure",250,114,"DM",TRUE,0.0215958533344342,10000,TRUE,0.170008296982276,0.319990311883724,0.510001391134
"DMstrong",250,114,"MN",TRUE,0.0999599919967984,NA,NA,0.306,0.328,0.366
"DMstrong",250,114,"DM",TRUE,0.0833202253746853,0.0537764284574602,FALSE,0.283707581766599,0.329966613604726,0.386325804628675
"MN",25,115,"MN",TRUE,0.0163299316185545,NA,NA,0.22,0.28,0.5
"MN",25,115,"DM",TRUE,0.0163304231168848,10000,TRUE,0.220001431973324,0.280000228156553,0.499998339870123
"DMpure",25,115,"MN",TRUE,0.101980390271856,NA,NA,0.34,0.26,0.4
"DMpure",25,115,"DM",TRUE,0.10198084876595,10000,TRUE,0.340000392380755,0.260000768335138,0.399998839284107
"DMstrong",25,115,"MN",TRUE,0.241660919471891,NA,NA,0.06,0.1,0.84
"DMstrong",25,115,"DM",TRUE,0.241659103331279,10000,TRUE,0.0600013569766807,0.100001232077607,0.839997410945712
"MN",125,115,"MN",TRUE,0.0534665004153691,NA,NA,0.184,0.244,0.572
"MN",125,115,"DM",TRUE,0.0543689547847793,1.34408206185642,FALSE,0.183718351603077,0.243062749467464,0.573218898929459
"DMpure",125,115,"MN",TRUE,0.0142361043360417,NA,NA,0.212,0.28,0.508
"DMpure",125,115,"DM",TRUE,0.0142356645389004,10000,TRUE,0.212002216897904,0.280000987799132,0.507996795302964
"DMstrong",125,115,"MN",TRUE,0.0933523790091429,NA,NA,0.328,0.208,0.464
"DMstrong",125,115,"DM",TRUE,0.0579033673453734,0.0462768500392613,FALSE,0.280944259271444,0.270261932649723,0.448793808078833
"MN",250,115,"MN",TRUE,0.0409226913419275,NA,NA,0.252,0.296,0.452
"MN",250,115,"DM",TRUE,0.0409225180491817,10000,TRUE,0.251999878530691,0.295999792547188,0.452000328922121
"DMpure",250,115,"MN",TRUE,0.00432049379893857,NA,NA,0.204,0.294,0.502
"DMpure",250,115,"DM",TRUE,0.00432655522113727,1.45413154842704,FALSE,0.20451625103167,0.294166790207322,0.501316958761008
"DMstrong",250,115,"MN",TRUE,0.0788416133777081,NA,NA,0.122,0.27,0.608
"DMstrong",250,115,"DM",TRUE,0.0724179646365325,0.0193347980934863,FALSE,0.194863289874409,0.213986454767299,0.591150255358293
"MN",25,116,"MN",TRUE,0.0432049379893858,NA,NA,0.16,0.28,0.56
"MN",25,116,"DM",TRUE,0.0432050525931523,10000,TRUE,0.159999193392712,0.280000822587837,0.559999984019451
"DMpure",25,116,"MN",TRUE,0.090921211313239,NA,NA,0.18,0.2,0.62
"DMpure",25,116,"DM",TRUE,0.0909201129879907,10000,TRUE,0.180000837034808,0.200000829084479,0.619998333880713
"DMstrong",25,116,"MN",TRUE,0.090921211313239,NA,NA,0.22,0.18,0.6
"DMstrong",25,116,"DM",TRUE,0.0909231105898851,10000,TRUE,0.22000061592586,0.179997421238007,0.600001962836133
"MN",125,116,"MN",TRUE,0.0279045993819418,NA,NA,0.164,0.332,0.504
"MN",125,116,"DM",TRUE,0.0279039330615888,10000,TRUE,0.164000594774934,0.33199885751701,0.504000547708056
"DMpure",125,116,"MN",TRUE,0.0130639452948436,NA,NA,0.184,0.316,0.5
"DMpure",125,116,"DM",TRUE,0.0130641982258725,10000,TRUE,0.18399986868872,0.316000488234709,0.499999643076571
"DMstrong",125,116,"MN",TRUE,0.0566627449623354,NA,NA,0.124,0.316,0.56
"DMstrong",125,116,"DM",TRUE,0.0586646099935574,0.148135943577272,FALSE,0.118410870604349,0.327767087125823,0.553822042269828
"MN",250,116,"MN",TRUE,0.00864098759787716,NA,NA,0.196,0.292,0.512
"MN",250,116,"DM",TRUE,0.00862739427397409,10000,TRUE,0.19598638385732,0.292028528558702,0.511985087583977
"DMpure",250,116,"MN",TRUE,0.0351378238749451,NA,NA,0.242,0.302,0.456
"DMpure",250,116,"DM",TRUE,0.0351380581484957,10000,TRUE,0.242000231621525,0.302000103828934,0.455999664549541
"DMstrong",250,116,"MN",TRUE,0.0486894923640272,NA,NA,0.15,0.366,0.484
"DMstrong",250,116,"DM",TRUE,0.0431562440301162,0.140747948530373,FALSE,0.161540186299875,0.360270425192235,0.478189388507891
"MN",25,117,"MN",TRUE,0.0653197264742181,NA,NA,0.2,0.38,0.42
"MN",25,117,"DM",TRUE,0.0653155837102713,10000,TRUE,0.199996750726775,0.379996550758222,0.420006698515002
"DMpure",25,117,"MN",TRUE,0.12328828005938,NA,NA,0.18,0.16,0.66
"DMpure",25,117,"DM",TRUE,0.125778496952589,1.45906529801647,FALSE,0.190517961179653,0.150913474255426,0.658568564564921
"DMstrong",25,117,"MN",TRUE,0.090921211313239,NA,NA,0.1,0.28,0.62
"DMstrong",25,117,"DM",TRUE,0.0909212883909289,10000,TRUE,0.0999998976642664,0.280000010641937,0.620000091693797
"MN",125,117,"MN",TRUE,0.0246576560118759,NA,NA,0.172,0.296,0.532
"MN",125,117,"DM",TRUE,0.0246569638076596,10000,TRUE,0.172000834294358,0.296000031853995,0.531999133851647
"DMpure",125,117,"MN",TRUE,0.0407921561087423,NA,NA,0.16,0.284,0.556
"DMpure",125,117,"DM",TRUE,0.0409531427441017,3.47773858949591,FALSE,0.160246604628491,0.28340080813861,0.556352587232899
"DMstrong",125,117,"MN",TRUE,0.0738286303995047,NA,NA,0.096,0.36,0.544
"DMstrong",125,117,"DM",TRUE,0.0191730932502306,0.0372088378388265,FALSE,0.172885426849965,0.313451459633197,0.513663113516838
"MN",250,117,"MN",TRUE,0.0197989898732233,NA,NA,0.222,0.274,0.504
"MN",250,117,"DM",TRUE,0.0197989753237261,10000,TRUE,0.222000067077536,0.274000069053509,0.503999863868954
"DMpure",250,117,"MN",TRUE,0.0283313724811677,NA,NA,0.218,0.322,0.46
"DMpure",250,117,"DM",TRUE,0.0283322204716534,10000,TRUE,0.218000891963185,0.32200032806808,0.459998779968735
"DMstrong",250,117,"MN",TRUE,0.137898513407506,NA,NA,0.18,0.478,0.342
"DMstrong",250,117,"DM",TRUE,0.138064312987912,2.52972842670153,FALSE,0.180534109003647,0.477984070597015,0.341481820399338
"MN",25,118,"MN",TRUE,0.0326598632371091,NA,NA,0.2,0.34,0.46
"MN",25,118,"DM",TRUE,0.0326586241079849,10000,TRUE,0.199998864648174,0.339999050046788,0.460002085305038
"DMpure",25,118,"MN",TRUE,0.058878405775519,NA,NA,0.22,0.22,0.56
"DMpure",25,118,"DM",TRUE,0.0588603585997073,10000,TRUE,0.220051167015697,0.22000816928887,0.559940663695433
"DMstrong",25,118,"MN",TRUE,0.133666251038423,NA,NA,0.24,0.44,0.32
"DMstrong",25,118,"DM",TRUE,0.160158443091006,0.336569758309331,FALSE,0.258965935294926,0.459906457073397,0.281127607631677
"MN",125,118,"MN",TRUE,0.0130639452948436,NA,NA,0.2,0.316,0.484
"MN",125,118,"DM",TRUE,0.0130640434714137,10000,TRUE,0.200000097125932,0.316000071678064,0.483999831196004
"DMpure",125,118,"MN",TRUE,0.0409226913419275,NA,NA,0.196,0.252,0.552
"DMpure",125,118,"DM",TRUE,0.0409238842319974,10000,TRUE,0.195999742437524,0.251998679746972,0.552001577815504
"DMstrong",125,118,"MN",TRUE,0.115562392960109,NA,NA,0.176,0.452,0.372
"DMstrong",125,118,"DM",TRUE,0.146059626744204,0.0410925302310233,FALSE,0.187277158228375,0.484907546074586,0.32781529569704
"MN",250,118,"MN",TRUE,0.0386091526281873,NA,NA,0.206,0.344,0.45
"MN",250,118,"DM",TRUE,0.0386092080354455,10000,TRUE,0.206000046393289,0.344000040634644,0.449999912972066
"DMpure",250,118,"MN",TRUE,0.0354400902933387,NA,NA,0.172,0.278,0.55
"DMpure",250,118,"DM",TRUE,0.0354666402605621,7.43987414288707,FALSE,0.172133616470636,0.277816403994949,0.550049979534416
"DMstrong",250,118,"MN",TRUE,0.03024345659257,NA,NA,0.236,0.262,0.502
"DMstrong",250,118,"DM",TRUE,0.0408815266803926,0.0710345109333877,FALSE,0.253821665514029,0.254803378319576,0.491374956166395
"MN",25,119,"MN",TRUE,0.0163299316185545,NA,NA,0.22,0.28,0.5
"MN",25,119,"DM",TRUE,0.0163304231168848,10000,TRUE,0.220001431973324,0.280000228156553,0.499998339870123
"DMpure",25,119,"MN",TRUE,0.0432049379893858,NA,NA,0.16,0.28,0.56
"DMpure",25,119,"DM",TRUE,0.0432047152949036,10000,TRUE,0.160002695592296,0.279996991417596,0.560000312990107
"DMstrong",25,119,"MN",TRUE,0.228619042659763,NA,NA,0.52,0.18,0.3
"DMstrong",25,119,"DM",TRUE,0.226734646788911,3.26899685199497,FALSE,0.517111421643816,0.182592311961895,0.300296266394288
"MN",125,119,"MN",TRUE,0.0172819751957543,NA,NA,0.184,0.292,0.524
"MN",125,119,"DM",TRUE,0.0172809387430792,10000,TRUE,0.184000077097357,0.292001582905507,0.523998339997136
"DMpure",125,119,"MN",TRUE,0.0149666295470958,NA,NA,0.216,0.304,0.48
"DMpure",125,119,"DM",TRUE,0.0149668166669554,10000,TRUE,0.215999795563163,0.30400065671253,0.479999547724308
"DMstrong",125,119,"MN",TRUE,0.0448998886412873,NA,NA,0.152,0.36,0.488
"DMstrong",125,119,"DM",TRUE,0.0448924597452937,1.53202883609501,FALSE,0.152863480822459,0.360400457905504,0.486736061272037
"MN",250,119,"MN",TRUE,0.0339411254969543,NA,NA,0.224,0.324,0.452
"MN",250,119,"DM",TRUE,0.0342263453378569,2.7108416947426,FALSE,0.224331016133739,0.324072114829841,0.451596869036421
"DMpure",250,119,"MN",TRUE,0.0114309521329882,NA,NA,0.206,0.31,0.484
"DMpure",250,119,"DM",TRUE,0.0113280954874195,0.780530965533933,FALSE,0.207760140245053,0.308257631002109,0.483982228752838
"DMstrong",250,119,"MN",TRUE,0.0361109401705356,NA,NA,0.216,0.334,0.45
"DMstrong",250,119,"DM",TRUE,0.0373878868188466,0.0750332342717995,FALSE,0.234668120643548,0.317240094468353,0.448091784888099
"MN",25,120,"MN",TRUE,0.12328828005938,NA,NA,0.18,0.46,0.36
"MN",25,120,"DM",TRUE,0.1247688086463,4.21326732339778,FALSE,0.178380457854227,0.462468367811023,0.359151174334749
"DMpure",25,120,"MN",TRUE,0.0748331477354788,NA,NA,0.18,0.22,0.6
"DMpure",25,120,"DM",TRUE,0.0787864656666407,1.65725979179801,FALSE,0.18586766226285,0.211352175477204,0.602780162259946
"DMstrong",25,120,"MN",TRUE,0.253508711224421,NA,NA,0.18,0.62,0.2
"DMstrong",25,120,"DM",TRUE,0.247833294913516,0.991485505995535,FALSE,0.164728577361722,0.619627363787114,0.215644058851164
"MN",125,120,"MN",TRUE,0.00864098759787716,NA,NA,0.192,0.296,0.512
"MN",125,120,"DM",TRUE,0.00864090023375981,10000,TRUE,0.192000087670147,0.296000031958368,0.511999880371485
"DMpure",125,120,"MN",TRUE,0.0427083130081252,NA,NA,0.164,0.36,0.476
"DMpure",125,120,"DM",TRUE,0.0427081375391879,10000,TRUE,0.163999776199927,0.359999700384423,0.47600052341565
"DMstrong",125,120,"MN",TRUE,0.064249513616836,NA,NA,0.284,0.228,0.488
"DMstrong",125,120,"DM",TRUE,0.066301496340915,0.896072721590437,FALSE,0.285976113003106,0.224609572902696,0.489414314094197
"MN",250,120,"MN",TRUE,0.0155777619273972,NA,NA,0.18,0.302,0.518
"MN",250,120,"DM",TRUE,0.0155753276509481,10000,TRUE,0.180002372852217,0.30200147473555,0.517996152412234
"DMpure",250,120,"MN",TRUE,0.0163299316185545,NA,NA,0.2,0.28,0.52
"DMpure",250,120,"DM",TRUE,0.0163294946482791,10000,TRUE,0.199999690549346,0.280000689904226,0.519999619546428
"DMstrong",250,120,"MN",TRUE,0.17968861956173,NA,NA,0.448,0.224,0.328
"DMstrong",250,120,"DM",TRUE,0.196146646357738,0.0300602524715761,FALSE,0.45770108040705,0.260047576671135,0.282251342921815
"MN",25,121,"MN",TRUE,0.058878405775519,NA,NA,0.26,0.32,0.42
"MN",25,121,"DM",TRUE,0.0588784930796376,10000,TRUE,0.260000005345566,0.320000146725918,0.419999847928516
"DMpure",25,121,"MN",TRUE,0.129614813968157,NA,NA,0.38,0.18,0.44
"DMpure",25,121,"DM",TRUE,0.128772183488411,11.213965568276,FALSE,0.378973824073707,0.181363635431666,0.439662540494627
"DMstrong",25,121,"MN",TRUE,0.127540843131393,NA,NA,0.3,0.12,0.58
"DMstrong",25,121,"DM",TRUE,0.120538891558906,1.31052504626237,FALSE,0.295879630767342,0.12999561616867,0.574124753063988
"MN",125,121,"MN",TRUE,0.0493153120237518,NA,NA,0.256,0.236,0.508
"MN",125,121,"DM",TRUE,0.0493153560636448,10000,TRUE,0.256000178736062,0.236000028664483,0.507999792599455
"DMpure",125,121,"MN",TRUE,0.0457238085319527,NA,NA,0.144,0.356,0.5
"DMpure",125,121,"DM",TRUE,0.0457235642135257,10000,TRUE,0.14400032178796,0.355999723332452,0.499999954879588
"DMstrong",125,121,"MN",TRUE,0.199919983993597,NA,NA,0.412,0.356,0.232
"DMstrong",125,121,"DM",TRUE,0.166208365766713,0.0561751676881909,FALSE,0.385872917593404,0.33166801606375,0.282459066342846
"MN",250,121,"MN",TRUE,0.0268824602048746,NA,NA,0.22,0.318,0.462
"MN",250,121,"DM",TRUE,0.0268825120640104,10000,TRUE,0.220000009253553,0.318000065099938,0.46199992564651
"DMpure",250,121,"MN",TRUE,0.0243857882108958,NA,NA,0.222,0.312,0.466
"DMpure",250,121,"DM",TRUE,0.0243855098578583,10000,TRUE,0.221999775970506,0.311999830045132,0.466000393984362
"DMstrong",250,121,"MN",TRUE,0.0342150064542836,NA,NA,0.246,0.29,0.464
"DMstrong",250,121,"DM",TRUE,0.0348504495988416,0.943237944760196,FALSE,0.247255747658158,0.288496543303858,0.464247709037984
"MN",25,122,"MN",TRUE,0.0432049379893857,NA,NA,0.26,0.26,0.48
"MN",25,122,"DM",TRUE,0.043206128431048,10000,TRUE,0.260001631065236,0.259998809317727,0.479999559617037
"DMpure",25,122,"MN",TRUE,0.0848528137423857,NA,NA,0.26,0.36,0.38
"DMpure",25,122,"DM",TRUE,0.0867084742254804,1.49929445591738,FALSE,0.253916802730856,0.368421224557657,0.377661972711487
"DMstrong",25,122,"MN",TRUE,0.127540843131393,NA,NA,0.28,0.12,0.6
"DMstrong",25,122,"DM",TRUE,0.127541866976041,10000,TRUE,0.280000874917634,0.119998538413104,0.600000586669262
"MN",125,122,"MN",TRUE,0.0481109828071166,NA,NA,0.212,0.352,0.436
"MN",125,122,"DM",TRUE,0.0481051722386627,10000,TRUE,0.211996673122609,0.351994949857548,0.436008377019843
"DMpure",125,122,"MN",TRUE,0.0149666295470958,NA,NA,0.204,0.316,0.48
"DMpure",125,122,"DM",TRUE,0.0149667392350923,10000,TRUE,0.20400010575116,0.316000066304068,0.479999827944772
"DMstrong",125,122,"MN",TRUE,0.226909673658925,NA,NA,0.508,0.224,0.268
"DMstrong",125,122,"DM",TRUE,0.205591995587795,0.0502426291355276,FALSE,0.473234739416824,0.249459258109613,0.277306002473563
"MN",250,122,"MN",TRUE,0.0188325958557674,NA,NA,0.192,0.282,0.526
"MN",250,122,"DM",TRUE,0.0184594187082879,1.72412417262163,FALSE,0.191953253576947,0.282516104380405,0.525530642042648
"DMpure",250,122,"MN",TRUE,0.0145143607047182,NA,NA,0.186,0.32,0.494
"DMpure",250,122,"DM",TRUE,0.0145132101522364,10000,TRUE,0.185998883957776,0.319997729465838,0.494003386576387
"DMstrong",250,122,"MN",TRUE,0.0851038581185757,NA,NA,0.148,0.232,0.62
"DMstrong",250,122,"DM",TRUE,0.0878212165174477,0.119057624988306,FALSE,0.133692550741935,0.242206812996073,0.624100636261993
"MN",25,123,"MN",TRUE,0.0282842712474619,NA,NA,0.16,0.32,0.52
"MN",25,123,"DM",TRUE,0.028283555604302,10000,TRUE,0.160001012076059,0.31999997125148,0.51999901667246
"DMpure",25,123,"MN",TRUE,0.14142135623731,NA,NA,0.1,0.5,0.4
"DMpure",25,123,"DM",TRUE,0.14142073424183,10000,TRUE,0.100001242157957,0.499999120363411,0.399999637478632
"DMstrong",25,123,"MN",TRUE,0.0748331477354788,NA,NA,0.28,0.2,0.52
"DMstrong",25,123,"DM",TRUE,0.0589575873682773,0.532015477900953,FALSE,0.253483595973007,0.217863036305836,0.528653367721158
"MN",125,123,"MN",TRUE,0.0246576560118759,NA,NA,0.228,0.304,0.468
"MN",125,123,"DM",TRUE,0.0246530952290603,10000,TRUE,0.227994368796942,0.30400001380862,0.468005617394439
"DMpure",125,123,"MN",TRUE,0.00979795897113271,NA,NA,0.212,0.288,0.5
"DMpure",125,123,"DM",TRUE,0.00979263177107361,10000,TRUE,0.211995724084869,0.288008774272161,0.49999550164297
"DMstrong",125,123,"MN",TRUE,0.156256199876997,NA,NA,0.108,0.52,0.372
"DMstrong",125,123,"DM",TRUE,0.137279345954038,0.0451280761054386,FALSE,0.12422762925002,0.492683921506848,0.383088449243133
"MN",250,123,"MN",TRUE,0.0176635217326557,NA,NA,0.218,0.306,0.476
"MN",250,123,"DM",TRUE,0.0176642993854866,10000,TRUE,0.218000872534756,0.306000152059776,0.475998975405468
"DMpure",250,123,"MN",TRUE,0.0228619042659763,NA,NA,0.18,0.332,0.488
"DMpure",250,123,"DM",TRUE,0.0228583572097992,10000,TRUE,0.180001529504346,0.331994748992043,0.488003721503611
"DMstrong",250,123,"MN",TRUE,0.0230362033908947,NA,NA,0.174,0.33,0.496
"DMstrong",250,123,"DM",TRUE,0.0383917152948129,0.0431561811080859,FALSE,0.163632346843909,0.353097019755635,0.483270633400456
"MN",25,124,"MN",TRUE,0.0748331477354788,NA,NA,0.18,0.22,0.6
"MN",25,124,"DM",TRUE,0.0748366014666735,10000,TRUE,0.179992033018681,0.220001003975654,0.600006963005665
"DMpure",25,124,"MN",TRUE,0.0748331477354788,NA,NA,0.18,0.4,0.42
"DMpure",25,124,"DM",TRUE,0.0748324630769721,10000,TRUE,0.180000638075956,0.399998933387933,0.420000428536111
"DMstrong",25,124,"MN",TRUE,0.283313724811677,NA,NA,0.58,0.22,0.2
"DMstrong",25,124,"DM",TRUE,0.260103323795474,0.212509045544484,FALSE,0.55345473052145,0.211493514797155,0.235051754681395
"MN",125,124,"MN",TRUE,0.0113137084989848,NA,NA,0.184,0.308,0.508
"MN",125,124,"DM",FALSE,0.0113136047083348,10000,TRUE,0.18400014678234,0.307999995034385,0.507999858183275
"DMpure",125,124,"MN",TRUE,0.0284722086720835,NA,NA,0.176,0.34,0.484
"DMpure",125,124,"DM",TRUE,0.0284721053102392,10000,TRUE,0.175999046320672,0.339999706080093,0.484001247599235
"DMstrong",125,124,"MN",TRUE,0.176846449403619,NA,NA,0.104,0.548,0.348
"DMstrong",125,124,"DM",TRUE,0.177531929144047,1.10809933829413,FALSE,0.104829452617836,0.548789905798906,0.346380641583258
"MN",250,124,"MN",TRUE,0.0032659863237109,NA,NA,0.204,0.3,0.496
"MN",250,124,"DM",TRUE,0.00327783928197984,1244.93714004741,FALSE,0.204006121197201,0.300016738958964,0.495977139843835
"DMpure",250,124,"MN",TRUE,0.0185472369909914,NA,NA,0.174,0.31,0.516
"DMpure",250,124,"DM",TRUE,0.018547242654655,10000,TRUE,0.173999987961076,0.310000031749935,0.515999980288989
"DMstrong",250,124,"MN",TRUE,0.0127540843131393,NA,NA,0.182,0.31,0.508
"DMstrong",250,124,"DM",TRUE,0.0129850887021483,0.18879292895906,FALSE,0.182637652849233,0.313860987178803,0.503501359971964
"MN",25,125,"MN",TRUE,0.101980390271856,NA,NA,0.24,0.4,0.36
"MN",25,125,"DM",TRUE,0.0918008922521781,0.742329724534988,FALSE,0.226136869617561,0.397062186556896,0.376800943825543
"DMpure",25,125,"MN",TRUE,0,NA,NA,0.2,0.3,0.5
"DMpure",25,125,"DM",TRUE,7.57019033310678e-07,10000,TRUE,0.200001019467372,0.299999207191353,0.499999773341275
"DMstrong",25,125,"MN",TRUE,0.0979795897113271,NA,NA,0.2,0.18,0.62
"DMstrong",25,125,"DM",TRUE,0.0979786138727903,10000,TRUE,0.199999751056985,0.180001319624945,0.619998929318071
"MN",125,125,"MN",TRUE,0.0474411916657525,NA,NA,0.14,0.304,0.556
"MN",125,125,"DM",TRUE,0.0474410242106357,10000,TRUE,0.140000205307241,0.304000000330214,0.555999794362546
"DMpure",125,125,"MN",TRUE,0.0311555238547944,NA,NA,0.24,0.296,0.464
"DMpure",125,125,"DM",TRUE,0.0311530230924454,10000,TRUE,0.240002927157355,0.295985738672816,0.464011334169829
"DMstrong",125,125,"MN",TRUE,0.121720992437624,NA,NA,0.108,0.472,0.42
"DMstrong",125,125,"DM",TRUE,0.122564626596149,1.13962062760977,FALSE,0.104995019262185,0.473055952150077,0.421949028587738
"MN",250,125,"MN",TRUE,0.0157480157480236,NA,NA,0.186,0.322,0.492
"MN",250,125,"DM",TRUE,0.0157481569804173,10000,TRUE,0.186000073519695,0.322000237115297,0.491999689365008
"DMpure",250,125,"MN",TRUE,0.0170489491367259,NA,NA,0.186,0.324,0.49
"DMpure",250,125,"DM",TRUE,0.0170379096017849,8702.70482977727,FALSE,0.186011408286239,0.323984734985907,0.490003856727853
"DMstrong",250,125,"MN",TRUE,0.133356664625357,NA,NA,0.224,0.126,0.65
"DMstrong",250,125,"DM",TRUE,0.134417993588282,0.937328599201857,FALSE,0.225355115798958,0.124165664498224,0.650479219702818
"MN",25,126,"MN",TRUE,0.0864098759787715,NA,NA,0.28,0.34,0.38
"MN",25,126,"DM",TRUE,0.0864100039297996,10000,TRUE,0.280000430562009,0.339999669101049,0.379999900336942
"DMpure",25,126,"MN",TRUE,0.0489897948556636,NA,NA,0.2,0.24,0.56
"DMpure",25,126,"DM",TRUE,0.0471718099672388,3.01021309271622,FALSE,0.201196261822303,0.241637726217883,0.557166011959814
"DMstrong",25,126,"MN",TRUE,0.220907220343745,NA,NA,0.18,0.04,0.78
"DMstrong",25,126,"DM",TRUE,0.22090541706046,10000,TRUE,0.180000897499835,0.0400017144913882,0.779997388008777
"MN",125,126,"MN",TRUE,0.0172819751957543,NA,NA,0.192,0.284,0.524
"MN",125,126,"DM",TRUE,0.0172818228678666,10000,TRUE,0.192000370862096,0.283999900751726,0.523999728386178
"DMpure",125,126,"MN",TRUE,0.0181842422626478,NA,NA,0.224,0.28,0.496
"DMpure",125,126,"DM",TRUE,0.0181843024179386,10000,TRUE,0.224000108566093,0.279999984888775,0.495999906545132
"DMstrong",125,126,"MN",TRUE,0.0698188131284589,NA,NA,0.172,0.396,0.432
"DMstrong",125,126,"DM",TRUE,0.0660016335419161,0.154432458743919,FALSE,0.192680197132112,0.384246121160294,0.423073681707594
"MN",250,126,"MN",TRUE,0.0058878405775519,NA,NA,0.198,0.294,0.508
"MN",250,126,"DM",TRUE,0.00588919768107028,10000,TRUE,0.198000014727835,0.293998277262445,0.50800170800972
"DMpure",250,126,"MN",TRUE,0.0188325958557674,NA,NA,0.226,0.292,0.482
"DMpure",250,126,"DM",TRUE,0.0188326329281007,10000,TRUE,0.225999991867822,0.292000245226452,0.481999762905726
"DMstrong",250,126,"MN",TRUE,0.158391918985787,NA,NA,0.168,0.508,0.324
"DMstrong",250,126,"DM",TRUE,0.146959385802308,0.0520053916936917,FALSE,0.165058784962959,0.49489643774594,0.340044777291102
"MN",25,127,"MN",TRUE,0.0864098759787715,NA,NA,0.28,0.18,0.54
"MN",25,127,"DM",TRUE,0.0864115472104066,10000,TRUE,0.280000720030633,0.179997472308553,0.540001807660814
"DMpure",25,127,"MN",TRUE,0.101980390271856,NA,NA,0.24,0.4,0.36
"DMpure",25,127,"DM",TRUE,0.101986286261468,10000,TRUE,0.24000391306449,0.400004581134483,0.359991505801027
"DMstrong",25,127,"MN",TRUE,0.0864098759787714,NA,NA,0.24,0.18,0.58
"DMstrong",25,127,"DM",TRUE,0.0867455298245022,23.0916845639662,FALSE,0.240113720033885,0.179542206144857,0.580344073821258
"MN",125,127,"MN",TRUE,0.0311555238547945,NA,NA,0.204,0.26,0.536
"MN",125,127,"DM",TRUE,0.0311543567417102,10000,TRUE,0.204005168889031,0.259999259250048,0.535995571860921
"DMpure",125,127,"MN",TRUE,0.0246576560118759,NA,NA,0.196,0.332,0.472
"DMpure",125,127,"DM",TRUE,0.0246577115027258,10000,TRUE,0.196000161271737,0.332000003904652,0.47199983482361
"DMstrong",125,127,"MN",TRUE,0.119242050748327,NA,NA,0.204,0.444,0.352
"DMstrong",125,127,"DM",TRUE,0.13114261942899,0.0900064268985721,FALSE,0.23482625030235,0.440345960683695,0.324827789013955
"MN",250,127,"MN",TRUE,0.0333466640010662,NA,NA,0.168,0.286,0.546
"MN",250,127,"DM",TRUE,0.0333529716803483,10000,TRUE,0.168009185987406,0.285977546589974,0.54601326742262
"DMpure",250,127,"MN",TRUE,0.0176635217326557,NA,NA,0.206,0.318,0.476
"DMpure",250,127,"DM",TRUE,0.0176856550391048,1264.10673057129,FALSE,0.206010756757532,0.318020241556082,0.475969001686387
"DMstrong",250,127,"MN",TRUE,0.0855258245599928,NA,NA,0.282,0.182,0.536
"DMstrong",250,127,"DM",TRUE,0.125187677818115,0.0321497805904053,FALSE,0.320311858082432,0.127364185557871,0.552323956359697
"MN",25,128,"MN",TRUE,0.0432049379893858,NA,NA,0.16,0.28,0.56
"MN",25,128,"DM",TRUE,0.0432036298407855,10000,TRUE,0.160001842637104,0.279999816153132,0.559998341209764
"DMpure",25,128,"MN",TRUE,0.0432049379893858,NA,NA,0.18,0.26,0.56
"DMpure",25,128,"DM",TRUE,0.0432068888342668,10000,TRUE,0.179995411377656,0.260001142428009,0.560003446194335
"DMstrong",25,128,"MN",TRUE,0.0864098759787715,NA,NA,0.16,0.22,0.62
"DMstrong",25,128,"DM",TRUE,0.0864082280543492,10000,TRUE,0.160001017962295,0.220001321584612,0.619997660453093
"MN",125,128,"MN",TRUE,0.0214165045389453,NA,NA,0.224,0.272,0.504
"MN",125,128,"DM",TRUE,0.0214169485578877,10000,TRUE,0.224000318357682,0.27199930747554,0.504000374166778
"DMpure",125,128,"MN",TRUE,0.0195959179422654,NA,NA,0.2,0.324,0.476
"DMpure",125,128,"DM",TRUE,0.0195952187236444,10000,TRUE,0.200000178622911,0.323999054323626,0.476000767053463
"DMstrong",125,128,"MN",TRUE,0.148629292761106,NA,NA,0.156,0.5,0.344
"DMstrong",125,128,"DM",TRUE,0.145235414966882,0.358405828626621,FALSE,0.156506952592137,0.495589138621237,0.347903908786626
"MN",250,128,"MN",TRUE,0.0155777619273972,NA,NA,0.222,0.29,0.488
"MN",250,128,"DM",TRUE,0.0155779442621403,10000,TRUE,0.222000301789281,0.289999129865179,0.48800056834554
