"GEN","Nsamp","rep","FIT","conv","rmse_p","theta_hat","hit_upper","p1_hat","p2_hat","p3_hat"
"MN",250,43,"MN",TRUE,0.00282842712474619,NA,NA,0.202,0.302,0.496
"MN",250,43,"DM",TRUE,0.00282858849207241,10000,TRUE,0.2020000409774,0.30200018722957,0.49599977179303
"DMpure",250,43,"MN",TRUE,0.00979795897113272,NA,NA,0.188,0.312,0.5
"DMpure",250,43,"DM",TRUE,0.00979699345378248,10000,TRUE,0.188001105082699,0.311998740056354,0.500000154860948
"DMstrong",250,43,"MN",TRUE,0.0489897948556636,NA,NA,0.26,0.24,0.5
"DMstrong",250,43,"DM",TRUE,0.024699818260245,0.0146109936158353,FALSE,0.217187388622028,0.317741961887384,0.465070649490588
"MN",25,44,"MN",TRUE,0.0326598632371091,NA,NA,0.2,0.34,0.46
"MN",25,44,"DM",TRUE,0.0462657863502934,0.519537898945645,FALSE,0.17910623154294,0.364143926136475,0.456749842320586
"DMpure",25,44,"MN",TRUE,0.058878405775519,NA,NA,0.28,0.28,0.44
"DMpure",25,44,"DM",TRUE,0.0588921262268655,10000,TRUE,0.280017222443175,0.280000308830259,0.439982468726566
"DMstrong",25,44,"MN",TRUE,0.198662192343351,NA,NA,0.04,0.18,0.78
"DMstrong",25,44,"DM",TRUE,0.198660854646195,10000,TRUE,0.0400017997038664,0.180000013451068,0.779998186845065
"MN",125,44,"MN",TRUE,0.0439393521420909,NA,NA,0.216,0.24,0.544
"MN",125,44,"DM",TRUE,0.0439413140444391,10000,TRUE,0.216000828461117,0.239997290278315,0.544001881260568
"DMpure",125,44,"MN",TRUE,0.0321662348848395,NA,NA,0.212,0.332,0.456
"DMpure",125,44,"DM",TRUE,0.0321660277522602,10000,TRUE,0.211999828794835,0.331999863150744,0.456000308054421
"DMstrong",125,44,"MN",TRUE,0.147981980885061,NA,NA,0.116,0.176,0.708
"DMstrong",125,44,"DM",TRUE,0.149081775974356,0.186241242253446,FALSE,0.0965825910601116,0.192596500231482,0.710820908708406
"MN",250,44,"MN",TRUE,0.0262805377925694,NA,NA,0.21,0.326,0.464
"MN",250,44,"DM",TRUE,0.0262805223995454,10000,TRUE,0.210000010437951,0.325999972681342,0.464000016880707
"DMpure",250,44,"MN",TRUE,0.00816496580927727,NA,NA,0.2,0.31,0.49
"DMpure",250,44,"DM",TRUE,0.00817514479561972,1345.54872539843,FALSE,0.200016128951387,0.310004392442402,0.489979478606211
"DMstrong",250,44,"MN",TRUE,0.128291335119199,NA,NA,0.164,0.164,0.672
"DMstrong",250,44,"DM",TRUE,0.131318558772349,0.19653074004682,FALSE,0.166434878557071,0.158599493410323,0.674965628032607
"MN",25,45,"MN",TRUE,0.0711805216802087,NA,NA,0.26,0.2,0.54
"MN",25,45,"DM",TRUE,0.071180174037978,10000,TRUE,0.260000390342282,0.200000586024678,0.53999902363304
"DMpure",25,45,"MN",TRUE,0.0432049379893858,NA,NA,0.16,0.28,0.56
"DMpure",25,45,"DM",TRUE,0.0432046734133231,10000,TRUE,0.160001855737838,0.279998109032484,0.560000035229678
"DMstrong",25,45,"MN",TRUE,0.203960780543711,NA,NA,0.4,0.38,0.22
"DMstrong",25,45,"DM",TRUE,0.221902512918979,0.45928607335522,FALSE,0.403057343963541,0.405683475723162,0.191259180313297
"MN",125,45,"MN",TRUE,0.0577811964800545,NA,NA,0.212,0.364,0.424
"MN",125,45,"DM",TRUE,0.0577811829383013,10000,TRUE,0.212000019052821,0.363999971256966,0.424000009690213
"DMpure",125,45,"MN",TRUE,0.0293938769133982,NA,NA,0.164,0.3,0.536
"DMpure",125,45,"DM",TRUE,0.0293524763820242,10000,TRUE,0.164017362914274,0.300066777379876,0.53591585970585
"DMstrong",125,45,"MN",TRUE,0.105122151170277,NA,NA,0.216,0.164,0.62
"DMstrong",125,45,"DM",TRUE,0.0859123217523104,0.0671571754676621,FALSE,0.203462429110562,0.193090844640578,0.603446726248861
"MN",250,45,"MN",TRUE,0.0172819751957543,NA,NA,0.176,0.316,0.508
"MN",250,45,"DM",TRUE,0.0172819872393831,10000,TRUE,0.175999994216216,0.316000054916186,0.507999950867598
"DMpure",250,45,"MN",TRUE,0.0141421356237309,NA,NA,0.21,0.28,0.51
"DMpure",250,45,"DM",TRUE,0.0141412084197486,10000,TRUE,0.209999139120364,0.280001311265851,0.509999549613785
"DMstrong",250,45,"MN",TRUE,0.109264205788843,NA,NA,0.266,0.388,0.346
"DMstrong",250,45,"DM",TRUE,0.104202187832737,0.15471823643233,FALSE,0.265368001556378,0.381694372191037,0.352937626252585
"MN",25,46,"MN",TRUE,0.0326598632371091,NA,NA,0.16,0.3,0.54
"MN",25,46,"DM",TRUE,0.0326594310688505,10000,TRUE,0.160000288651822,0.300000481292417,0.539999230055762
"DMpure",25,46,"MN",TRUE,0.0282842712474619,NA,NA,0.16,0.32,0.52
"DMpure",25,46,"DM",TRUE,0.0282828119418698,10000,TRUE,0.160002063771469,0.319998647898651,0.51999928832988
"DMstrong",25,46,"MN",TRUE,0.090921211313239,NA,NA,0.18,0.2,0.62
"DMstrong",25,46,"DM",TRUE,0.0832992400571512,0.181103036627075,FALSE,0.121158574585896,0.263617234421734,0.615224190992369
"MN",125,46,"MN",TRUE,0.00864098759787715,NA,NA,0.208,0.304,0.488
"MN",125,46,"DM",TRUE,0.00864086124827448,10000,TRUE,0.208000745079728,0.303998863879621,0.488000391040652
"DMpure",125,46,"MN",TRUE,0.0299332590941915,NA,NA,0.232,0.26,0.508
"DMpure",125,46,"DM",TRUE,0.0299347013115659,10000,TRUE,0.232004225984126,0.259999415113111,0.507996358902762
"DMstrong",125,46,"MN",TRUE,0.107480230740355,NA,NA,0.052,0.344,0.604
"DMstrong",125,46,"DM",TRUE,0.0912835344486024,0.018621121581586,FALSE,0.0767298907654159,0.328432861630773,0.594837247603811
"MN",250,46,"MN",TRUE,0.0226274169979695,NA,NA,0.216,0.316,0.468
"MN",250,46,"DM",TRUE,0.0226270003509419,10000,TRUE,0.215999793507199,0.315999617264762,0.468000589228039
"DMpure",250,46,"MN",TRUE,0.0145143607047182,NA,NA,0.206,0.314,0.48
"DMpure",250,46,"DM",TRUE,0.0145144311921694,10000,TRUE,0.20599981253615,0.314000233625368,0.479999953838482
"DMstrong",250,46,"MN",TRUE,0.0422374241638858,NA,NA,0.154,0.29,0.556
"DMstrong",250,46,"DM",TRUE,0.0297559065426749,0.055851611591133,FALSE,0.173809268263869,0.284570724948168,0.541620006787964
"MN",25,47,"MN",TRUE,0.0489897948556636,NA,NA,0.2,0.24,0.56
"MN",25,47,"DM",TRUE,0.0489882367155774,10000,TRUE,0.199999862959563,0.240001976844415,0.559998160196022
"DMpure",25,47,"MN",TRUE,0.058878405775519,NA,NA,0.28,0.28,0.44
"DMpure",25,47,"DM",TRUE,0.0511190180538091,0.663148770961831,FALSE,0.271754168256389,0.271754135535386,0.456491696208225
"DMstrong",25,47,"MN",TRUE,0.155777619273972,NA,NA,0.18,0.5,0.32
"DMstrong",25,47,"DM",TRUE,0.16694235997277,0.26760364610187,FALSE,0.117117695943551,0.532889630960907,0.349992673095542
"MN",125,47,"MN",TRUE,0.0149666295470958,NA,NA,0.216,0.304,0.48
"MN",125,47,"DM",TRUE,0.014967023679979,10000,TRUE,0.216000570500587,0.303999881602604,0.479999547896809
"DMpure",125,47,"MN",TRUE,0.045254833995939,NA,NA,0.168,0.364,0.468
"DMpure",125,47,"DM",TRUE,0.0452544444944647,10000,TRUE,0.167999866952933,0.363999449159994,0.468000683887073
"DMstrong",125,47,"MN",TRUE,0.0772183052563747,NA,NA,0.092,0.34,0.568
"DMstrong",125,47,"DM",TRUE,0.0572591988509104,0.109576507168512,FALSE,0.122502709468537,0.318412685741194,0.559084604790269
"MN",250,47,"MN",TRUE,0.0283313724811677,NA,NA,0.208,0.33,0.462
"MN",250,47,"DM",TRUE,0.0283315677542876,10000,TRUE,0.208000941970237,0.329999606850313,0.461999451179451
"DMpure",250,47,"MN",TRUE,0.0157480157480236,NA,NA,0.222,0.292,0.486
"DMpure",250,47,"DM",TRUE,0.0149129166182019,1.16785652804565,FALSE,0.220710015580413,0.293096667757476,0.486193316662111
"DMstrong",250,47,"MN",TRUE,0.0878179936004006,NA,NA,0.268,0.176,0.556
"DMstrong",250,47,"DM",TRUE,0.0722816257351847,0.0725547573267286,FALSE,0.249489685445017,0.197795307004612,0.552715007550371
"MN",25,48,"MN",TRUE,0.0489897948556636,NA,NA,0.14,0.36,0.5
"MN",25,48,"DM",TRUE,0.043695438456966,2.16734767528438,FALSE,0.147324884330869,0.35431855415086,0.498356561518271
"DMpure",25,48,"MN",TRUE,0.0282842712474619,NA,NA,0.16,0.32,0.52
"DMpure",25,48,"DM",TRUE,0.0282836796574568,10000,TRUE,0.160000836634609,0.319999577290827,0.519999586074565
"DMstrong",25,48,"MN",TRUE,0.160831174424198,NA,NA,0.42,0.24,0.34
"DMstrong",25,48,"DM",TRUE,0.160830751661235,10000,TRUE,0.419998129087445,0.240005069469327,0.339996801443229
"MN",125,48,"MN",TRUE,0.00326598632371091,NA,NA,0.2,0.304,0.496
"MN",125,48,"DM",TRUE,0.00327133997749175,10000,TRUE,0.199999774597983,0.304006669556265,0.495993555845753
"DMpure",125,48,"MN",TRUE,0.0290287214094363,NA,NA,0.188,0.34,0.472
"DMpure",125,48,"DM",TRUE,0.0290300850604528,10000,TRUE,0.187996269640462,0.340002624009791,0.472001106349747
"DMstrong",125,48,"MN",TRUE,0.0748331477354788,NA,NA,0.12,0.4,0.48
"DMstrong",125,48,"DM",TRUE,0.0515847498476145,0.0807982351621801,FALSE,0.15781757421848,0.372636938626764,0.469545487154756
"MN",250,48,"MN",TRUE,0.0345639503915086,NA,NA,0.232,0.316,0.452
"MN",250,48,"DM",TRUE,0.0341776855047005,1.03830625836263,FALSE,0.232392256271118,0.31487198381121,0.452735759917672
"DMpure",250,48,"MN",TRUE,0.0269814751264641,NA,NA,0.162,0.316,0.522
"DMpure",250,48,"DM",TRUE,0.0269969975273442,16.9405054963193,FALSE,0.161982444748884,0.315966421173167,0.522051134077949
"DMstrong",250,48,"MN",TRUE,0.0584465567848098,NA,NA,0.15,0.268,0.582
"DMstrong",250,48,"DM",TRUE,0.0626221983646551,0.0341290736293604,FALSE,0.194956409933306,0.225950055850652,0.579093534216042
"MN",25,49,"MN",TRUE,0.0282842712474619,NA,NA,0.18,0.28,0.54
"MN",25,49,"DM",TRUE,0.0282790964840214,10000,TRUE,0.180002479399312,0.280004838844527,0.53999268175616
"DMpure",25,49,"MN",TRUE,0.058878405775519,NA,NA,0.12,0.36,0.52
"DMpure",25,49,"DM",TRUE,0.0588811915433397,10000,TRUE,0.119995635517871,0.360001390330465,0.520002974151665
"DMstrong",25,49,"MN",TRUE,0.058878405775519,NA,NA,0.28,0.24,0.48
"DMstrong",25,49,"DM",TRUE,0.0586885640501345,50.4999992788336,FALSE,0.279784815755508,0.240300807765748,0.479914376478744
"MN",125,49,"MN",TRUE,0.0376651917115348,NA,NA,0.152,0.344,0.504
"MN",125,49,"DM",TRUE,0.0376655371072893,10000,TRUE,0.151999593341775,0.344000447048993,0.503999959609232
"DMpure",125,49,"MN",TRUE,0.0359258495608199,NA,NA,0.2,0.344,0.456
"DMpure",125,49,"DM",TRUE,0.0359244125188579,10000,TRUE,0.200001401227721,0.343997539359632,0.456001059412647
"DMstrong",125,49,"MN",TRUE,0.215629311551097,NA,NA,0.46,0.308,0.232
"DMstrong",125,49,"DM",TRUE,0.213795429121441,0.251000386830236,FALSE,0.453270792893708,0.316379139073405,0.230350068032886
"MN",250,49,"MN",TRUE,0.0247116706571342,NA,NA,0.166,0.31,0.524
"MN",250,49,"DM",TRUE,0.0247121804799612,10000,TRUE,0.16599920805252,0.310000581239094,0.524000210708387
"DMpure",250,49,"MN",TRUE,0.0310268700752536,NA,NA,0.19,0.342,0.468
"DMpure",250,49,"DM",TRUE,0.0310270891840244,10000,TRUE,0.189999925435968,0.342000297772794,0.467999776791238
"DMstrong",250,49,"MN",TRUE,0.123946224898811,NA,NA,0.152,0.178,0.67
"DMstrong",250,49,"DM",TRUE,0.125768004141889,0.28686965506846,FALSE,0.152821352486632,0.175073271719007,0.672105375794362
"MN",25,50,"MN",TRUE,0.032659863237109,NA,NA,0.24,0.3,0.46
"MN",25,50,"DM",TRUE,0.0326602865975315,10000,TRUE,0.240000184897597,0.300000667213472,0.459999147888931
"DMpure",25,50,"MN",TRUE,0.0282842712474619,NA,NA,0.22,0.26,0.52
"DMpure",25,50,"DM",TRUE,0.0282839052772774,10000,TRUE,0.220000503200114,0.260000517569675,0.51999897923021
"DMstrong",25,50,"MN",TRUE,0.226862660362314,NA,NA,0.52,0.16,0.32
"DMstrong",25,50,"DM",TRUE,0.219866818188132,0.8791044049633,FALSE,0.509886258060831,0.167192970649782,0.322920771289386
"MN",125,50,"MN",TRUE,0.0142361043360418,NA,NA,0.208,0.312,0.48
"MN",125,50,"DM",TRUE,0.0142352808438294,10000,TRUE,0.208000215733515,0.311998712159012,0.480001072107473
"DMpure",125,50,"MN",TRUE,0.0228619042659763,NA,NA,0.228,0.3,0.472
"DMpure",125,50,"DM",TRUE,0.0228621913452613,10000,TRUE,0.228000290399081,0.300000122399201,0.471999587201718
"DMstrong",125,50,"MN",TRUE,0.058878405775519,NA,NA,0.18,0.24,0.58
"DMstrong",125,50,"DM",TRUE,0.0579520810081615,0.275400567987738,FALSE,0.168234177464447,0.250454592255711,0.581311230279842
"MN",250,50,"MN",TRUE,0.0195959179422654,NA,NA,0.224,0.276,0.5
"MN",250,50,"DM",TRUE,0.0195976754429802,10000,TRUE,0.22400143122879,0.275997126313831,0.500001442457379
"DMpure",250,50,"MN",TRUE,0.0192527054375916,NA,NA,0.18,0.326,0.494
"DMpure",250,50,"DM",TRUE,0.0192539670123939,10000,TRUE,0.179999179302677,0.326001918000963,0.49399890269636
"DMstrong",250,50,"MN",TRUE,0.0406283972938469,NA,NA,0.146,0.344,0.51
"DMstrong",250,50,"DM",TRUE,0.0195369849396664,0.0179319935482748,FALSE,0.225834993269836,0.295565162904387,0.478599843825777
"MN",25,51,"MN",TRUE,0.032659863237109,NA,NA,0.24,0.26,0.5
"MN",25,51,"DM",TRUE,0.0326597978795237,10000,TRUE,0.240000333902032,0.260000494007618,0.49999917209035
"DMpure",25,51,"MN",TRUE,0.101980390271856,NA,NA,0.34,0.26,0.4
"DMpure",25,51,"DM",TRUE,0.101091295607874,9.73460591145193,FALSE,0.338648299286834,0.260869589776689,0.400482110936478
"DMstrong",25,51,"MN",TRUE,0.256645020732269,NA,NA,0.26,0.58,0.16
"DMstrong",25,51,"DM",TRUE,0.256645483180228,10000,TRUE,0.259998730812785,0.580001393110197,0.159999876077019
"MN",125,51,"MN",TRUE,0.0353270434653114,NA,NA,0.164,0.288,0.548
"MN",125,51,"DM",TRUE,0.0353258659923035,10000,TRUE,0.164000523793514,0.288001346532972,0.547998129673513
"DMpure",125,51,"MN",TRUE,0.0142361043360418,NA,NA,0.188,0.32,0.492
"DMpure",125,51,"DM",TRUE,0.0142354915056854,10000,TRUE,0.188000429149588,0.319999126558528,0.492000444291884
"DMstrong",125,51,"MN",TRUE,0.160432748111683,NA,NA,0.184,0.504,0.312
"DMstrong",125,51,"DM",TRUE,0.164893189722663,0.115422132256445,FALSE,0.158524155223126,0.51947005806459,0.322005786712284
"MN",250,51,"MN",TRUE,0.0241660919471892,NA,NA,0.234,0.286,0.48
"MN",250,51,"DM",TRUE,0.0241312638672375,10000,TRUE,0.233949237851732,0.286035992425709,0.480014769722558
"DMpure",250,51,"MN",TRUE,0.00816496580927727,NA,NA,0.19,0.3,0.51
"DMpure",250,51,"DM",TRUE,0.00817024774932962,5784.32399204213,FALSE,0.189988888539934,0.300009291332632,0.510001820127434
"DMstrong",250,51,"MN",TRUE,0.0401331118487798,NA,NA,0.22,0.244,0.536
"DMstrong",250,51,"DM",TRUE,0.0392073091529624,0.168841974435173,FALSE,0.224631272557832,0.244663497322785,0.530705230119383
"MN",25,52,"MN",TRUE,0.0711805216802088,NA,NA,0.16,0.4,0.44
"MN",25,52,"DM",TRUE,0.0711805011511066,10000,TRUE,0.160001398097962,0.399999797828199,0.439998804073838
"DMpure",25,52,"MN",TRUE,0.107082522694727,NA,NA,0.06,0.32,0.62
"DMpure",25,52,"DM",TRUE,0.107081424792029,10000,TRUE,0.0600013466110321,0.320000025797439,0.619998627591529
"DMstrong",25,52,"MN",TRUE,0.12328828005938,NA,NA,0.06,0.46,0.48
"DMstrong",25,52,"DM",TRUE,0.123288626382133,10000,TRUE,0.060002592332919,0.460002439743016,0.479994967924065
"MN",125,52,"MN",TRUE,0.0401331118487798,NA,NA,0.164,0.28,0.556
"MN",125,52,"DM",TRUE,0.0401348925706876,10000,TRUE,0.163998258017112,0.279999287693651,0.556002454289237
"DMpure",125,52,"MN",TRUE,0.0117756811551038,NA,NA,0.188,0.316,0.496
"DMpure",125,52,"DM",TRUE,0.0117766635182513,10000,TRUE,0.188000166316794,0.316001801619719,0.495998032063487
"DMstrong",125,52,"MN",TRUE,0.0847270126150254,NA,NA,0.232,0.384,0.384
"DMstrong",125,52,"DM",TRUE,0.084632087530048,2.32244896729341,FALSE,0.233150729426747,0.38302211122551,0.383827159347743
"MN",250,52,"MN",TRUE,0.0269814751264641,NA,NA,0.162,0.316,0.522
"MN",250,52,"DM",TRUE,0.0269818732493722,5.30520994853575,FALSE,0.161984112613074,0.316157249794394,0.521858637592532
"DMpure",250,52,"MN",TRUE,0.0310268700752536,NA,NA,0.19,0.342,0.468
"DMpure",250,52,"DM",TRUE,0.0310271651375924,10000,TRUE,0.190000052229047,0.342000355615221,0.467999592155733
"DMstrong",250,52,"MN",TRUE,0.0850568437379772,NA,NA,0.218,0.188,0.594
"DMstrong",250,52,"DM",TRUE,0.0824285669960647,0.113127774195006,FALSE,0.20521657224924,0.196538882898687,0.598244544852073
"MN",25,53,"MN",TRUE,0.0432049379893857,NA,NA,0.22,0.24,0.54
"MN",25,53,"DM",TRUE,0.039511140461585,0.623006868908641,FALSE,0.22952635482073,0.244153479138634,0.526320166040636
"DMpure",25,53,"MN",TRUE,0.0748331477354788,NA,NA,0.3,0.22,0.48
"DMpure",25,53,"DM",TRUE,0.0748303246090558,10000,TRUE,0.299990979941747,0.219992526266605,0.480016493791648
"DMstrong",25,53,"MN",TRUE,0.0993310961716756,NA,NA,0.06,0.36,0.58
"DMstrong",25,53,"DM",TRUE,0.0993300982042521,10000,TRUE,0.0600013976023052,0.359999495754807,0.579999106642888
"MN",125,53,"MN",TRUE,0.0427083130081253,NA,NA,0.176,0.264,0.56
"MN",125,53,"DM",TRUE,0.042708623598442,10000,TRUE,0.1759995898179,0.263999944385213,0.560000465796887
"DMpure",125,53,"MN",TRUE,0.0344093010681705,NA,NA,0.204,0.256,0.54
"DMpure",125,53,"DM",TRUE,0.0330310353599879,1.16423765065003,FALSE,0.20258457969046,0.258315088225798,0.539100332083743
"DMstrong",125,53,"MN",TRUE,0.211584498487011,NA,NA,0.172,0.056,0.772
"DMstrong",125,53,"DM",TRUE,0.204108633111777,0.167772010630046,FALSE,0.153301913949779,0.0766610462851563,0.770037039765064
"MN",250,53,"MN",TRUE,0.00326598632371091,NA,NA,0.2,0.304,0.496
"MN",250,53,"DM",TRUE,0.00354180819818018,1.22050376275285,FALSE,0.198688881370454,0.30484212520145,0.496468993428096
"DMpure",250,53,"MN",TRUE,0.00909212113132391,NA,NA,0.188,0.302,0.51
"DMpure",250,53,"DM",TRUE,0.00909214173936277,10000,TRUE,0.187999840908932,0.302000367249033,0.509999791842035
"DMstrong",250,53,"MN",TRUE,0.0996527303522922,NA,NA,0.164,0.436,0.4
"DMstrong",250,53,"DM",TRUE,0.0872427972869349,0.0395944145783381,FALSE,0.195702214016002,0.408934216395548,0.395363569588449
"MN",25,54,"MN",TRUE,0.0163299316185545,NA,NA,0.2,0.32,0.48
"MN",25,54,"DM",TRUE,0.0163291364193215,10000,TRUE,0.19999879592633,0.319999628093468,0.480001575980202
"DMpure",25,54,"MN",TRUE,0.0979795897113271,NA,NA,0.08,0.3,0.62
"DMpure",25,54,"DM",TRUE,0.0839117581510356,0.527297080842336,FALSE,0.103985278239351,0.287611544486176,0.608403177274473
"DMstrong",25,54,"MN",TRUE,0.058878405775519,NA,NA,0.22,0.36,0.42
"DMstrong",25,54,"DM",TRUE,0.0632821500691157,0.238421162481125,FALSE,0.272825531126758,0.308634734790518,0.418539734082724
"MN",125,54,"MN",TRUE,0.0376651917115348,NA,NA,0.148,0.316,0.536
"MN",125,54,"DM",TRUE,0.0397393503889558,0.888501691298751,FALSE,0.145156689151643,0.316792337694561,0.538050973153796
"DMpure",125,54,"MN",TRUE,0.0203960780543711,NA,NA,0.228,0.292,0.48
"DMpure",125,54,"DM",TRUE,0.0203961081038983,10000,TRUE,0.228000110106513,0.291999712791937,0.48000017710155
"DMstrong",125,54,"MN",TRUE,0.0942054492408304,NA,NA,0.296,0.172,0.532
"DMstrong",125,54,"DM",TRUE,0.109784642029881,0.0762717465154365,FALSE,0.323444101976446,0.156729394739704,0.51982650328385
"MN",250,54,"MN",TRUE,0.0342928563989645,NA,NA,0.2,0.258,0.542
"MN",250,54,"DM",TRUE,0.0342927702725044,10000,TRUE,0.200000080098366,0.258000065433814,0.541999854467819
"DMpure",250,54,"MN",TRUE,0.0149666295470958,NA,NA,0.196,0.32,0.484
"DMpure",250,54,"DM",TRUE,0.0149853208119607,1366.56570004081,FALSE,0.196000796233783,0.320023045968057,0.483976157798159
"DMstrong",250,54,"MN",TRUE,0.258549801779077,NA,NA,0.352,0.512,0.136
"DMstrong",250,54,"DM",TRUE,0.244512291110286,0.0687716745408792,FALSE,0.345548057194286,0.498871352444443,0.155580590361271
"MN",25,55,"MN",TRUE,0.0565685424949238,NA,NA,0.24,0.22,0.54
"MN",25,55,"DM",TRUE,0.0565684650777326,10000,TRUE,0.240000479219677,0.220000109486818,0.539999411293506
"DMpure",25,55,"MN",TRUE,0.058878405775519,NA,NA,0.22,0.36,0.42
"DMpure",25,55,"DM",TRUE,0.0581993321598468,11.1412937878751,FALSE,0.219512880896757,0.359490790580089,0.420996328523154
"DMstrong",25,55,"MN",TRUE,0.172819751957543,NA,NA,0.36,0.38,0.26
"DMstrong",25,55,"DM",TRUE,0.172819619331825,10000,TRUE,0.360000500904611,0.379999158989418,0.260000340105971
"MN",125,55,"MN",TRUE,0.0363684845252956,NA,NA,0.24,0.308,0.452
"MN",125,55,"DM",TRUE,0.0363686028370074,10000,TRUE,0.240000162094189,0.307999975788614,0.451999862117197
"DMpure",125,55,"MN",TRUE,0.0228619042659763,NA,NA,0.232,0.28,0.488
"DMpure",125,55,"DM",TRUE,0.0250234348713172,0.982133607868743,FALSE,0.235041510100278,0.278198139186431,0.486760350713291
"DMstrong",125,55,"MN",TRUE,0.130476051442401,NA,NA,0.064,0.26,0.676
"DMstrong",125,55,"DM",TRUE,0.129525737785962,0.140875235970145,FALSE,0.0758467898780658,0.245436730078991,0.678716480042943
"MN",250,55,"MN",TRUE,0.0376651917115348,NA,NA,0.216,0.336,0.448
"MN",250,55,"DM",TRUE,0.0376656622083721,10000,TRUE,0.215999664134313,0.336000863666941,0.447999472198745
"DMpure",250,55,"MN",TRUE,0.00864098759787714,NA,NA,0.212,0.292,0.496
"DMpure",250,55,"DM",TRUE,0.00864133826790802,10000,TRUE,0.212000744733104,0.29200070667984,0.495998548587055
"DMstrong",250,55,"MN",TRUE,0.154635054240622,NA,NA,0.132,0.514,0.354
"DMstrong",250,55,"DM",TRUE,0.141683333712921,0.0290656052028108,FALSE,0.17402918243041,0.485047572127251,0.340923245442339
"MN",25,56,"MN",TRUE,0.0163299316185545,NA,NA,0.22,0.3,0.48
"MN",25,56,"DM",TRUE,0.0163306397605302,10000,TRUE,0.219999689729259,0.300002354920036,0.479997955350706
"DMpure",25,56,"MN",TRUE,0.0163299316185545,NA,NA,0.22,0.28,0.5
"DMpure",25,56,"DM",TRUE,0.0163297343997116,10000,TRUE,0.220000135785453,0.280000618892344,0.499999245322203
"DMstrong",25,56,"MN",TRUE,0.145143607047182,NA,NA,0.34,0.1,0.56
"DMstrong",25,56,"DM",TRUE,0.144215344642598,2.24846661626725,FALSE,0.34124483600881,0.101962823544274,0.556792340446916
"MN",125,56,"MN",TRUE,0.0181842422626478,NA,NA,0.18,0.296,0.524
"MN",125,56,"DM",TRUE,0.0175058325552664,2.19792536415394,FALSE,0.180804259133143,0.296058154424262,0.523137586442595
"DMpure",125,56,"MN",TRUE,0.0376651917115348,NA,NA,0.216,0.336,0.448
"DMpure",125,56,"DM",TRUE,0.0376657150360938,10000,TRUE,0.216000307338457,0.336000434481119,0.447999258180424
"DMstrong",125,56,"MN",TRUE,0.117348483870337,NA,NA,0.036,0.36,0.604
"DMstrong",125,56,"DM",TRUE,0.118960542886957,1.43695117126124,FALSE,0.0335996035539752,0.361738670018017,0.604661726428008
"MN",250,56,"MN",TRUE,0.0294392028877595,NA,NA,0.17,0.29,0.54
"MN",250,56,"DM",TRUE,0.0294391995986923,10000,TRUE,0.170000239413059,0.289999670633106,0.540000089953834
"DMpure",250,56,"MN",TRUE,0.00282842712474619,NA,NA,0.196,0.302,0.502
"DMpure",250,56,"DM",TRUE,0.00282704829489993,10000,TRUE,0.19600195130403,0.301996185152382,0.502001863543589
"DMstrong",250,56,"MN",TRUE,0.0475254317883243,NA,NA,0.266,0.256,0.478
"DMstrong",250,56,"DM",TRUE,0.0492104044321349,0.475983836261519,FALSE,0.267923827100812,0.25291325728706,0.479162915612128
"MN",25,57,"MN",TRUE,0.058878405775519,NA,NA,0.22,0.22,0.56
"MN",25,57,"DM",TRUE,0.0588761650508721,10000,TRUE,0.220000797720034,0.220002599171556,0.55999660310841
"DMpure",25,57,"MN",TRUE,0.114309521329882,NA,NA,0.14,0.2,0.66
"DMpure",25,57,"DM",TRUE,0.114308540553726,10000,TRUE,0.140000389226226,0.200000964255394,0.65999864651838
"DMstrong",25,57,"MN",TRUE,0.130639452948436,NA,NA,0.36,0.14,0.5
"DMstrong",25,57,"DM",TRUE,0.122840673061183,0.627945771890029,FALSE,0.357358104476267,0.157574836869407,0.485067058654326
"MN",125,57,"MN",TRUE,0.0259229627936315,NA,NA,0.176,0.288,0.536
"MN",125,57,"DM",TRUE,0.0259264178121165,10000,TRUE,0.175996058963296,0.287999328541217,0.536004612495486
"DMpure",125,57,"MN",TRUE,0.0235513623102076,NA,NA,0.232,0.292,0.476
"DMpure",125,57,"DM",TRUE,0.0235536240323798,10000,TRUE,0.232003181502071,0.291998852230274,0.475997966267656
"DMstrong",125,57,"MN",TRUE,0.0741889479639656,NA,NA,0.264,0.196,0.54
"DMstrong",125,57,"DM",TRUE,0.0837312032655965,0.243330323729583,FALSE,0.275522104593421,0.183253630151277,0.541224265255302
"MN",250,57,"MN",TRUE,0.00816496580927727,NA,NA,0.2,0.29,0.51
"MN",250,57,"DM",TRUE,0.00816482081430994,10000,TRUE,0.200000152828308,0.290000101168565,0.509999746003128
"DMpure",250,57,"MN",TRUE,0.00432049379893856,NA,NA,0.206,0.296,0.498
"DMpure",250,57,"DM",TRUE,0.0044191674058555,1.37375533604201,FALSE,0.206230816076528,0.296464759725216,0.497304424198256
"DMstrong",250,57,"MN",TRUE,0.107492635406649,NA,NA,0.224,0.418,0.358
"DMstrong",250,57,"DM",TRUE,0.111873561534539,0.0951381879302401,FALSE,0.213053807332807,0.43002249853376,0.356923694133434
"MN",25,58,"MN",TRUE,0.0748331477354788,NA,NA,0.1,0.38,0.52
"MN",25,58,"DM",TRUE,0.0748334323251643,10000,TRUE,0.0999997971714174,0.380000659176259,0.519999543652323
