"p1","p2","p3","rmse_i","rmse_ii","rmse_iii","rmse_iv","N1"
0.378378378378378,0.486486486486487,0.135135135135135,0.0441386544334514,0.0441386370437595,0.0441386368499727,0.0441386370914422,67
0.351351351351351,0.513513513513513,0.135135135135135,0.11772024796434,0.464353027647965,0.117720901778256,0.117720896031732,194
0.324324324324324,0.540540540540541,0.135135135135135,0.614109660775864,0.123085889583871,0.123082260244621,0.123085975141368,319
0.297297297297297,0.567567567567568,0.135135135135135,0.0532751506741244,0.51684920988675,0.0532753444181146,0.0532753779872909,507
0.810810810810811,0.027027027027027,0.162162162162162,0.0685741560186383,0.0685756491498915,0.0685760841124888,0.0685755113610659,68
0.783783783783784,0.0540540540540541,0.162162162162162,0.0493397837986588,0.049343278196319,0.0493433115702675,0.0493433455802322,277
0.756756756756757,0.0810810810810811,0.162162162162162,0.0647089164127245,0.0647030186148734,0.0647022547988149,0.0647039910206837,101
0.72972972972973,0.108108108108108,0.162162162162162,0.0302060138611055,0.0302057985087723,0.0302054814633182,0.0302059073461932,453
0.702702702702703,0.135135135135135,0.162162162162162,0.0569027162141631,0.0569030602023664,0.0569052637337155,0.0569030832582417,478
0.675675675675676,0.162162162162162,0.162162162162162,0.0842221930894802,0.0842318628522107,0.0842330017717432,0.0842316614548145,52
0.648648648648649,0.189189189189189,0.162162162162162,0.0652132608324479,0.0652097509564209,0.0651994456769755,0.0652115212146014,108
0.621621621621622,0.216216216216216,0.162162162162162,0.268462418599828,0.0691811160033247,0.0691809184701041,0.0691811532560563,263
0.594594594594595,0.243243243243243,0.162162162162162,0.0497597321384566,0.0497599438313362,0.0497582137536395,0.0497599165609066,686
0.567567567567568,0.27027027027027,0.162162162162162,0.0760984191904909,0.0761339228907432,0.0761316643625317,0.0761337487521165,100
0.540540540540541,0.297297297297297,0.162162162162162,0.329537678525619,0.0764049863631318,0.0763978717920239,0.0764051460921566,116
0.513513513513513,0.324324324324324,0.162162162162162,0.087616130158087,0.0876169834082392,0.0876190645038948,0.087616448534959,309
0.486486486486487,0.351351351351351,0.162162162162162,0.058345203673149,0.0583728692417268,0.0583729298824233,0.0583720521288904,521
0.459459459459459,0.378378378378378,0.162162162162162,0.0701478940581559,0.0701523696053118,0.0701523492209956,0.0701521230023439,71
0.432432432432432,0.405405405405405,0.162162162162162,0.0432386415339292,0.413433309186558,0.0432382789766427,0.0432377776253774,292
0.405405405405405,0.432432432432432,0.162162162162162,0.344138397057109,0.413434014609034,0.0314987540507484,0.0314954204088687,639
0.378378378378378,0.459459459459459,0.162162162162162,0.0341382986012351,0.0341729539307411,0.0341694647239416,0.0341729531111603,103
0.351351351351351,0.486486486486487,0.162162162162162,0.126715611094735,0.126718234993691,0.126718811450292,0.126720023349737,58
0.324324324324324,0.513513513513513,0.162162162162162,0.0236976947611248,0.0236971515058179,0.0236983602600278,0.023697706017901,215
0.297297297297297,0.540540540540541,0.162162162162162,0.0297760455233887,0.0297754045449662,0.0297753064418824,0.0297752682855261,248
0.27027027027027,0.567567567567568,0.162162162162162,0.541890206908744,0.0148897040680367,0.0148851271641544,0.0148887872890333,767
0.783783783783784,0.027027027027027,0.189189189189189,0.060078796018163,0.0600760289049478,0.0600453584627493,0.0600790195466241,73
0.756756756756757,0.0540540540540541,0.189189189189189,0.0326699080197523,0.0326720597213686,0.0326716968496977,0.0326720882382135,513
0.72972972972973,0.0810810810810811,0.189189189189189,0.0638291781358498,0.063822718562438,0.0638203505852385,0.0638240354357124,134
0.702702702702703,0.108108108108108,0.189189189189189,0.0415053599445862,0.0415067781944273,0.0415213217053957,0.0415060227760736,285
0.675675675675676,0.135135135135135,0.189189189189189,0.0874288871721715,0.0874301416948543,0.0874310699202515,0.0874292178805097,79
0.648648648648649,0.162162162162162,0.189189189189189,0.0560571043381831,0.0560595055642789,0.0560392823050056,0.0560576076116405,58
0.621621621621622,0.189189189189189,0.189189189189189,0.267349414874741,0.0357884966768518,0.0357882487170531,0.0357864951520256,992
0.594594594594595,0.216216216216216,0.189189189189189,0.0797786936261587,0.0797782480495341,0.0797782830178365,0.0797783970958236,507
0.567567567567568,0.243243243243243,0.189189189189189,0.5320241028617,0.0757978124121349,0.0757976249253141,0.075797557817733,318
0.540540540540541,0.27027027027027,0.189189189189189,0.0873742994582717,0.0873759002873828,0.0873699975344982,0.0873753740379081,55
0.513513513513513,0.297297297297297,0.189189189189189,0.0264692510600173,0.0264693162748192,0.0264702984896796,0.0264695920344476,531
0.486486486486487,0.324324324324324,0.189189189189189,0.492944171622423,0.0391999614313291,0.0391987441246786,0.0391997199844314,418
0.459459459459459,0.351351351351351,0.189189189189189,0.0628658353253003,0.0628692727504668,0.0628640722452252,0.0628655977669378,664
0.432432432432432,0.378378378378378,0.189189189189189,0.115984778791335,0.115966597142547,0.11596645591477,0.115968313586798,101
0.405405405405405,0.405405405405405,0.189189189189189,0.286600000390108,0.429607892524914,0.082387678376642,0.0823923109736754,238
0.378378378378378,0.432432432432432,0.189189189189189,0.0399960284275898,0.0399947780152376,0.0399968619170065,0.0399954150168125,405
0.351351351351351,0.459459459459459,0.189189189189189,0.0409757311993239,0.384659894170109,0.14032576252246,0.0409718649220113,752
0.324324324324324,0.486486486486487,0.189189189189189,0.017630769542927,0.492950054785746,0.0176308893539988,0.0176309917129839,991
0.297297297297297,0.513513513513513,0.189189189189189,0.0964635835577951,0.299927775894945,0.09646629809505,0.09646631947647,355
0.27027027027027,0.540540540540541,0.189189189189189,0.583850512111547,0.0752246134176805,0.0752257736211957,0.0752247260082808,869
0.243243243243243,0.567567567567568,0.189189189189189,0.079786239766548,0.0797870264599148,0.0797867509694513,0.0797867892486041,281
