"p1","p2","p3","rmse_i","rmse_ii","rmse_iii","rmse_iv","rmse_v","N1"
0.945945945945946,0.027027027027027,0.027027027027027,0.00556614132063754,0.00556508083189236,0.00556141735390674,0.00556499938774581,0.00556452111201997,622
0.918918918918919,0.0540540540540541,0.027027027027027,0.0185061396170245,0.018502583055486,0.0184929702663133,0.0185031842362937,0.0185060669094328,251
0.891891891891892,0.0810810810810811,0.027027027027027,0.00457656269964125,0.00457632599256831,0.00457522226249502,0.00457631078948215,0.00457636003111927,460
0.864864864864865,0.108108108108108,0.027027027027027,0.0281899168303992,0.0281875532608807,0.0281784800397046,0.028188148396979,0.0281874289842089,573
0.837837837837838,0.135135135135135,0.027027027027027,0.045788194866829,0.0457855140465189,0.0457834506673502,0.0457865701408616,0.04577468824074,69
0.810810810810811,0.162162162162162,0.027027027027027,0.0253651402327506,0.0253476968517982,0.0253538633650725,0.025349088071314,0.0253566226482361,623
0.783783783783784,0.189189189189189,0.027027027027027,0.0795656251191158,0.079564015108478,0.0795259465057026,0.0795654132101608,0.0795573563106643,74
0.756756756756757,0.216216216216216,0.027027027027027,0.0638494627995353,0.0638498136189923,0.0638403978722832,0.0638494411191394,0.0638493966050816,303
0.72972972972973,0.243243243243243,0.027027027027027,0.0393725534442365,0.202331077201143,0.0393766621299304,0.0393722255050147,0.0393726546177886,396
0.702702702702703,0.27027027027027,0.027027027027027,0.0816295591399168,0.566999632005131,0.081630483966425,0.0816294710850264,0.0816294660035099,719
0.675675675675676,0.297297297297297,0.027027027027027,0.0165473404808606,0.0165468703799017,0.0165448829594705,0.0165464432845776,0.0165455360724164,453
0.648648648648649,0.324324324324324,0.027027027027027,0.0236596639756625,0.0236592640973534,0.0236394748841676,0.023659785299738,0.0236580663494152,53
0.621621621621622,0.351351351351351,0.027027027027027,0.0493550565893811,0.0493562204063648,0.0493582621785478,0.049354880618064,0.0493553832281061,221
0.594594594594595,0.378378378378378,0.027027027027027,0.0400903359976805,0.131273035583573,0.0401046725848434,0.0400908093822994,0.0400990248902806,466
0.567567567567568,0.405405405405405,0.027027027027027,0.0631031928784393,0.342527289419545,0.0631030657142023,0.063102957167674,0.0631039356037403,922
0.540540540540541,0.432432432432432,0.027027027027027,0.0220135046222347,0.0220056852429269,0.0220111148878349,0.0220061062511215,0.0220205064558015,128
0.513513513513513,0.459459459459459,0.027027027027027,0.134627399004129,0.134627674972497,0.134620193409552,0.134627173435301,0.134627650035423,180
0.486486486486487,0.486486486486487,0.027027027027027,0.395253706861601,0.0620952794481322,0.0620910942202535,0.0620928116380792,0.0620946563765719,160
0.459459459459459,0.513513513513513,0.027027027027027,0.0973615317750851,0.0973610630237165,0.0973600017748584,0.0973614125975681,0.0973568019749869,217
0.432432432432432,0.540540540540541,0.027027027027027,0.0304629447004731,0.0304628679744605,0.0304645946166719,0.0304629085875006,0.0304649590813332,80
0.405405405405405,0.567567567567568,0.027027027027027,0.0198172863594194,0.0198160962625948,0.0198134409050148,0.0198166203396273,0.01981643193981,80
0.918918918918919,0.027027027027027,0.0540540540540541,0.0417842936837569,0.0417842916978549,0.0417775587429708,0.0417842947080209,0.041783766496509,680
0.891891891891892,0.0540540540540541,0.0540540540540541,0.0303426893080198,0.0303428467505122,0.0303422826078591,0.0303427783452871,0.0303428457330683,888
0.864864864864865,0.0810810810810811,0.0540540540540541,0.0551697908863756,0.0551612184214104,0.0551751984890557,0.0551686879005221,0.0551738347708667,74
0.837837837837838,0.108108108108108,0.0540540540540541,0.064109924010996,0.0641148606612181,0.0641190115136127,0.0641134918529691,0.0641128240897889,327
0.810810810810811,0.135135135135135,0.0540540540540541,0.0415949826903478,0.0415969544640348,0.0415968862836751,0.0415950631216641,0.0415976709558351,325
0.783783783783784,0.162162162162162,0.0540540540540541,0.159130826420322,0.0613148376393659,0.0613233948234584,0.0613142325303552,0.0613138434390035,185
